Transit Fare ($),Micro distance based fare ($/mile),Micro start fare ($),Fleet size,Peak fare factor,Micro to fixed factor,Micro Avg. Wait Time (s),Micro Utilization Rate (%),car_users,car_mode_share (%),trsit_mode_users (W_M_F),transit_mode_share (%),pure_M_users,M_mode_share (%),M_trips,pure_F_users,F_mode_share (%),F_trips,pure_walk_users,W_mode_share (%),walk_users,M_pls_F_users,M_pls_F_mode_share (%),F_oper_cost ($),M_oper_cost ($),F_revenue ($),M_revenue ($),Total_T_revenue ($),tot_sub ($),sub_per_F_trip ($),sub_per_F_rider ($),sub_per_M_trip ($),sub_per_M_rider ($),sub_per_T_trip ($),sub_per_T_rider ($),sub_per_M_pax_mile ($/mi),sub_per_F_pax_mile ($/mi),sub_per_T_pax_mile ($/mi),sub_per_M_VMT ($/mi),sub_per_F_VMT ($/mi),sub_per_T_VMT ($/mi),tt_auto_gas_cost ($),auto_gas_cost_per_mile ($/mi),avg_M_fare,avg_F_fare,avg_T_fare,avg_auto_gas_cost,tt_o_pckt_cost ($),tt_mob_lgsm_inc_with_micro,tt_gen_cost,tt_mode_switch,F_avg_wait_time (s),avg_walk_time (s),tt_walk_time (h),car_VMT (mi),M_VMT (mi),M_PMT (mi),M_PMT/M_VMT,F_VMT (mi),F_PMT (mi),F_PMT/F_VMT,tt_VMT (mi),tt_walk_dist (mi),wghted_acc_emp_5_min,wghted_acc_emp_10_min,wghted_acc_emp_15_min,M_veh_occ,M_avg_speed (mph)
2.5197097063064575,0.8375009894371033,2.0758684873580933,6,3.0571709871292114,0.014886128716170788,-209.0720044023261,19.78869018506943,3269.0,0.8687217645495615,494.0,0.13127823545043849,296.0,0.07866064310390646,339.0,10.0,0.0026574541589157587,48.0,151.0,0.040127557799627955,303.0,37.0,0.009832580387988307,3157.5551018271553,11895.956493069043,35.38183511912601,1014.645570106118,1050.0274052252441,14003.484189670953,65.04527638975061,66.42921844059636,32.09826230962515,32.67660937826704,36.1847136684004,40.82648451799112,27.96079392203458,57.11909294565998,31.55189124267104,16.936411646917783,2.036976249378223,6.437704885195041,1399.222926965692,0.3057745999999997,3.0469836940123667,0.7528050025345959,3.0613043884117905,0.42802781491761765,2449.250332190936,2267.17532560813,4637.914954143377,291.0,459.375,533.6708857803363,44.91729955317831,4575.994627956978,642.480305144401,389.16316014860644,0.605719983994124,1532.7489791111002,54.660764128000004,0.035661915207863895,6751.223912212479,125.28160227074791,200.30253892064206,3550.6358640438084,6245.69290221045,0.5928586471698422,27.929011776199815
4.464361969381571,3.147165020927787,0.07766268867999315,4,1.8603151328861713,0.69356628973037,-197.81879096629206,18.8049914698608,3408.0,0.9056603773584906,355.0,0.09433962264150944,203.0,0.0539463194259899,208.0,2.0,0.0005314908317831517,7.0,145.0,0.0385330853042785,222.0,5.0,0.0013287270794578793,3157.5551018271553,7924.731026677267,32.97883480277699,1048.1094553997018,1081.0882902024787,10001.197838301945,446.36803814633976,446.36803814633976,33.06068063114214,33.06068063114214,46.517199247916025,47.624751610961646,30.810769139613463,298.1807177171115,42.800943200650835,16.815139224873434,2.038544020976246,5.150734684320414,1466.665911015601,0.3057745999999996,5.03898776634472,4.711262114682427,5.1480394771546605,0.4303597156735919,2547.7542012180797,1850.8398909048688,4474.383515873388,171.0,450.0,733.9299806664051,45.25901547442832,4796.5590046249845,408.954185827107,223.18889671716377,0.5457552568285021,1532.7489791111002,10.478800544,0.0068366057892121765,6738.2621695631915,126.56273257505173,262.36215896504933,3935.5024218160065,6296.89922909068,0.5381645710310218,27.925524624138447
3.9884066246449947,1.657415758818388,2.8112432146444917,5,1.3799501648172736,0.9738050932064652,-210.11607012061867,18.67283500723748,3359.0,0.8926388519798033,404.0,0.10736114802019665,248.0,0.06590486314111081,250.0,3.0,0.0007972362476747276,5.0,151.0,0.040127557799627955,246.0,2.0,0.0005314908317831517,3157.5551018271553,9905.1122232317,19.942033290863037,995.882230588756,1015.824263879619,12046.843061179236,627.5226137072584,627.5226137072584,35.636919970571775,35.636919970571775,47.24252180854602,47.61598047896931,28.471244098470173,585.5851012831595,37.85002083863933,17.518381795721467,2.0470495242840836,5.901514981817387,1441.4718638918016,0.3057745999999991,3.983528922355024,3.9884066581726074,4.0151156675083755,0.4291372027066989,2457.2961277714207,2112.4313932337877,4508.839577509885,230.0,450.0,642.4251208863446,43.89904992723355,4714.164825632363,508.5646663334427,312.9202911481363,0.615300888683778,1532.7489791111002,5.358082133,0.0034957336171950065,6755.478471076906,122.53458287978422,200.73575816230644,3519.8545646180883,6248.029500655129,0.6183507960575158,27.855259258218695
1.0581650920212269,4.357899399474263,1.0356479538604617,3,3.326832028105855,0.2931112563237548,-203.55658018656194,15.82894066006756,3422.0,0.9093808131809726,341.0,0.09061918681902738,89.0,0.023651342014350252,155.0,50.0,0.013287270794578794,105.0,149.0,0.039596066967844804,255.0,53.0,0.014084507042253521,3157.5551018271553,5925.5522709751085,100.59905588562151,1042.4139631307394,1143.0130190163609,7940.094353785904,29.113867104205085,29.679184912053728,31.50411811512496,34.38829794256598,30.53882443763809,41.354658092634914,42.828271289222684,26.570542638831128,34.66271838994409,19.712937343514447,1.9944270637938246,4.459571326928176,1458.905810062775,0.30577459999999945,7.340943402329151,0.9766898629671992,5.95319280737688,0.42633132965013876,2601.918829079136,1234.356939163411,4488.742581242852,101.0,450.0,677.6221781793431,47.9982376210368,4771.180503752691,247.71236385281364,114.01670347299688,0.4602786138714643,1532.7489791111002,115.05056887599994,0.0750615857155698,6551.641846716605,134.25742336800667,259.2909683376417,3958.2243433357557,6282.126756065528,0.4298610653340152,27.3811008550521
1.7337638512253761,2.1264553675428033,0.47604829352349043,2,3.7903709709644318,0.1684098280966282,-290.86308551969233,36.27788520402586,3387.0,0.9000797236247675,376.0,0.09992027637523253,160.0,0.04251926654265214,241.0,26.0,0.006909380813180973,86.0,132.0,0.03507839489768801,255.0,58.0,0.015413234121711401,3157.5551018271553,4016.529138646276,107.12699085749762,919.041083801894,1026.1680746593916,6147.916165814039,35.47009431360067,36.3146203686864,12.852647530474613,14.208660802038448,18.800966867932843,25.19637772874606,16.61589929538249,31.990861853598577,21.818899234049837,8.107275722643704,1.9901680918024278,3.2107157447588537,1447.24533972969,0.3057746000000001,4.2157847880820825,1.2753213197321145,4.205606863358162,0.42729416584874225,2473.4134143890815,1583.5070327833446,4542.6127649031005,200.0,476.16279069767444,609.4323548049947,43.16812513202046,4733.046301850086,382.0627496599216,186.4171177123807,0.487922776764583,1532.7489791111002,95.35310817600002,0.0622105181445294,6647.858030621108,119.76000928562203,199.56585743959582,3135.845996403062,6051.451392474058,0.4498994196997342,27.47654317461265
3.2821682393550873,4.513869187794626,1.8645614990964532,6,1.1054167235270143,0.5991051588207483,-181.16883116883116,8.79205513223402,3460.0,0.9194791389848526,303.0,0.0805208610151475,137.0,0.03640712197714589,154.0,9.0,0.0023917087430241827,25.0,141.0,0.037470103640712196,193.0,16.0,0.004251926654265214,3157.5551018271553,11785.189051215291,84.00588292685703,962.7296958016798,1046.735578728537,13896.008574313912,122.94196875601193,122.94196875601193,70.27571010008839,70.73502846675564,77.63133281739616,85.77783070564143,63.14778066291948,111.11010208093761,69.81331564077536,38.74735140621713,2.0052528240356535,7.668636217408977,1476.4969797989684,0.3057746,6.292350952952155,3.360235317074281,6.461330732892203,0.4267332311557712,2523.2325585275053,1771.420241097391,4378.467819610095,123.0,450.0,778.2268842147205,41.72160795928919,4828.710363120313,279.308364640302,171.38305165756339,0.6135979918763742,1532.7489791111002,27.662194178000004,0.018047439310018246,6640.767706871715,116.75434252889681,275.1016922910548,4314.496304059867,6348.712777005112,0.6263680370532945,27.512031653927806
4.7649607583880424,0.3688617469742894,1.3872036533430219,3,2.1482144575566053,0.8187285494059324,-515.8088996276583,48.54981677477927,3227.0,0.8575604570821154,536.0,0.14243954291788466,401.0,0.10656391177252192,404.0,6.0,0.0015944724953494552,9.0,126.0,0.03348392240233856,465.0,3.0,0.0007972362476747276,3157.5551018271553,6103.259326945854,42.88464689254761,627.2845069902755,670.1691538828231,8590.645274890187,346.0744949927342,346.0744949927342,13.554393118701926,13.554393118701926,20.800593885932656,20.9527933533907,9.813083603503301,334.9757925285711,15.142340089851757,6.594711990384184,2.032081245776412,3.6353172829500853,1371.5917277791198,0.30577459999999973,1.5526844232432562,4.764960765838623,1.6345589119093247,0.4250361722278028,2041.760881661943,2241.402343399642,4756.801065740057,675.0,450.0,349.01197010386556,45.080712805082634,4485.630028717627,830.3584490027998,558.0279391485708,0.6720325900443619,1532.7489791111002,9.298195644,0.00606635252785644,6848.737456831527,118.16855790862624,198.15818222479717,2298.248949704518,5259.381760612195,0.6113292850003224,28.76776104678016
2.1884713619947433,2.9908326966688037,2.2717648213729262,7,2.583194280974567,0.3900478482246399,-180.0,7.576019886698791,3438.0,0.9136327398352379,325.0,0.08636726016476216,131.0,0.03481264948179644,163.0,22.0,0.005846399149614669,47.0,147.0,0.03906457613606165,228.0,25.0,0.006643635397289397,3157.5551018271553,13734.723306258054,97.08310078225327,1025.0658837318922,1122.1489845141455,15770.129423571067,65.11642555414684,65.11642555414684,77.9733584204059,81.4721629649113,75.09585439795745,88.59623271669139,80.83791928796748,52.23622627888277,73.07311165738702,45.75418128824398,1.9967209521938725,8.710226681567494,1470.5824879793881,0.30577459999999884,6.570935152127514,2.065597888984112,6.304207778169356,0.427743597434377,2592.7314724935336,1715.2664648142652,4437.534398500859,128.0,450.0,679.4923948648163,43.03451834143837,4809.367710658092,277.78133199362406,157.22395547132746,0.5659989976393959,1532.7489791111002,58.58907159,0.03822483158591177,6619.898021762816,120.42840966017242,473.9628729935807,4792.554069572058,6377.6697570576025,0.5565286747613296,27.42784286617318
2.392704587429762,1.2697418872267008,1.2944201733916998,5,2.0780581682920456,0.3544633509591222,-255.09838980267435,22.4539874046696,3314.0,0.8806803082646825,449.0,0.11931969173531756,295.0,0.07839489768801489,311.0,4.0,0.0010629816635663034,17.0,137.0,0.03640712197714589,276.0,13.0,0.0034546904065904864,3157.5551018271553,9934.856744871082,35.80080916658176,932.0784181755402,967.8792273421219,12124.532619356114,183.63260545062198,183.63260545062198,28.9478402787638,29.22979976199851,36.965038473646686,38.86068147229524,24.611835667657825,140.38163894785365,31.246521735235504,14.853920486142336,2.0367029012611044,5.668751057627458,1418.873935554443,0.3057746,3.0262286304400656,2.1059299509753977,3.1021770107119293,0.4281454241262653,2386.753162896565,2286.0187728051437,4589.127936171081,300.0,450.0,557.9902508182773,42.77925256273459,4640.260948929188,606.0876881019055,365.7906077491816,0.6035275339361106,1532.7489791111002,22.237625347999998,0.014508328272315307,6779.097616142194,118.44321287053727,202.55109530666928,3645.649607583551,6264.343034857161,0.6063107004772408,27.75577738219536
4.5913633443415165,3.9600411988794804,2.5540271177887917,2,3.216160320676863,0.9100952474400401,-215.9314426299785,20.894579270468697,3483.0,0.9255912835503588,280.0,0.07440871644964124,99.0,0.02630879617326601,109.0,13.0,0.0034546904065904864,22.0,159.0,0.04225352112676056,213.0,9.0,0.0023917087430241827,3157.5551018271553,3970.5441807944403,112.30737413607636,1062.185944923855,1174.4933190599313,5953.605963561664,138.4203512586854,138.4203512586854,26.682185650188856,26.929242924727642,45.44737376764629,49.20335507075755,24.50246508596683,126.09289822418684,41.678089052045635,12.574378948779803,1.986788292925261,3.374980908838894,1492.5662513935672,0.3057745999999994,9.83505504559125,5.104880642548926,9.706556355867201,0.4285289266131402,2667.0595704534985,1189.949570498877,4401.9422250534835,90.0,450.0,762.6411555063582,45.12293503412619,4881.263032945085,231.29239604734576,118.69655667977156,0.5131883222631939,1532.7489791111002,24.150826656999996,0.015756543952164942,6645.3044081035305,126.21470779156826,278.7626543574301,3920.0604137035843,6273.496571790274,0.5044305971221058,28.048821346840654
