Transit Fare ($),Micro distance based fare ($/mile),Micro start fare ($),Fleet size,Peak fare factor,Micro to fixed factor,Total subsidy ($),Total mob. Logsum increase with micro,car_users,car_mode_share (%),trsit_mode_users (W_M_F),transit_mode_share (%),pure_M_users,M_mode_share (%),M_trips,pure_F_users,F_mode_share (%),F_trips,pure_walk_users,W_mode_share (%),walk_users,M_pls_F_users,M_pls_F_mode_share (%),F_oper_cost ($),M_oper_cost ($),F_revenue ($),M_revenue ($),Total_T_revenue ($),sub_per_F_trip ($),sub_per_F_rider ($),sub_per_M_trip ($),sub_per_M_rider ($),sub_per_T_trip ($),sub_per_T_rider ($),sub_per_M_pax_mile ($/mi),sub_per_F_pax_mile ($/mi),sub_per_T_pax_mile ($/mi),sub_per_M_VMT ($/mi),sub_per_F_VMT ($/mi),sub_per_T_VMT ($/mi),tt_auto_gas_cost ($),auto_gas_cost_per_mile ($/mi),avg_M_fare,avg_F_fare,avg_T_fare,avg_auto_gas_cost,tt_o_pckt_cost ($),tt_gen_cost,tt_mode_switch,M_avg_wait_time (s),F_avg_wait_time (s),avg_walk_time (s),tt_walk_time (h),car_VMT (mi),M_VMT (mi),M_PMT (mi),M_PMT/M_VMT,F_VMT (mi),F_PMT (mi),F_PMT/F_VMT,tt_VMT (mi),tt_walk_dist (mi),wghted_acc_emp_5_min,wghted_acc_emp_10_min,wghted_acc_emp_15_min,M_util_rate (%),M_veh_occ,M_avg_speed (mph)
3.8000000000000003,4.9,0.7000000000000001,2,1.7659061253070831,0.22037269175052643,-6189.767223439631,1427.2145117600235,3464.0,0.9205421206484188,299.0,0.07945787935158119,135.0,0.03587563114536274,153.0,10.0,0.0026574541589157587,25.0,140.0,0.03720435822482062,212.0,14.0,0.0037204358224820623,3157.5551018271553,3997.0878461150546,67.37282109953452,897.5029034030443,964.8757245025788,123.60729122910483,128.75759503031753,20.258725115764772,20.802583508134298,34.77397316539119,38.92935360653856,19.380610718510045,107.5279535345749,32.807256927698816,9.737299212579513,2.0161046086748895,3.343886475864501,1482.414897905883,0.3057745999999995,6.023509418812378,2.807200879147272,6.068400783035087,0.42794887352941197,2447.290622408462,4407.5761913381975,149.0,287.6239112117451,468.0,697.7330243592983,41.08872254560312,4848.06422085381,318.32080693460557,159.93226362839314,0.5024247870207521,1532.7489791111002,28.738408749999998,0.018749585967211997,6699.134006899516,114.08452196942642,215.88141175429405,3268.4038626679035,5964.269886930907,29.082941970639187,0.470778738139791,27.536849467516568
1.4000000000000001,1.9000000000000001,2.2,7,3.651733834296465,0.9951676558703184,-15712.583132573734,1712.1935923102346,3401.0,0.9038001594472496,362.0,0.09619984055275047,159.0,0.04225352112676056,164.0,33.0,0.008769598724422003,41.0,165.0,0.04384799362211002,259.0,5.0,0.0013287270794578793,3157.5551018271553,13750.492119894923,57.399999022483826,1138.06409012586,1195.4640891483439,75.61353909279687,81.58302902117556,76.90504896200649,76.90504896200649,76.64674698816455,79.75930524149103,59.06959791906861,67.38634445781618,60.54390458236938,38.27952433585673,2.0226111027016116,8.4375033326675,1453.3339943329745,0.30577459999999956,6.939415183694269,1.5105262900653638,6.068345630194639,0.4273254908359231,2648.7980834813184,4485.223877931458,139.0,180.0,450.0,629.0585868459776,45.25727055364117,4752.958533288823,329.4823603112253,213.51809516376562,0.6480410513087221,1532.7489791111002,46.005687469,0.030015148009219658,6615.189872711148,126.64859114008127,359.57599364552715,4592.125879819486,6371.492722480874,8.82530089572784,0.6415605770713281,27.245321214229516
2.6,3.4000000000000004,1.2000000000000002,3,2.7515230886638165,0.7064454760402441,-7795.859502553596,1455.308546320912,3399.0,0.9032686686154664,364.0,0.09673133138453362,180.0,0.04783417486048366,195.0,21.0,0.005580653733723093,32.0,152.0,0.04039330321551953,238.0,11.0,0.0029231995748073346,3157.5551018271553,5966.771215488653,89.64109492517991,1238.8257198370316,1328.4668147622115,95.87231271568673,95.87231271568673,24.245874336674984,24.753641338490166,34.34299340331981,36.772922181856586,22.473065682880545,78.0001347101095,31.219037828737473,12.34913390375621,2.0015762846445844,4.069658295796865,1462.4775644280899,0.3057745999999986,6.485998533178176,2.8012842164118723,6.266352899821753,0.4302670092462753,2790.9443791903013,4543.273210191631,162.0,210.36190766884067,450.0,634.0804248139415,41.91976141825502,4782.861507882265,382.8564442250912,210.38275606755602,0.5495082014183534,1532.7489791111002,39.332162929,0.02566119010029302,6698.466931218456,117.2223328149202,247.23327225419666,3662.3076472598336,6177.6416480574035,23.93276307133406,0.5390899391844146,27.220657459320645
4.2,1.1,2.9000000000000004,5,1.637475984171033,0.447029747068882,-12006.58296325965,2088.7080532923105,3398.0,0.9030029231995748,365.0,0.09699707680042519,221.0,0.05872973691203827,221.0,2.0,0.0005314908317831517,2.0,142.0,0.03773584905660377,223.0,0.0,0.0,3157.5551018271553,9903.46478054196,8.399999618530273,1046.0369194909354,1054.4369191094656,1574.5775511043125,1574.5775511043125,40.0788590997784,40.0788590997784,53.84117920744238,53.84117920744238,28.526395765941295,1252.923470148268,38.358119642447406,17.60348848823927,2.0545798073438877,5.897397244649195,1447.116359433826,0.30577459999999945,4.733198730728215,4.199999809265137,4.728416677620922,0.4258729721700488,2501.5532785432915,4454.174937868962,190.0,184.74308148540902,450.0,647.0055925635995,40.078401983800745,4732.624486905807,503.16321489167285,310.4993681545368,0.6170947298311243,1532.7489791111002,2.5134456949999997,0.0016398286537810274,6768.536680908581,112.15597150027035,209.975293745134,3838.2253717849776,6303.08693927875,18.094459514742443,0.6162235965071889,27.881199335690457
4.6000000000000005,2.9000000000000004,1.8,5,1.0747646456584334,0.03562070336192846,-11986.452302914311,2043.2012926441726,3378.0,0.8976880148817433,385.0,0.1023119851182567,201.0,0.05341482859420675,213.0,3.0,0.0007972362476747276,14.0,170.0,0.0451767207015679,236.0,11.0,0.0029231995748073346,3157.5551018271553,9880.938308111372,21.677104345568267,1030.364002678649,1052.0411070242174,223.99128553439908,223.99128553439908,41.551992044285086,41.747992006758125,52.80375463838904,55.75094094378749,33.791886710877925,176.58180550417572,42.85881680471215,20.616007661111162,2.045917524799268,6.109131940213336,1446.83990810936,0.30577459999999923,4.860207559804948,1.5483645961120192,4.89321445127543,0.4283125838097573,2498.8810151335774,4480.409185223096,189.0,185.0557809496266,450.0,746.2248030586669,48.91918153384594,4731.7203852424755,429.30592823400684,261.914180204198,0.6100874993308579,1532.7489791111002,17.75878318,0.011586230636603651,6693.775292587583,136.8961350341309,235.96811013996785,3945.367595974008,6306.582480028344,15.74963474865934,0.6155654727246505,27.847662740068348
2.2,0.1,1.0,4,2.9388224901631474,0.8113922337070107,-10618.357425810891,2481.695357529373,3116.0,0.8280627159181504,647.0,0.17193728408184958,496.0,0.13180972628222162,498.0,9.0,0.0023917087430241827,12.0,140.0,0.03720435822482062,519.0,2.0,0.0005314908317831517,3157.5551018271553,8135.965328124943,26.40000057220459,648.7630035690042,675.1630041412088,260.9295917712459,284.65046375045006,15.034542820393451,15.034542820393451,20.82030867806057,20.94350577083016,9.93409636140859,260.8638626211568,13.867691695581865,6.797120172294405,2.042836200791879,4.03084676291598,1311.2538283963268,0.30577459999999973,1.3027369549578398,2.400000052018599,1.3316824539274337,0.420813167007807,1986.4168325375356,4817.817819487067,752.0,489.11984854728945,450.0,329.02120021164916,47.43388969717942,4288.301998911381,1101.5256659834208,753.6873060384027,0.6842212844541622,1532.7489791111002,12.003023607000003,0.007831043289267767,6922.5766440059015,124.31959159267745,198.3613525218318,2304.753332525513,5347.9698673377525,48.06618532049901,0.6505938009428237,28.746547392736883
1.8,4.0,2.7,7,3.464445178397,0.5221817577257752,-15819.952413215955,1272.6402892347783,3462.0,0.9200106298166356,301.0,0.07998937018336434,89.0,0.023651342014350252,100.0,48.0,0.012755779962795642,56.0,157.0,0.04172203029497741,229.0,7.0,0.0018602179112410311,3157.5551018271553,13705.984445153767,101.19926880732453,942.3878649576419,1043.5871337649664,54.57778273249698,55.57010605490601,127.63596580196125,132.95413104370962,101.40995136676894,109.86078064733302,110.77455205306366,44.664966569555574,86.14192481181627,69.53533157768393,1.99403547134791,9.217450675122763,1473.5642122955842,0.30577459999999973,9.816540259975437,1.8399867055877188,7.247132873367822,0.4256395760530284,2517.1513460605506,4418.53010785872,75.0,180.0,450.0,782.4698515474818,49.773776667881485,4819.119090649077,183.55555788120182,115.22137840902356,0.6277193659458433,1532.7489791111002,68.42848137499999,0.0446442844246318,6535.423627641379,139.28764624098767,515.1490061697067,4851.568844325371,6382.3837487690935,4.871608451712216,0.6223904520871415,27.877754139614343
3.4000000000000004,1.9000000000000001,1.5,3,2.328606723807752,0.2617894923314452,-8174.973938615644,1897.5619463094686,3400.0,0.9035344140313579,363.0,0.09646558596864203,191.0,0.05075737443529099,202.0,8.0,0.002125963327132607,19.0,154.0,0.04092479404730268,249.0,10.0,0.0026574541589157587,3157.5551018271553,5985.32077678967,51.64135028730698,916.2605897138734,967.9019400011804,163.46914481788676,172.55076397443602,25.094357361761368,25.219204910824857,36.990832301428256,39.11470784026624,19.154242817755534,140.12742022846305,28.503181589180898,11.42517353016065,2.026368175003507,4.136245743268079,1447.2992482681561,0.3057745999999993,4.558510396586435,2.8689639048503874,4.631109760771198,0.42567624949063415,2415.2011882693364,4520.947802244659,216.0,272.04275444370063,450.0,668.2696571408748,46.221984618910504,4733.2226034083915,443.67467799891875,264.6442480293137,0.5964826508082993,1532.7489791111002,22.164924941,0.014460896887273927,6709.646260518411,128.7502633367541,214.29525665305258,3617.7823655142984,6246.793328679548,26.961844784193268,0.5933603705885309,27.621721265923284
3.1,3.6,2.4000000000000004,4,3.8172748712822795,0.41929977014660835,-9851.055420331246,1247.2246129906152,3469.0,0.9218708477278766,294.0,0.0781291522721233,109.0,0.02896625033218177,120.0,16.0,0.004251926654265214,25.0,160.0,0.04251926654265214,217.0,9.0,0.0023917087430241827,3157.5551018271553,7869.187588063157,75.49863225418108,1100.1886373048862,1175.6872695590673,123.28225878291897,123.28225878291897,56.40832458965225,57.364397887781955,67.93831324366377,73.51533895769586,50.3438665184032,97.04736101548512,59.26746033264748,29.839812859160443,2.010803146227099,5.598483542707466,1485.2306097209434,0.3057745999999995,9.323632519532934,3.019945290167243,8.773785593724384,0.42814373298384073,2660.9178792800108,4414.636657464243,91.0,180.0,450.0,765.2001502356566,46.124564611427076,4857.272676412448,226.84455102674258,134.45528559638666,0.5927199264333918,1532.7489791111002,31.758271810000004,0.020719812730469304,6616.866206550291,129.07563919620648,333.3178455380298,4413.222100358545,6355.923747012584,10.889545545013217,0.5896230376320944,26.701320633832623
1.6,0.6000000000000001,1.7000000000000002,6,1.9782960498705506,0.6796596143394709,-14128.423652566129,2329.788889925405,3279.0,0.8713792187084772,484.0,0.1286207812915227,323.0,0.08583576933297901,323.0,22.0,0.005846399149614669,22.0,139.0,0.036938612808929044,312.0,0.0,0.0,3157.5551018271553,11915.346417143914,35.200000524520874,909.2778658804204,944.4778664049413,141.92523187739246,141.92523187739246,34.07451563858667,34.07451563858667,40.95195261613371,40.95195261613371,23.954340524246682,115.09528396775401,29.035656830983008,15.588143757655489,2.037094882368415,6.310704817720185,1392.5261796953819,0.3057745999999996,2.815101751951766,1.600000023841858,2.737617004072294,0.42468014019377304,2337.004046100323,4657.8263295193665,347.0,282.283004020497,450.0,468.1662602692489,40.574409223334904,4554.093700704321,706.0538267013548,459.46030282583257,0.650744016178492,1532.7489791111002,27.128436489,0.01769920375659478,6792.896506516776,111.89403598701324,198.2817626573708,3246.4336833368925,6191.683885576043,21.219579733297355,0.6566626087383748,28.00186553248729
2.3000000000000003,4.7,2.0,2,1.4250645795837045,0.9058379400521517,-5980.148830473101,1434.6805447325453,3438.0,0.9136327398352379,325.0,0.08636726016476216,146.0,0.038798830720170076,153.0,25.0,0.006643635397289397,32.0,147.0,0.03906457613606165,225.0,7.0,0.0018602179112410311,3157.5551018271553,4004.5608480126484,77.33370756514779,1104.6334118015548,1181.9671193667025,96.25691857068773,96.25691857068773,18.953774092882966,18.953774092882966,32.32512881336812,33.596341744230905,15.892095939524708,86.98410839190933,27.446052125847736,8.45897757004984,2.009605901710237,3.18844098906681,1469.0418690958993,0.3057745999999997,7.219826220925195,2.4166783614108684,6.640264715543273,0.42729548257588695,2651.008988462602,4439.375331393727,146.0,236.18904781804494,450.0,686.6722913243837,42.91701820777398,4804.329297122458,342.8224525004867,182.47608416450467,0.5322757679188052,1532.7489791111002,35.411311919000006,0.02310313847968529,6679.9007287340455,119.94045882566287,198.98718032463805,3332.8139921142497,6186.6188162436765,31.04596879688971,0.5364692908468602,27.67956610283857
5.0,2.4000000000000004,0.8,7,2.586006353609264,0.13009501621127129,-15863.850538015207,1975.115977873519,3390.0,0.9008769598724422,373.0,0.0991230401275578,228.0,0.0605899548232793,250.0,3.0,0.0007972362476747276,17.0,129.0,0.034281158650013285,215.0,13.0,0.0034546904065904864,3157.5551018271553,13789.485621683296,33.21330279111862,1049.9768827041237,1083.1901854952423,183.78481170800217,195.2713624397523,50.95803495591669,52.86103211194677,59.415170554364074,65.01578089350495,46.15425464358365,180.45947255551798,54.08127671307936,27.856277360335103,2.0383910487730104,7.9714681902651625,1451.7493497558737,0.30577459999999945,4.356750550639517,2.075831424444914,4.439304038914927,0.42824464594568545,2534.939535251116,4489.24380073711,213.0,197.04527405580262,450.0,657.7779536691816,39.28396112190945,4747.77613888098,457.3299071583454,276.0202463967255,0.6035473343779298,1532.7489791111002,17.313260173000003,0.0112955613795552,6737.855025150426,109.87126777536008,302.51294219393435,4139.843541490556,6320.306292740097,12.168081580028035,0.5887889185480708,27.77187317969628
4.4,4.1000000000000005,1.3,6,3.148305704817176,0.35209767054766417,-13861.04373417961,1478.326565889989,3464.0,0.9205421206484188,299.0,0.07945787935158119,134.0,0.035609885729471165,142.0,8.0,0.002125963327132607,13.0,152.0,0.04039330321551953,209.0,5.0,0.0013287270794578793,3157.5551018271553,11778.903550227242,51.99383876960576,1023.4210791051815,1075.4149178747873,238.8893279275038,238.8893279275038,75.74283430367649,77.37757173469109,89.42608860761038,94.29281451822864,66.86982620229033,225.26334932933466,79.37448921468538,41.57508938754536,2.0261382035684563,7.737335878176605,1484.8603422733543,0.3057745999999986,7.36274157629627,3.999526059200443,7.315747740644811,0.4286548332197905,2560.2752601481416,4381.211824658068,109.0,180.0,450.0,755.0963355445323,43.837537258002016,4856.061760111405,258.70016467947937,160.84208800820363,0.621731680022243,1532.7489791111002,13.786358376999997,0.00899453111036827,6647.510903901985,122.67558924474501,512.6515385318831,4842.2971965873285,6381.076931546945,8.184781130586527,0.618443606403242,27.19985883383735
2.9000000000000004,1.3,2.8000000000000003,2,1.237353190779686,0.6114809708669782,-6265.767008021276,1766.2959824187833,3379.0,0.8979537602976349,384.0,0.10204623970236514,202.0,0.05368057401009833,203.0,8.0,0.002125963327132607,9.0,173.0,0.045973956949242625,285.0,1.0,0.00026574541589157585,3157.5551018271553,4040.3921886735448,26.100000858306885,906.0802816211185,932.1802824794254,347.93945566320536,347.93945566320536,15.439960133263183,15.439960133263183,29.55550475481734,29.695578237067657,11.381615283869765,266.6449755101491,21.822233876970216,6.809247299890052,2.0430319273707163,3.1438062863215848,1447.5340463673365,0.3057746000000005,4.463449663158219,2.9000000953674316,4.417916030708177,0.4283912537340445,2379.714328846762,4564.961471866162,224.0,355.9458841320178,450.0,621.0076034993341,49.16310194369728,4733.990483079151,460.30225794604866,275.3837508015607,0.5982672169160597,1532.7489791111002,11.7439119,0.007661992968222849,6727.0417201363,135.865153085729,198.2981879391992,2560.7859830479624,5797.143386451023,40.56069460284413,0.5607097926384578,28.264024843547954
1.0,2.7,0.6000000000000001,5,2.165996693074703,0.8381475629284978,-12025.930470736686,1978.146156089142,3335.0,0.8862609619984055,428.0,0.11373903800159448,216.0,0.05740100983258039,242.0,46.0,0.01222428913101249,68.0,148.0,0.03933032155195323,293.0,18.0,0.0047834174860483655,3157.5551018271553,9882.561605256804,75.11554193496704,939.0706944123056,1014.1862363472726,45.329993527826296,48.16311812331544,36.95657401175413,38.2200466275406,38.7933240991506,42.94975168120245,33.6487352751916,39.053306035071074,34.88620036090344,20.577336269602668,2.011053082990675,6.112671486235963,1423.5297092790067,0.3057745999999996,4.013122625693613,1.17368034273386,3.622093701240259,0.42684549003868266,2437.7159456262793,4574.931704041393,206.0,216.57569277798123,443.38235294117646,600.8033032226888,48.898713290068834,4655.487111352639,434.62821395673245,265.7898086718974,0.6115337204002982,1532.7489791111002,78.92902990399999,0.05149507908971106,6622.864304420471,136.4948021048324,308.15951188031437,4222.79598560942,6334.070308447463,16.268330033906494,0.6029589913042855,27.718053848842462
