Transit Fare ($),Micro distance based fare ($/mile),Micro start fare ($),Fleet size,Peak fare factor,Off-Peak fare factor,Fixed to micro factor,Micro to fixed factor,Total subsidy ($),Total mob. Logsum increase with micro,car_users,car_mode_share (%),trsit_mode_users (W_M_F),transit_mode_share (%),pure_M_users,M_mode_share (%),M_trips,pure_F_users,F_mode_share (%),F_trips,pure_walk_users,W_mode_share (%),walk_users,M_pls_F_users,M_pls_F_mode_share (%),F_oper_cost ($),M_oper_cost ($),F_revenue ($),M_revenue ($),Total_T_revenue ($),sub_per_F_trip ($),sub_per_F_rider ($),sub_per_M_trip ($),sub_per_M_rider ($),sub_per_T_trip ($),sub_per_T_rider ($),sub_per_M_pax_mile ($/mi),sub_per_F_pax_mile ($/mi),sub_per_T_pax_mile ($/mi),sub_per_M_VMT ($/mi),sub_per_F_VMT ($/mi),sub_per_T_VMT ($/mi),tt_auto_gas_cost ($),auto_gas_cost_per_mile ($/mi),avg_M_fare,avg_F_fare,avg_T_fare,avg_auto_gas_cost,tt_o_pckt_cost ($),tt_gen_cost,tt_mode_switch,M_avg_wait_time (s),F_avg_wait_time (s),avg_walk_time (s),tt_walk_time (h),car_VMT (mi),M_VMT (mi),M_PMT (mi),M_PMT/M_VMT,F_VMT (mi),F_PMT (mi),F_PMT/F_VMT,tt_VMT (mi),tt_walk_dist (mi),wghted_acc_emp_5_min,wghted_acc_emp_10_min,wghted_acc_emp_15_min,M_util_rate (%),M_veh_occ,M_avg_speed (mph)
3.5,0.5,3,2,1,1,0.68838558,0.481628672,-6416.632366,1902.895575,3328,0.884400744,435,0.115599256,278,0.073877226,280,9,0.002391709,11,146,0.038798831,352,2,0.000531491,3157.555102,4074.072276,38.5,776.4950111,814.9950111,283.5504638,283.5504638,11.77706166,11.77706166,22.05028305,22.20288016,8.307565514,278.1423044,15.72123955,5.777836028,2.034941888,3.050487395,1416.311113,0.3057746,2.773196468,3.5,2.820051942,0.425574253,2231.306124,4660.99682,383,466.8724434,450,467.8766218,45.74793636,4631.879537,570.7287726,396.9366548,0.695490877,1532.748979,11.21388244,0.00731619,6735.357289,124.0120467,198.3618405,2318.90924,5252.993111,49.27096304,0.573975,28.81246843
2.5,0,0,2,1,0,1,1,-7229.194958,2634.704963,2728,0.724953495,1035,0.275046505,944,0.250863673,955,7,0.001860218,18,73,0.019399415,1016,11,0.0029232,3157.555102,4116.639856,45,0,45,172.9197279,172.9197279,4.31061765,4.31061765,7.429799546,7.514755674,2.715358779,184.4116418,4.715915225,5.795679421,2.030701142,3.222940023,1110.240727,0.3057746,0,2.5,0.046777547,0.406979739,1155.240727,4321.499795,1591,540.7217725,450,169.3182926,47.78538481,3630.912204,710.2946104,1516.057432,2.134406498,1532.748979,16.87830047,0.011011784,5873.955793,109.8481537,197.8112366,2273.412199,4838.008895,61.14003022,0.706930111,29.55798657
0,0,0,6,1,0,0,1,-15411.50181,2878.564256,2553,0.678448047,1210,0.321551953,993,0.263885198,1084,62,0.016476216,155,64,0.017007707,1052,91,0.024182833,3157.555102,12253.94671,0,0,0,20.37132324,20.63761504,11.30437888,11.30437888,12.43866167,13.44808186,7.45228248,22.97108238,8.649501887,6.74695544,2.060060157,4.601866377,1024.535785,0.3057746,0,0,0,0.401306614,1024.535785,4274.029322,1435,477.8381294,470.3225806,156.1778761,45.63864601,3350.624234,1816.21871,1644.321285,0.905354226,1532.748979,137.4578285,0.089680587,6699.591923,106.5024738,197.7430528,2271.187653,4908.864446,53.71639631,0.724428226,28.87778768
5,5,0,2,2.638647494,0,1,0,-6533.878731,1542.881155,3228,0.857826202,535,0.142173798,358,0.095136859,397,7,0.001860218,38,142,0.037735849,493,28,0.007440872,3157.555102,4010.470248,65,569.1466186,634.1466186,81.383029,88.3587172,8.668321484,8.91534619,15.02041088,16.62564563,6.180263718,73.77794716,10.91268198,9.501234282,2.017652691,3.448054436,1364.852476,0.3057746,1.474473105,1.857142857,1.613604628,0.422816752,1998.999095,4393.111184,576,453.855789,461.8421053,357.7679852,48.99433798,4463.590097,362.1975342,556.8247225,1.537350948,1532.748979,41.91706629,0.027347639,6358.53661,128.5512629,210.2847307,3138.010838,5745.736929,31.69557382,0.566248823,29.0597845
5,0,0,2,3.309358981,1,1,0,-7230.678564,2689.715252,2762,0.733988839,1001,0.266011161,915,0.243157056,930,3,0.000797236,18,68,0.018070688,1002,15,0.003986181,3157.555102,4123.123462,50,0,50,172.6419501,172.6419501,4.433466088,4.433466088,7.627298063,7.749923434,2.773585847,161.6656443,4.801917198,5.63612919,2.027439029,3.193337619,1121.571975,0.3057746,0,2.777777778,0.053590568,0.406072402,1171.571975,4301.930255,1623,563.3200527,600,161.5053618,44.9523257,3667.969722,731.5523337,1486.567819,2.0320731,1532.748979,19.22211188,0.012540939,5932.271035,101.6963771,198.0039197,2285.306431,4858.410769,61.86710718,0.678728837,29.64205135
5,0,0,2,1,0.549894622,1,0,-7214.833611,2681.763755,2717,0.722030295,1046,0.277969705,945,0.251129418,962,3,0.000797236,20,81,0.021525379,982,17,0.004517672,3157.555102,4122.278509,65,0,65,154.6277551,154.6277551,4.285112796,4.285112796,7.34708107,7.476511514,2.69525725,179.9019171,4.664823481,5.656394534,2.017652691,3.190243107,1105.201157,0.3057746,0,3.25,0.067357513,0.406772601,1170.201157,4300.015099,1586,537.5361313,562.5,174.3179735,47.55006945,3614.430882,728.7819979,1529.456422,2.098647368,1532.748979,17.19022872,0.011215293,5875.961859,111.4692118,198.2186812,2293.127872,4871.912484,61.07031673,0.671402024,30.09785501
5,4.5,2.5,2,1,0,0.617331301,0.593916554,-6223.978001,1668.948187,3352,0.890778634,411,0.109221366,230,0.061121446,235,2,0.000531491,7,174,0.046239702,336,5,0.001328727,3157.555102,4043.035632,35.93916535,940.6735676,976.6127329,445.9451338,445.9451338,13.2015407,13.2015407,25.71891736,26.26151055,9.296255467,356.6488309,18.17356118,6.615277715,2.036612635,3.109317685,1431.301654,0.3057746,4.002866245,5.134166479,4.120728831,0.4269993,2407.914387,4590.109864,300,398.5761531,450,572.9852722,53.4786254,4680.904345,468.9692857,333.7216878,0.711606704,1532.748979,8.752631906,0.005710414,6682.62261,146.6305494,198.0615359,2545.481654,5602.883178,40.23558221,0.565225335,29.24098779
5,0,0,2,2.260533694,0,1,1,-7215.720699,2703.527736,2713,0.720967313,1050,0.279032687,962,0.25564709,969,5,0.001328727,12,76,0.020196652,1029,7,0.001860218,3157.555102,4118.165597,60,0,60,258.1295918,258.1295918,4.249912897,4.249912897,7.355474719,7.408337473,2.672491342,297.3653818,4.651213773,5.75728036,2.020914803,3.209774461,1106.127103,0.3057746,0,5,0.061601643,0.407713639,1166.127103,4325.288027,1615,538.8994917,450,169.0138882,48.30980305,3617.45908,715.2970395,1540.946282,2.154274653,1532.748979,10.41666344,0.006796066,5865.505099,112.6584811,198.3107457,2294.628816,4876.243178,61.0855968,0.693370559,29.51168929
5,0,0,6,4,0,1,0,-15401.54941,3068.048769,2597,0.690140845,1166,0.309859155,1080,0.287005049,1092,1,0.000265745,13,73,0.019399415,981,12,0.003188945,3157.555102,12273.9943,30,0,30,240.5811617,240.5811617,11.23992152,11.23992152,13.93805376,14.09107905,7.069025205,254.1050886,8.807858171,6.521960655,2.04048748,4.510370051,1047.904624,0.3057746,0,2.307692308,0.027447392,0.403505823,1077.904624,4236.857161,1651,502.2274353,726.9230769,148.477074,40.46000267,3427.049282,1881.948536,1736.306485,0.922611034,1532.748979,12.30811677,0.008030093,6841.746797,91.56085468,197.9681004,2280.330581,4898.250536,55.10715247,0.730675857,28.89557463
5,0,0,2,2.32760534,0,1,0,-7221.404725,2687.359633,2734,0.726547967,1029,0.273452033,933,0.247940473,945,4,0.001062982,16,80,0.021259633,1013,12,0.003188945,3157.555102,4123.849623,60,0,60,193.5971939,193.5971939,4.363862035,4.363862035,7.514469017,7.609488646,2.719166492,211.5619089,4.716089365,5.618835171,2.020914803,3.185892059,1110.532302,0.3057746,0,3.75,0.063224447,0.406193234,1170.532302,4324.868526,1597,545.9829297,562.5,174.4718538,49.09444108,3631.865766,733.9331903,1516.585923,2.06638144,1532.748979,14.64136487,0.009552357,5898.547935,113.5171195,198.2005811,2291.013409,4870.384613,61.73843992,0.677532677,29.97548058
4.5,3,3,2,1,0,1,0,-6143.606983,1688.67958,3396,0.902471432,367,0.097528568,191,0.050757374,198,5,0.001328727,12,164,0.043582248,268,7,0.001860218,3157.555102,4044.140248,27,1031.088367,1058.088367,260.8795918,260.8795918,15.21743375,15.21743375,29.25527135,30.26407381,10.51353855,231.9479595,20.47291663,6.37560179,2.042444748,3.063623683,1451.354073,0.3057746,5.207517003,2.25,5.212257963,0.427371635,2509.44244,4526.547615,238,355.7292001,450,575.0198437,42.80703281,4746.483434,472.5909774,286.5877998,0.606418263,1532.748979,13.49679949,0.008805616,6751.82339,118.0083955,198.4346159,2768.012054,5894.927805,41.27530358,0.581459966,28.37734487
5,0,0,2,1,0,1,1,-7234.53315,2656.058473,2711,0.720435822,1052,0.279564178,964,0.256178581,971,2,0.000531491,9,79,0.020993888,1039,7,0.001860218,3157.555102,4121.978048,45,0,45,345.8394558,345.8394558,4.245085528,4.245085528,7.382176683,7.435285868,2.633010958,401.569138,4.598461589,5.663637988,2.030701142,3.200347883,1100.183658,0.3057746,0,5,0.046248715,0.40582208,1145.183658,4302.447697,1590,525.985853,450,172.4774437,49.77890666,3598.021738,727.7968784,1565.499769,2.151011932,1532.748979,7.750981854,0.005056915,5858.567595,113.6100212,197.9938765,2282.653477,4851.138739,61.61950519,0.698059042,29.67285531
5,0,0,3,4,0,1,1,-9293.747485,2757.502294,2700,0.717512623,1063,0.282487377,977,0.259633271,984,1,0.000265745,8,78,0.020728142,1021,7,0.001860218,3157.555102,6176.192383,40,0,40,389.6943877,389.6943877,6.276618275,6.276618275,9.368697061,9.435276634,3.912511883,407.8046127,5.859055285,5.774931532,2.033963254,3.571452033,1097.745038,0.3057746,0,5,0.040609137,0.406572236,1137.745038,4307.467965,1610,530.800131,450,161.9675731,45.93580336,3590.046519,1069.483222,1578.574728,1.476016356,1532.748979,7.644727413,0.004987593,6192.278721,105.9833433,198.0319792,2286.654207,4863.161757,59.9797516,0.698244018,29.96275504
5,5,0.5,2,1,0,0.378525714,0,-6495.968148,1886.619499,3201,0.850651076,562,0.149348924,370,0.098325804,468,4,0.001062982,67,128,0.034015413,496,60,0.015944725,3157.555102,4051.884839,30,683.4717933,713.4717933,46.67992689,48.86804847,7.197463774,7.833518712,12.14199654,14.96766854,5.752136223,39.30341781,9.765905377,6.764111433,2.04048748,3.198830746,1342.270086,0.3057746,1.589469287,0.46875,1.643944224,0.419328362,2055.741879,4550.210875,660,472.5609194,651.4925373,359.2133841,49.4916218,4389.737035,497.9830802,585.5934066,1.175930328,1532.748979,79.57463437,0.051916286,6420.469094,129.3112937,196.4487788,2398.867252,5428.581042,44.97053394,0.562355094,28.53358688
5,0,0,2,2.392607738,1,1,1,-7224.175145,2694.095031,2716,0.72176455,1047,0.27823545,952,0.252989636,960,3,0.000797236,11,84,0.022322615,1052,8,0.002125963,3157.555102,4121.620043,55,0,55,282.0504638,282.0504638,4.293354211,4.293354211,7.439933208,7.501739507,2.67203679,319.8641885,4.654149763,5.672294331,2.024176916,3.197426063,1107.365683,0.3057746,0,5,0.057113188,0.407719324,1162.365683,4316.318544,1646,540.6913807,450,159.894693,46.72478252,3621.50971,726.6230916,1542.501233,2.122835416,1532.748979,9.69960131,0.006328239,5880.881781,105.2740471,197.9299599,2278.952856,4849.612129,61.59164871,0.709285446,29.95684925
