test_scen,dscrptn,study_area,repositioning,microtrasnit,hdwy (min),vir_stop (%),flt_sz,op_periods,tt_agents,car_users,car_mode_share (%),trsit_mode_users (W_M_F),transit_mode_share (%),pure_M_users,M_mode_share (%),M_trips,pure_F_users,F_mode_share (%),F_trips,pure_walk_users,W_mode_share (%),walk_users,M_pls_F_users,M_pls_F_mode_share (%),F_oper_cost ($),M_oper_cost ($),F_revenue ($),M_revenue ($),Total_T_revenue ($),tot_sub ($),sub_per_F_trip ($),sub_per_F_rider ($),sub_per_M_trip ($),sub_per_M_rider ($),sub_per_T_trip ($),sub_per_T_rider ($),sub_per_M_pax_mile ($/mi),sub_per_F_pax_mile ($/mi),sub_per_T_pax_mile ($/mi),sub_per_M_VMT ($/mi),sub_per_F_VMT ($/mi),sub_per_T_VMT ($/mi),tt_auto_gas_cost ($),auto_gas_cost_per_mile ($/mi),avg_M_fare,avg_F_fare,avg_T_fare,avg_auto_gas_cost,tt_o_pckt_cost ($),tt_mob_lgsm_inc_with_micro,tt_gen_cost,tt_mode_switch,M_avg_wait_time (s),F_avg_wait_time (s),avg_walk_time (s),tt_walk_time (h),car_VMT (mi),M_VMT (mi),M_PMT (mi),M_PMT/M_VMT,F_VMT (mi),F_PMT (mi),F_PMT/F_VMT,tt_VMT (mi),tt_walk_dist (mi),wghted_acc_emp_5_min,wghted_acc_emp_10_min,wghted_acc_emp_15_min,M_util_rate (%),M_veh_occ,M_avg_speed (mph),"cnvrg (iter, sm_sq_per_diff)"
0,FRT_only_scen,downtown_sd,False,non_micro,15,0,0,0,2260,1907,0.8438053097345133,353,0.1561946902654867,0,0.0,0,46,0.02079646017699115,47,307,0.13584070796460176,340,0,0,8669.895678820769,0,117.5,0,117.5,8552.395678820769,181.96586550682485,185.92164519175586,0,0,181.96586550682485,185.92164519175586,0,239.73233599095894,239.73233599095894,0,2.4084028343210084,2.4084028343210084,521.3263444917706,0.30431526808964776,0,2.5543478260869565,2.5543478260869565,0.27337511509793944,638.8263444917706,0,2897.8821763931,0,0,440.4255319148936,829.4616834682569,78.33804788311315,1713.112680032189,0,0,0,3551.0652773467245,35.674768877,0.01004621601990245,5264.177957378914,219.2223100441108,2148.594959440795,11272.04676971992,37722.26229217381,0,0,0,0
0,FRT_only_scen,downtown_sd,False,non_micro,15,0,0,0,2260,1907,0.8438053097345133,353,0.1561946902654867,0,0.0,0,46,0.02079646017699115,47,307,0.13584070796460176,340,0,0,8669.895678820769,0,117.5,0,117.5,8552.395678820769,181.96586550682485,185.92164519175586,0,0,181.96586550682485,185.92164519175586,0,239.73233599095894,239.73233599095894,0,2.4084028343210084,2.4084028343210084,521.3263444917706,0.30431526808964776,0,2.5543478260869565,2.5543478260869565,0.27337511509793944,638.8263444917706,0,2897.8821763931,0,0,440.4255319148936,829.4616834682569,78.33804788311315,1713.112680032189,0,0,0,3551.0652773467245,35.674768877,0.01004621601990245,5264.177957378914,219.2223100441108,2148.594959440795,11272.04676971992,37722.26229217381,0,0,0,0
6,Micro_start+dist_based_fr,downtown_sd,True,micro,15,75,2,"['AM', 'MD', 'PM']",2260,1846,0.8168141592920354,414,0.1831858407079646,105,0.046460176991150445,106,20,0.008849557522123894,21,288,0.12743362831858407,337,1,0.0004424778761061947,8669.895678820769,3949.480672923318,52.5,282.5622956678054,335.0622956678054,12284.31405607628,410.3521751819414,410.3521751819414,34.593569596750115,34.593569596750115,96.7268823313093,97.4945560006054,41.11082510955355,543.5162444991485,116.93685600956015,22.602968775226273,2.4267072007359696,3.3081959463625035,505.20617091884696,0.3057746,2.665682034601938,2.5,2.6592245687921063,0.273676148926786,840.2684665866524,532.244493410798,2965.9896489857992,67,196.869428971382,450.0,799.9006061538179,74.87958452051018,1652.2175841905996,162.23171450268057,89.19593239697285,0.5498057680670018,3551.0652773467245,15.854899952,0.004464829202983963,5365.514576040005,209.4798906080958,5813.970479444916,45645.6383319809,49424.47081945369,16.79303634179437,0.5414119040711068,25.77565176697568,"[(1, 1.5947192278973876), (2, 0.8277971185973478), (3, 0.0), (4, 0.0)]"
