rq_id,origin,dest,dp_time,mode,switch_mode,tt (s),dist (mi),tt_C (s),dist_C (mi),tt_M (s),dist_M (mi),tt_F (s),dist_F (mi),tt_W (s),dist_W (mi),agent_M_tot_wait_time (s),agent_F_tot_wait_time (s),out_of_pock_cost ($),tt_saved_with_micro (s),gen_cost_saved_with_micro,mob_logsum_increased_with_micro,"agent_prob (auto,transit)",agent_ran_num
0,331,381,18040,C,0,119.45780958501742,0.6996290397489455,119.45780958501742,0.6996290397489455,0,0,0,0,0,0,0,0,0.2139287897776179,0,0,0,"[0.8992101521054163, 0.10078984789458355]",0.3372921757633148
1,203,517,18058,C,0,155.2494857701912,0.9115896544501931,155.2494857701912,0.9115896544501931,0,0,0,0,0,0,0,0,0.27874096195364606,0,0,0,"[0.9991143382686283, 0.0008856617313717206]",0.08020082566372733
2,542,330,18069,T,0,1049.4234689180175,0.8157559991154385,0,0,0,0,0,0,1049.4234689180175,0.8157559991154385,0,0,0,0,0,0,"[0.7648044438327214, 0.2351955561672787]",0.1484440615771796
3,531,402,18114,T,0,484.61429644399726,0.37670876561288513,0,0,0,0,0,0,484.61429644399726,0.3767087656128852,0,0,0,0,0,0,"[0.13058789330843104, 0.8694121066915689]",0.589489104748148
4,534,280,18126,C,0,129.28362564834077,0.71824295933837,129.28362564834077,0.71824295933837,0,0,0,0,0,0,0,0,0.2196204535945063,0,0,0,"[0.969127628222108, 0.030872371777892]",0.3188243925996177
5,181,445,18174,C,0,107.20731321065975,0.6844870912726467,107.20731321065975,0.6844870912726467,0,0,0,0,0,0,0,0,0.20929876653905707,0,0,0,"[0.9590774417698066, 0.04092255823019348]",0.7687220113914328
6,522,368,18225,C,0,76.86621192623427,0.4494381385798149,76.86621192623427,0.4494381385798149,0,0,0,0,0,0,0,0,0.13742676704898746,0,0,0,"[0.8733405056938319, 0.12665949430616802]",0.2761300066983414
7,537,350,18497,C,0,41.14879081914757,0.4387347433968485,41.14879081914757,0.4387347433968485,0,0,0,0,0,0,0,0,0.134153940668274,0,0,0,"[0.9928697283673513, 0.007130271632648704]",0.6421527098141075
8,342,192,18516,C,0,175.4706448537601,1.8442897966794969,175.4706448537601,1.8442897966794969,0,0,0,0,0,0,0,0,0.5639369748637545,0,0,0,"[0.6027130608486158, 0.39728693915138436]",0.6377088521786488
9,588,579,18628,C,0,92.76664918985134,0.515370699946628,92.76664918985134,0.515370699946628,0,0,0,0,0,0,0,0,0.15758726962790018,0,0,0,"[0.940482558743873, 0.059517441256126964]",0.08046610629654505
10,199,299,18751,T,0,407.8705944669899,0.31705302402115426,0,0,0,0,0,0,407.8705944669899,0.3170530240211543,0,0,0,0,0,0,"[0.46669756545594987, 0.5333024345440501]",0.43399231529715554
11,201,46,19051,C,0,109.27410655533603,0.8868713248836915,109.27410655533603,0.8868713248836915,0,0,0,0,0,0,0,0,0.2711827246177808,0,0,0,"[0.9987132773557664, 0.001286722644233582]",0.9540114228372073
12,80,166,19147,C,0,50.69488864020165,0.5854292409080604,50.69488864020165,0.5854292409080604,0,0,0,0,0,0,0,0,0.1790093919669658,0,0,0,"[0.9927037197618255, 0.007296280238174528]",0.5228030696064045
13,289,701,19153,T,0,764.6573252364813,0.5943966556916735,0,0,0,0,0,0,764.6573252364813,0.5943966556916734,0,0,0,0,0,0,"[0.6821717765295775, 0.3178282234704226]",0.11014154156966693
14,660,314,19245,C,0,96.73366672713082,1.0629229377516867,96.73366672713082,1.0629229377516867,0,0,0,0,0,0,0,0,0.32501483612184684,0,0,0,"[0.9894490108785645, 0.01055098912143553]",0.5123100608658271
15,120,557,19271,C,0,183.9226889045684,1.2092096245293866,183.9226889045684,1.2092096245293866,0,0,0,0,0,0,0,0,0.3697455892566234,0,0,0,"[0.9718347798569797, 0.02816522014302035]",0.519861049611434
16,379,729,19501,T,0,612.86604092475,0.6274726421129421,0,0,0,0,612.86604092475,0.6274726421129421,96.57818264475,0.07507382311294206,0,450.0,2.5,0,0,0,"[0.6793500797414906, 0.3206499202585094]",0.14894398500601447
17,331,590,19590,T,0,1381.509744302192,1.0738990456473103,0,0,0,0,0,0,1381.509744302192,1.0738990456473105,0,0,0,0,0,0,"[0.39772915170480355, 0.6022708482951965]",0.27250404322003996
18,532,502,19618,C,0,67.23728727556635,0.5534890321587723,67.23728727556635,0.5534890321587723,0,0,0,0,0,0,0,0,0.1692428874127358,0,0,0,"[0.578968085434785, 0.42103191456521505]",0.7621928819954302
19,137,311,19637,C,0,156.93295246001188,1.6841650888860278,156.93295246001188,1.6841650888860278,0,0,0,0,0,0,0,0,0.5149749063880897,0,0,0,"[0.9987284532061994, 0.0012715467938005356]",0.33079447334612244
20,573,448,19749,C,0,143.88984926149672,0.8217919875988872,143.88984926149672,0.8217919875988872,0,0,0,0,0,0,0,0,0.2512831162912547,0,0,0,"[0.9642142922354336, 0.03578570776456639]",0.7486607730278343
21,375,529,19762,C,0,80.76170012918394,0.44867648328307486,80.76170012918394,0.44867648328307486,0,0,0,0,0,0,0,0,0.13719387220528892,0,0,0,"[0.7236064343138802, 0.2763935656861197]",0.7949536879620179
22,452,555,20086,C,0,109.36077883523998,0.775464782513443,109.36077883523998,0.775464782513443,0,0,0,0,0,0,0,0,0.23711743368713506,0,0,0,"[0.6646202035282877, 0.3353797964717124]",0.6516307655630372
23,585,677,20102,C,0,106.01133456501904,0.7561716928788974,106.01133456501904,0.7561716928788974,0,0,0,0,0,0,0,0,0.2312180969213677,0,0,0,"[0.5534858835389952, 0.4465141164610048]",0.5254381581850527
24,652,665,20182,C,0,6.784187594266164,0.03768996228235746,6.784187594266164,0.03768996228235746,0,0,0,0,0,0,0,0,0.01152463314090294,0,0,0,"[0.5229381658832901, 0.4770618341167098]",0.6430314404507685
25,371,401,20311,C,0,22.363744936261693,0.12424313028318314,22.363744936261693,0.12424313028318314,0,0,0,0,0,0,0,0,0.03799039346508821,0,0,0,"[0.48487026687236195, 0.515129733127638]",0.7677940273787457
26,289,581,20379,C,0,119.94879855841128,0.7670416111484559,119.94879855841128,0.7670416111484559,0,0,0,0,0,0,0,0,0.23454184183227467,0,0,0,"[0.9763987863457408, 0.023601213654259108]",0.1068789113314913
27,440,561,20721,T,0,1369.126136649355,1.064272805590082,0,0,0,0,0,0,1369.126136649355,1.0642728055900819,0,0,0,0,0,0,"[0.31067743024886973, 0.6893225697511304]",0.269646974912767
28,317,578,20803,C,0,169.51572169205204,1.333934453867517,169.51572169205204,1.333934453867517,0,0,0,0,0,0,0,0,0.40788327405755853,0,0,0,"[0.9732996700985667, 0.026700329901433412]",0.5241477218628636
29,36,579,21071,T,0,2118.0352362920144,1.6464277782204562,0,0,0,0,0,0,2118.0352362920144,1.6464277782204562,0,0,0,0,0,0,"[0.21542927305244353, 0.7845707269475566]",0.0890473609135759
30,555,583,21218,C,0,51.07058231111009,0.283725692177293,51.07058231111009,0.283725692177293,0,0,0,0,0,0,0,0,0.08675611003523488,0,0,0,"[0.8305455972813293, 0.16945440271867082]",0.6947916977827591
31,202,120,21333,C,0,31.358077502879024,0.21217241406559106,31.358077502879024,0.21217241406559106,0,0,0,0,0,0,0,0,0.06487693504194049,0,0,0,"[0.7013876228147912, 0.2986123771852087]",0.4335395654862878
32,440,537,21655,C,0,203.66569179580236,1.1871712530286516,203.66569179580236,1.1871712530286516,0,0,0,0,0,0,0,0,0.36300681502633475,0,0,0,"[0.9630040536289263, 0.0369959463710738]",0.16940797766344196
33,597,43,21655,C,0,225.31635564737812,2.9055103854988142,225.31635564737812,2.9055103854988142,0,0,0,0,0,0,0,0,0.8884312759217454,0,0,0,"[0.9986783718629016, 0.0013216281370983499]",0.5573352256154004
34,331,479,21885,T,0,1182.923618433255,0.9195306440279879,0,0,0,0,0,0,1182.923618433255,0.9195306440279877,0,0,0,0,0,0,"[0.7873003669009648, 0.21269963309903525]",0.05851487735759153
35,614,677,21983,C,0,38.76576726866318,0.215365552013543,38.76576726866318,0.215365552013543,0,0,0,0,0,0,0,0,0.06585331552072031,0,0,0,"[0.7703312557785928, 0.22966874422140715]",0.7739387625972467
36,233,567,22170,C,0,155.83980037899337,1.128874982700393,155.83980037899337,1.128874982700393,0,0,0,0,0,0,0,0,0.34518129628521965,0,0,0,"[0.9589092580355336, 0.0410907419644663]",0.9395126686572337
37,171,278,22186,C,0,82.08541396623686,0.48591074461783146,82.08541396623686,0.48591074461783146,0,0,0,0,0,0,0,0,0.1485791635712196,0,0,0,"[0.7491389297097395, 0.2508610702902605]",0.5671775969034891
38,602,313,22267,C,0,161.61527157873638,1.2855314203898167,161.61527157873638,1.2855314203898167,0,0,0,0,0,0,0,0,0.393082855857128,0,0,0,"[0.999010496424953, 0.000989503575047031]",0.7208610320060953
39,387,653,22299,T,0,937.6440325263836,0.7288656745563435,0,0,0,0,0,0,937.6440325263836,0.7288656745563434,0,0,0,0,0,0,"[0.4212689627579045, 0.5787310372420955]",0.13154912083262316
40,720,272,22345,T,0,704.1961360990091,0.5473979185628024,0,0,0,0,0,0,704.1961360990091,0.5473979185628024,0,0,0,0,0,0,"[0.015625090654900656, 0.9843749093450993]",0.7700697225621809
41,585,525,22405,C,0,146.63306544910833,0.9155528381700165,146.63306544910833,0.9155528381700165,0,0,0,0,0,0,0,0,0.27995280287030155,0,0,0,"[0.9881105729547275, 0.011889427045272483]",0.2918338051137124
42,373,311,22409,C,0,99.40969144671747,0.5522765208164699,99.40969144671747,0.5522765208164699,0,0,0,0,0,0,0,0,0.16887213224204778,0,0,0,"[0.9958442574486218, 0.004155742551378189]",0.2236505568459768
43,201,368,22539,C,0,103.02799281157296,0.5723782117076337,103.02799281157296,0.5723782117076337,0,0,0,0,0,0,0,0,0.17501871873361702,0,0,0,"[0.9873541773199479, 0.01264582268005206]",0.47745250637225845
44,342,274,22598,C,0,111.88888281922097,0.6216054191714474,111.88888281922097,0.6216054191714474,0,0,0,0,0,0,0,0,0.19007114840498163,0,0,0,"[0.9959105777652845, 0.004089422234715498]",0.18885765094614926
45,202,149,22670,C,0,91.21841300372456,0.5067693806805426,91.21841300372456,0.5067693806805426,0,0,0,0,0,0,0,0,0.15495720466984067,0,0,0,"[0.9644916167621445, 0.03550838323785542]",0.9471651320692396
46,238,448,22700,C,0,111.03365672896774,0.6168541591809695,111.03365672896774,0.6168541591809695,0,0,0,0,0,0,0,0,0.18861833378189732,0,0,0,"[0.9654675415188038, 0.03453245848119632]",0.5194553710629973
47,517,251,22736,C,0,242.99131047347086,1.6837686378944023,242.99131047347086,1.6837686378944023,0,0,0,0,0,0,0,0,0.5148536817447056,0,0,0,"[0.9979938461120349, 0.002006153887965117]",0.9386991304641663
48,199,493,22760,C,0,198.98064443967215,1.1562615874763467,198.98064443967215,1.1562615874763467,0,0,0,0,0,0,0,0,0.35355542440594473,0,0,0,"[0.998497167301789, 0.0015028326982110096]",0.8046573357068569
49,534,411,22814,T,0,348.802322865376,0.2711370536397439,0,0,0,0,0,0,348.802322865376,0.2711370536397439,0,0,0,0,0,0,"[6.9260917573035405e-09, 0.9999999930739082]",0.39447864444727754
50,202,620,22830,C,0,248.3385608871318,1.379659813800207,248.3385608871318,1.379659813800207,0,0,0,0,0,0,0,0,0.4218649277008327,0,0,0,"[0.9437884661228673, 0.05621153387713271]",0.9768553887204049
51,233,528,22856,T,0,810.6164844157643,0.630122424101881,0,0,0,0,0,0,810.6164844157643,0.630122424101881,0,0,0,0,0,0,"[0.7254580770763088, 0.2745419229236912]",0.06483208521846617
52,531,612,22899,C,0,74.39042912206295,0.4132805039395758,74.39042912206295,0.4132805039395758,0,0,0,0,0,0,0,0,0.12637068077992222,0,0,0,"[0.5297676456702868, 0.4702323543297132]",0.9247199101375633
53,639,331,22931,C,0,125.25169861450561,0.6958433461615613,125.25169861450561,0.6958433461615613,0,0,0,0,0,0,0,0,0.21277122083521294,0,0,0,"[0.9354547896610659, 0.06454521033893408]",0.7651101604117277
54,556,482,23069,C,0,155.55841158328928,0.8866173874992965,155.55841158328928,0.8866173874992965,0,0,0,0,0,0,0,0,0.27110507701564235,0,0,0,"[0.9827005612779416, 0.017299438722058334]",0.6191387825948519
55,264,331,23109,C,0,145.8000792390991,0.9757218430286069,145.8000792390991,0.9757218430286069,0,0,0,0,0,0,0,0,0.298350956263335,0,0,0,"[0.999246869008011, 0.0007531309919890456]",0.4587052442353615
56,446,217,23134,C,0,227.7908105522642,1.3173631221872786,227.7908105522642,1.3173631221872786,0,0,0,0,0,0,0,0,0.40281618174156614,0,0,0,"[0.9795009810766575, 0.02049901892334239]",0.17976321439825937
