rq_id,origin,dest,dp_time,mode,switch_mode,tt (s),dist (mi),tt_C (s),dist_C (mi),tt_M (s),dist_M (mi),tt_F (s),dist_F (mi),tt_W (s),dist_W (mi),agent_M_tot_wait_time (s),agent_F_tot_wait_time (s),out_of_pock_cost ($),tt_saved_with_micro (s),gen_cost_saved_with_micro,mob_logsum_increased_with_micro,"agent_prob (auto,transit)",agent_ran_num
0,742,539,18126,C,0,146.8779082626436,1.15848196467969,146.8779082626436,1.15848196467969,0,0,0,0,0,0,0,0,0.35423435935714637,0,0,0,"[0.9525152639008337, 0.0474847360991663]",0.5748105299295578
1,431,310,18389,T,0,677.0191828834149,0.5262722593032871,0,0,0,0,0,0,677.0191828834149,0.5262722593032871,0,0,0,0,0,0,"[0.9877905656232896, 0.01220943437671043]",0.007944470704345341
2,585,229,18587,C,0,85.4027795592621,0.7567405326836282,85.4027795592621,0.7567405326836282,0,0,0,0,0,0,0,0,0.23139203368512332,0,0,0,"[0.8128604664115473, 0.18713953358845264]",0.5427113451987418
3,458,522,18669,T,0,173.24574512126807,0.1346703786314305,0,0,0,0,0,0,173.24574512126807,0.1346703786314305,0,0,0,0,0,0,"[0.6812747321883382, 0.3187252678116618]",0.21663036085212117
4,570,813,18673,C,0,132.42005098460015,1.287418228189526,132.42005098460015,1.287418228189526,0,0,0,0,0,0,0,0,0.39365979375736093,0,0,0,"[0.9926794370876693, 0.007320562912330731]",0.6540478474079028
5,467,177,18889,C,0,229.80732525428226,1.66006795578491,229.80732525428226,1.66006795578491,0,0,0,0,0,0,0,0,0.5076066151529486,0,0,0,"[0.9734038292874443, 0.026596170712555704]",0.3731702480537412
6,644,130,18980,C,0,250.05272325052013,1.929404099235315,250.05272325052013,1.929404099235315,0,0,0,0,0,0,0,0,0.5899627666820387,0,0,0,"[0.9927244575372594, 0.007275542462740683]",0.23367128011855376
7,1021,113,19251,C,0,99.56272110697557,0.8268325896420644,99.56272110697557,0.8268325896420644,0,0,0,0,0,0,0,0,0.25282440436476633,0,0,0,"[0.8986588473432722, 0.10134115265672781]",0.825988879114443
8,658,627,19374,C,0,132.4405194958932,1.0804658278932802,132.4405194958932,1.0804658278932802,0,0,0,0,0,0,0,0,0.33037900633773665,0,0,0,"[0.9719631752008807, 0.028036824799119238]",0.30765846837769173
9,475,75,19509,C,0,182.1306501986916,1.370052153068866,182.1306501986916,1.370052153068866,0,0,0,0,0,0,0,0,0.41892714908377127,0,0,0,"[0.9979509302779241, 0.002049069722075842]",0.2461629174415425
10,927,724,19620,C,0,164.3785859825423,1.1858962397867896,164.3785859825423,1.1858962397867896,0,0,0,0,0,0,0,0,0.36261694836230973,0,0,0,"[0.9854336664651359, 0.014566333534864015]",0.7841922478525788
11,820,251,20326,C,0,206.03209518950456,1.579386084136191,206.03209518950456,1.579386084136191,0,0,0,0,0,0,0,0,0.4829361481223101,0,0,0,"[0.9980752530027854, 0.0019247469972145128]",0.4222989743762614
12,267,74,21770,C,0,160.1931387823919,1.1750804173582878,160.1931387823919,1.1750804173582878,0,0,0,0,0,0,0,0,0.3593097445855635,0,0,0,"[0.9954251178666786, 0.004574882133321381]",0.6299027909237406
13,583,838,22004,C,0,168.5602485804041,0.9364466007204251,168.5602485804041,0.9364466007204251,0,0,0,0,0,0,0,0,0.2863415847566477,0,0,0,"[0.9808892098350812, 0.01911079016491884]",0.9036076837365717
14,472,745,22123,C,0,148.66043108986958,1.2548870109523287,148.66043108986958,1.2548870109523287,0,0,0,0,0,0,0,0,0.3837125738191439,0,0,0,"[0.9992005477200415, 0.0007994522799585419]",0.5222627799903766
15,570,686,22375,C,0,143.59072721810188,0.8010588132360398,143.59072721810188,0.8010588132360398,0,0,0,0,0,0,0,0,0.2449434381937248,0,0,0,"[0.9381226248256542, 0.06187737517434578]",0.42265288503932896
16,134,708,22430,C,0,170.5024432363318,1.5870662237577067,170.5024432363318,1.5870662237577067,0,0,0,0,0,0,0,0,0.4852845397430232,0,0,0,"[0.8627098980521895, 0.13729010194781063]",0.6820801643067803
17,421,329,22479,C,0,104.21924935262183,0.6747031159117508,104.21924935262183,0.6747031159117508,0,0,0,0,0,0,0,0,0.2063070753866693,0,0,0,"[0.9665492397852814, 0.03345076021471867]",0.8626676872316038
18,159,533,22918,C,0,244.29913898470053,1.8756455991710883,244.29913898470053,1.8756455991710883,0,0,0,0,0,0,0,0,0.5735247828283001,0,0,0,"[0.8737103192091334, 0.12628968079086664]",0.22339379191185826
19,719,759,23075,C,0,64.56488937063357,0.38734955365171553,64.56488937063357,0.38734955365171553,0,0,0,0,0,0,0,0,0.11844165482803184,0,0,0,"[0.8755760967584127, 0.1244239032415873]",0.9341079541981891
20,478,1039,23309,C,0,242.27621277627622,1.7926832080123767,242.27621277627622,1.7926832080123767,0,0,0,0,0,0,0,0,0.5481569908567014,0,0,0,"[0.9952622473048809, 0.004737752695119057]",0.2923199856931129
21,173,79,23501,C,0,168.55994584484702,1.3023870351785247,168.55994584484702,1.3023870351785247,0,0,0,0,0,0,0,0,0.39823687472689917,0,0,0,"[0.6908783299449619, 0.3091216700550382]",0.9724145899223823
22,214,236,23710,C,0,73.4012347560767,0.4077849751344095,73.4012347560767,0.4077849751344095,0,0,0,0,0,0,0,0,0.12469028765773399,0,0,0,"[0.9569230154334344, 0.0430769845665657]",0.29763087020870926
23,651,333,23944,C,0,150.2977407078296,0.8743742458188883,150.2977407078296,0.8743742458188883,0,0,0,0,0,0,0,0,0.26736143526557227,0,0,0,"[0.980895365684141, 0.019104634315858886]",0.291471607466384
24,1011,113,24021,C,0,105.0892251249365,0.9951786128090573,105.0892251249365,0.9951786128090573,0,0,0,0,0,0,0,0,0.30430034226024427,0,0,0,"[0.7103415192362951, 0.2896584807637049]",0.3182348428838677
25,337,367,24102,C,0,6.881436286655325,0.05636714437548013,6.881436286655325,0.05636714437548013,0,0,0,0,0,0,0,0,0.017235641024554688,0,0,0,"[0.6686066748592147, 0.3313933251407853]",0.4440478106335901
26,923,686,24109,C,0,114.42512187936462,1.1124673837154309,114.42512187936462,1.1124673837154309,0,0,0,0,0,0,0,0,0.3401642692686324,0,0,0,"[0.836717329871993, 0.16328267012800704]",0.6546787811831107
27,12,329,24164,C,0,132.4406338439492,1.515898370854897,132.4406338439492,1.515898370854897,0,0,0,0,0,0,0,0,0.4635232179888077,0,0,0,"[0.9923814189927428, 0.00761858100725719]",0.12163499109820297
28,343,498,24428,C,0,61.84031010455187,0.489649736423967,61.84031010455187,0.489649736423967,0,0,0,0,0,0,0,0,0.14972245229514394,0,0,0,"[0.9504583464991982, 0.04954165350080172]",0.2647331081080815
29,142,950,24491,C,0,205.02231690895323,1.6771553029357305,205.02231690895323,1.6771553029357305,0,0,0,0,0,0,0,0,0.5128314918930518,0,0,0,"[0.8616858249996546, 0.13831417500034546]",0.5838718637342235
30,1021,161,25088,T,0,868.7391628742206,0.563260257495178,0,0,0,0,868.7391628742206,0.563260257495178,387.2729354342206,0.30104169549517806,0,450.0,0.0,0,0,0,"[0.00254940276551148, 0.9974505972344885]",0.9464378388261454
31,1021,270,25200,C,0,182.0140597944548,1.1505403729091301,182.0140597944548,1.1505403729091301,0,0,0,0,0,0,0,0,0.35180602231014013,0,0,0,"[0.9869263475542749, 0.013073652445725057]",0.08081153258731766
32,642,214,25221,C,0,185.78525610171954,1.3189851800059877,185.78525610171954,1.3189851800059877,0,0,0,0,0,0,0,0,0.40331216582225893,0,0,0,"[0.9808008846696525, 0.01919911533034751]",0.8842452773353386
33,1056,1042,25384,C,0,92.124072788638,1.3280511597643836,92.124072788638,1.3280511597643836,0,0,0,0,0,0,0,0,0.40608431215649043,0,0,0,"[0.982617907444833, 0.017382092555166952]",0.6169786985678695
34,825,171,25450,C,0,295.65380009317664,2.3582521757806796,295.65380009317664,2.3582521757806796,0,0,0,0,0,0,0,0,0.721093615748467,0,0,0,"[0.9973533619633751, 0.002646638036624886]",0.285891003594148
35,32,75,25580,C,0,22.600147935330497,0.1255564813653186,22.600147935330497,0.1255564813653186,0,0,0,0,0,0,0,0,0.03839198286688775,0,0,0,"[0.6423107616955611, 0.35768923830443883]",0.8149430100251709
36,47,661,25647,C,0,233.22578309967858,1.5465766233280696,233.22578309967858,1.5465766233280696,0,0,0,0,0,0,0,0,0.4729038483674913,0,0,0,"[0.8298544439762905, 0.1701455560237095]",0.47389312544901463
37,246,839,25747,C,0,231.69796238758337,1.9823875559415445,231.69796238758337,1.9823875559415445,0,0,0,0,0,0,0,0,0.6061637619630035,0,0,0,"[0.9998963327338112, 0.00010366726618882202]",0.2529275512273589
38,961,80,25783,C,0,181.83144633357284,1.4419171128354258,181.83144633357284,1.4419171128354258,0,0,0,0,0,0,0,0,0.44090162841040714,0,0,0,"[0.976019965083167, 0.023980034916832878]",0.7230509422630914
39,342,636,25938,C,0,184.49128567704335,1.3158956645660604,184.49128567704335,1.3158956645660604,0,0,0,0,0,0,0,0,0.40236747047442123,0,0,0,"[0.9893019063685444, 0.010698093631455552]",0.08803675363091001
40,734,889,25988,C,0,121.96315350612305,0.7699321199031542,121.96315350612305,0.7699321199031542,0,0,0,0,0,0,0,0,0.23542568599053904,0,0,0,"[0.9605253166433727, 0.03947468335662721]",0.7899819599476156
41,142,486,26037,C,0,174.88881775255712,1.2013397745011318,174.88881775255712,1.2013397745011318,0,0,0,0,0,0,0,0,0.3673391890121737,0,0,0,"[0.7353639236424514, 0.2646360763575486]",0.6435717488247579
42,231,936,26189,C,0,213.127871874196,1.6203140932797142,213.127871874196,1.6203140932797142,0,0,0,0,0,0,0,0,0.49545089374696727,0,0,0,"[0.6756835183589953, 0.32431648164100474]",0.5178187368717093
43,384,451,26193,C,0,34.07284789895701,0.1892937561528475,34.07284789895701,0.1892937561528475,0,0,0,0,0,0,0,0,0.05788122257013449,0,0,0,"[0.8600765373409521, 0.13992346265904776]",0.6769542840932247
44,952,340,26316,C,0,172.32394652143725,1.175850071242834,172.32394652143725,1.175850071242834,0,0,0,0,0,0,0,0,0.359545085194249,0,0,0,"[0.9831451700583463, 0.016854829941653642]",0.1282949415302368
45,949,402,26323,C,0,274.82156365373885,1.7453121623602041,274.82156365373885,1.7453121623602041,0,0,0,0,0,0,0,0,0.5336721283208264,0,0,0,"[0.8364025102954327, 0.16359748970456722]",0.43671644770611584
46,424,190,26339,C,0,169.46859495533744,1.023924669391996,169.46859495533744,1.023924669391996,0,0,0,0,0,0,0,0,0.3130901562134698,0,0,0,"[0.9771411826350107, 0.022858817364989334]",0.5452156248887002
47,698,75,26341,T,0,736.4815289637287,1.0182265919501563,0,0,0,0,736.4815289637287,1.0182265919501563,181.19642672372873,0.14085073995015632,0,450.00000000000006,0.0,0,0,0,"[0.8018810566309537, 0.19811894336904637]",0.11561245103657003
48,701,867,26344,C,0,91.3411623584604,0.8415906188828625,91.3411623584604,0.8415906188828625,0,0,0,0,0,0,0,0,0.2573370348526597,0,0,0,"[0.8708568807470333, 0.1291431192529667]",0.48431656486279107
49,624,936,26561,C,0,85.09290333020346,0.4727387432096165,85.09290333020346,0.4727387432096165,0,0,0,0,0,0,0,0,0.14455150010942322,0,0,0,"[0.9674817268978828, 0.03251827310211722]",0.37421733404410984
50,804,625,26786,C,0,242.22586216502052,1.4696279254087115,242.22586216502052,1.4696279254087115,0,0,0,0,0,0,0,0,0.4493748910406786,0,0,0,"[0.9998267788792347, 0.00017322112076532912]",0.5773420854744088
51,32,659,26806,C,0,247.05643878262532,1.850840988353125,247.05643878262532,1.850840988353125,0,0,0,0,0,0,0,0,0.5659401628772815,0,0,0,"[0.9978444858755128, 0.002155514124487216]",0.3101428280137355
52,1006,778,26810,C,0,290.4497790525113,2.4277354754159934,290.4497790525113,2.4277354754159934,0,0,0,0,0,0,0,0,0.742339843901135,0,0,0,"[0.9965742663521456, 0.0034257336478544917]",0.7000362578655712
53,296,865,26822,C,0,314.7939565228179,1.9617231586678954,314.7939565228179,1.9617231586678954,0,0,0,0,0,0,0,0,0.5998451141524122,0,0,0,"[0.87806959236988, 0.12193040763011989]",0.8002160249798946
54,949,681,26895,C,0,127.52386981687474,0.7187665570680847,127.52386981687474,0.7187665570680847,0,0,0,0,0,0,0,0,0.21978055648087078,0,0,0,"[0.9872033834110305, 0.012796616588969446]",0.20588087808576483
55,762,637,26915,C,0,126.03683010139765,1.000201575439638,126.03683010139765,1.000201575439638,0,0,0,0,0,0,0,0,0.30583623664942516,0,0,0,"[0.9994259018413159, 0.0005740981586840511]",0.46189480329226484
56,229,805,26920,C,0,177.42139625925017,1.612073531457454,177.42139625925017,1.612073531457454,0,0,0,0,0,0,0,0,0.4929311392519904,0,0,0,"[0.3982507544938548, 0.6017492455061451]",0.7609642929139838
57,694,731,26953,C,0,25.61752547754662,0.14451134879882896,25.61752547754662,0.14451134879882896,0,0,0,0,0,0,0,0,0.044187899874422405,0,0,0,"[0.9052536687607687, 0.09474633123923122]",0.19623670947759297
58,165,145,26993,C,0,33.8535669811309,0.18807552782303366,33.8535669811309,0.18807552782303366,0,0,0,0,0,0,0,0,0.05750871928987698,0,0,0,"[0.7992251170526415, 0.20077488294735843]",0.7028786394783807
59,70,127,26997,C,0,56.222971989093594,0.18773419797043453,56.222971989093594,0.18773419797043453,0,0,0,0,0,0,0,0,0.057404349290730426,0,0,0,"[0.8807631256263295, 0.11923687437367052]",0.40702166335361956
60,267,322,27018,C,0,134.30604272367754,0.7845924746637792,134.30604272367754,0.7845924746637792,0,0,0,0,0,0,0,0,0.2399084501033272,0,0,0,"[0.9962337086283978, 0.0037662913716022465]",0.8206399974177866
61,514,428,27067,C,0,175.70389187318878,1.1262241772288792,175.70389187318878,1.1262241772288792,0,0,0,0,0,0,0,0,0.3443707473024896,0,0,0,"[0.9957281968447317, 0.004271803155268318]",0.9721614883442324
62,887,704,27105,C,0,205.4374290010635,1.322273243647066,205.4374290010635,1.322273243647066,0,0,0,0,0,0,0,0,0.40431757216688413,0,0,0,"[0.9845731512797903, 0.015426848720209706]",0.06817419920191647
63,318,885,27171,C,0,251.5182593516254,2.359318817323804,251.5182593516254,2.359318817323804,0,0,0,0,0,0,0,0,0.7214197676396591,0,0,0,"[0.9994690175285084, 0.0005309824714916519]",0.31950872718911394
64,759,680,27207,C,0,194.29271305710043,1.4505531918061112,194.29271305710043,1.4505531918061112,0,0,0,0,0,0,0,0,0.44354232200323696,0,0,0,"[0.5469640988819331, 0.45303590111806696]",0.8815679267902478
65,794,292,27208,C,0,321.4663233714124,2.4023945740038393,321.4663233714124,2.4023945740038393,0,0,0,0,0,0,0,0,0.7345912399081943,0,0,0,"[0.9999966809011342, 3.3190988658343615e-06]",0.9316483024527735
66,169,903,27276,C,0,275.07999068309033,2.5519326454367928,275.07999068309033,2.5519326454367928,0,0,0,0,0,0,0,0,0.780316183885377,0,0,0,"[0.9945502057418079, 0.0054497942581921]",0.6922099559135325
67,633,712,27294,C,0,193.9539970414359,1.0278523862653322,193.9539970414359,1.0278523862653322,0,0,0,0,0,0,0,0,0.3142911522693274,0,0,0,"[0.9973147792151332, 0.0026852207848668177]",0.5228797476199148
68,179,842,27407,C,0,283.83986560847666,2.1779612641877657,283.83986560847666,2.1779612641877657,0,0,0,0,0,0,0,0,0.6659652343725082,0,0,0,"[0.9881308291839022, 0.01186917081609785]",0.3597260425980948
69,495,980,27408,C,0,236.30362412281394,1.748801075094441,236.30362412281394,1.748801075094441,0,0,0,0,0,0,0,0,0.5347389492165726,0,0,0,"[0.9026279062118217, 0.09737209378817833]",0.1120926931860895
