MGRA,population,emp_5min,emp_10min,emp_15min,weighted_5min,weighted_10min,weighted_15min
948,0,332.75,635.5,4712.077777777777,0.0,0.0,0.0
950,0,332.75,635.5,4712.077777777777,0.0,0.0,0.0
1046,395,235.875,635.5,4667.358333333332,2.694505899705015,7.259601480710279,53.31732725046753
1288,0,314.875,1353.5972222222222,5636.233134920631,0.0,0.0,0.0
1289,0,446.375,866.75,4406.479365079362,0.0,0.0,0.0
1290,76,40.583333333333336,787.9670634920634,6248.142857142858,0.08919929820502438,1.7318959114291403,13.732976376391266
1291,327,7.657407407407409,980.1054453262786,4939.296384479714,0.0724151837070456,9.268739679035605,46.71033367241791
1292,0,631.0,1018.5,2351.8888888888887,0.0,0.0,0.0
1293,0,631.0,1018.5,2351.8888888888887,0.0,0.0,0.0
1294,30,39.199999999999996,1082.975,6328.383116883115,0.03401006420267221,0.9395930938747179,5.490528472048512
1295,353,23.312345679012346,78.87120811287477,3217.275837742504,0.23799115115655498,0.8051806485003411,32.84453614214541
1296,123,25.285555555555554,1141.311984126984,6208.719826839825,0.08994514816742823,4.05984655120652,22.08550346177623
1297,44,4.305555555555555,2371.33363095238,6124.424404761896,0.005478756563261161,3.0174874128609153,7.793240609911603
1300,0,30.0,834.3694444444442,4262.55188492063,0.0,0.0,0.0
1334,153,431,5074,6341,1.907079646017699,22.451327433628318,28.057522123893804
1343,162,431,5074,6341,2.019260801665799,23.771993753253515,29.707964601769913
1361,311,431,5074,6341,3.876482156284343,45.63635837815953,57.031956735496564
1362,229,431,5074,6341,2.8543871826016542,33.60362079935219,41.99459193706981
1369,68,431,5074,6341,0.8475909537856441,9.978367748279254,12.470009832841692
1372,99,431,5074,6341,1.2339927121290994,14.527329515877147,18.154867256637168
1386,0,431,5074,6341,0.0,0.0,0.0
1387,135,431,5074,6341,1.6827173347214992,19.80999479437793,24.75663716814159
9031,45,61.77777777777778,823.7460317460315,6105.537253487249,0.08039794088726936,1.0720276311114412,7.9457798717949615
9036,20,61.77777777777778,823.7460317460315,6105.537253487249,0.035732418172119716,0.47645672493841834,3.531457720797761
9039,250,7.916666666666667,945.912067099567,4909.945012626261,0.057237742688029,6.838973242376418,35.499052957272404
9220,123,46.638888888888886,2753.1222222222227,6327.441498316498,0.16590269342742012,9.793337767752137,22.50781723329658
9221,132,124.76666666666671,4165.414628427129,6211.589583333334,0.47629128347504207,15.901287840603304,23.712471079877382
9222,235,68.81388888888888,987.2831709956712,5117.649260461758,0.4676749346083894,6.709802336282687,34.78071537418339
9223,211,49.66666666666668,136.8666666666667,2435.4571428571444,0.303073245030559,0.8351803651647486,14.861514753393992
9224,202,7.600000000000001,185.17857142857142,3974.7127705627704,0.044398172248250344,1.0817881724961371,23.21973450325871
9225,178,92.41666666666666,477.0416666666667,2581.9904761904754,0.47574083714114945,2.4557064221952305,13.291523649774557
9226,289,39.43055555555555,322.1111111111111,4050.0279581529544,0.3295572489894023,2.6921774281656283,33.84979119400207
9227,199,54.888888888888886,1296.0949855699853,5849.534259259254,0.3158912860457195,7.4591619564008065,33.66468036302249
9228,187,48.80555555555555,3314.2980158730134,6402.024999999997,0.26394351578717357,17.923932239234585,34.622554080629286
9229,23,94.58333333333334,1570.9452380952373,6325.677777777772,0.06291331675246303,1.044934365093136,4.207605670914707
9230,122,2.722222222222222,80.27777777777779,2209.9674603174603,0.009604694057236135,0.2832404676062494,7.797328652863965
9231,3,431,5074,6341,0.03739371854936665,0.4402221065417317,0.5501474926253688
9232,378,19.5,109.83333333333334,3841.4000000000005,0.21317022384174908,1.200676730869339,41.99344091618949
9233,55,12.285714285714285,165.1047619047619,5873.104365079363,0.01954173999983474,0.26261674778072486,9.341799412324743
9234,265,28.8,1373.0286435786436,4498.878379028379,0.22071837584591358,10.522661534742916,34.47865031067501
9235,208,5.442176870748299,464.1019789734075,4810.840646258502,0.032736791865222,2.7917523172673016,28.93906109149657
9236,66,2.6666666666666665,39.74761904761905,1610.6126984126984,0.005089941581352305,0.07586739710633515,3.0742217044143123
