rq_id,origin,dest,dp_time,mode,switch_mode,tt (s),dist (mi),tt_C (s),dist_C (mi),tt_M (s),dist_M (mi),tt_F (s),dist_F (mi),tt_W (s),dist_W (mi),agent_M_tot_wait_time (s),agent_F_tot_wait_time (s),out_of_pock_cost ($),tt_saved_with_micro (s),gen_cost_saved_with_micro,mob_logsum_increased_with_micro,"agent_prob (auto,transit)",agent_ran_num,income (USD),agent_transit_15min_acc
0,742,539,18126,C,0,146.8779082626436,1.15848196467969,146.8779082626436,1.15848196467969,0,0,0,0,0,0,0,0,0.35423435935714637,0,0.0,0.0,"[0.9966626185456735, 0.003337381454326428]",0.3043536857282928,46316,1020.0
1,431,310,18389,C,0,70.13612525556377,0.5262722593032871,70.13612525556377,0.5262722593032871,0,0,0,0,0,0,0,0,0.1609206895795589,0,0.0,0.0,"[0.9877905656232896, 0.01220943437671043]",0.9372178806095159,173364,752.5714285714283
2,585,229,18587,C,0,85.4027795592621,0.7567405326836282,85.4027795592621,0.7567405326836282,0,0,0,0,0,0,0,0,0.23139203368512332,0,0.0,0.0,"[0.9996965225318006, 0.0003034774681993694]",0.45827595964887313,23111,1441.5111111111116
3,458,522,18669,C,0,24.240648085077666,0.1346703786314305,24.240648085077666,0.1346703786314305,0,0,0,0,0,0,0,0,0.04117878115787421,0,0.1586148676908814,1.0667311262232804,"[0.6613423954887936, 0.33865760451120636]",0.5041767312258605,132377,981.3214285714288
4,570,813,18673,C,0,132.42005098460015,1.287418228189526,132.42005098460015,1.287418228189526,0,0,0,0,0,0,0,0,0.39365979375736093,0,0.0,0.0,"[0.9993883417410171, 0.0006116582589829704]",0.7265947780829921,36781,1286.9523809523812
5,467,177,18889,C,0,229.80732525428226,1.66006795578491,229.80732525428226,1.66006795578491,0,0,0,0,0,0,0,0,0.5076066151529486,0,0.0,0.0,"[0.9974479897828179, 0.002552010217182096]",0.4856858800458499,40155,295.7816578483245
6,644,130,18980,C,0,250.05272325052013,1.929404099235315,250.05272325052013,1.929404099235315,0,0,0,0,0,0,0,0,0.5899627666820387,0,4.095005374801342,6.078511806818154,"[0.7217519330913563, 0.2782480669086437]",0.7864441570782496,168177,189.17142857142863
7,1021,113,19251,C,0,99.56272110697557,0.8268325896420644,99.56272110697557,0.8268325896420644,0,0,0,0,0,0,0,0,0.25282440436476633,0,0.0,0.0,"[0.9986340213054603, 0.0013659786945396882]",0.2743549961988867,13466,1020.0
8,658,627,19374,C,0,132.4405194958932,1.0804658278932802,132.4405194958932,1.0804658278932802,0,0,0,0,0,0,0,0,0.33037900633773665,0,0.0,0.0,"[0.999279027926688, 0.0007209720733120049]",0.7070699298585045,37760,176.1369047619048
9,475,75,19509,C,0,182.1306501986916,1.370052153068866,182.1306501986916,1.370052153068866,0,0,0,0,0,0,0,0,0.41892714908377127,0,2.2849492705214223,0.0036393837857751636,"[0.9976457270254263, 0.0023542729745736064]",0.713699103556575,134412,860.452380952381
10,927,724,19620,C,0,164.3785859825423,1.1858962397867896,164.3785859825423,1.1858962397867896,0,0,0,0,0,0,0,0,0.36261694836230973,0,0.0,0.0,"[0.9997626906063507, 0.00023730939364933457]",0.757927297389981,53984,176.1369047619048
11,820,251,20326,C,0,206.03209518950456,1.579386084136191,206.03209518950456,1.579386084136191,0,0,0,0,0,0,0,0,0.4829361481223101,0,0.2352486719504565,2.732578453952989e-05,"[0.9998904218570605, 0.0001095781429395272]",0.18645912058121483,78166,1020.0
12,267,74,21770,C,0,160.1931387823919,1.1750804173582878,160.1931387823919,1.1750804173582878,0,0,0,0,0,0,0,0,0.3593097445855635,0,2.0326315885280257,0.00319540360832609,"[0.997479603764587, 0.0025203962354130405]",0.6291602915230029,47611,1124.0857142857144
13,583,838,22004,C,0,168.5602485804041,0.9364466007204251,168.5602485804041,0.9364466007204251,0,0,0,0,0,0,0,0,0.2863415847566477,0,0.0,0.0,"[0.9808892098350812, 0.01911079016491884]",0.30322518220664985,63985,1020.0
14,472,745,22123,C,0,148.66043108986958,1.2548870109523287,148.66043108986958,1.2548870109523287,0,0,0,0,0,0,0,0,0.3837125738191439,0,0.41749751046646466,1.730933712343776e-05,"[0.9999409751727787, 5.9024827221283276e-05]",0.8232544421462591,55150,3554.505952380952
15,570,686,22375,C,0,143.59072721810188,0.8010588132360398,143.59072721810188,0.8010588132360398,0,0,0,0,0,0,0,0,0.2449434381937248,0,2.5193584005204297,0.0004502423614641067,"[0.9994497312563071, 0.0005502687436929314]",0.9186913488691192,57838,2858.587842712843
16,134,708,22430,C,0,170.5024432363318,1.5870662237577067,170.5024432363318,1.5870662237577067,0,0,0,0,0,0,0,0,0.4852845397430232,0,0.0,0.0,"[0.9997283848167575, 0.0002716151832425593]",0.3306930749744632,41595,994.592261904762
17,421,329,22479,C,0,104.21924935262183,0.6747031159117508,104.21924935262183,0.6747031159117508,0,0,0,0,0,0,0,0,0.2063070753866693,0,0.0,0.0,"[0.9665492397852814, 0.03345076021471867]",0.5466108769337199,30192,129.31829805996472
18,159,533,22918,C,0,244.29913898470053,1.8756455991710883,244.29913898470053,1.8756455991710883,0,0,0,0,0,0,0,0,0.5735247828283001,0,0.0,0.0,"[0.9869536830879643, 0.013046316912035718]",0.4474484397044607,61400,623.8750000000002
19,719,759,23075,C,0,64.56488937063357,0.38734955365171553,64.56488937063357,0.38734955365171553,0,0,0,0,0,0,0,0,0.11844165482803184,0,0.8907584964080368,3.28984333313898,"[0.7481740361910432, 0.25182596380895694]",0.7380458362197756,105250,240.0746753246753
20,478,1039,23309,C,0,242.27621277627622,1.7926832080123767,242.27621277627622,1.7926832080123767,0,0,0,0,0,0,0,0,0.5481569908567014,0,1.4886424662251105,0.008030056916092189,"[0.9956778897932429, 0.0043221102067571475]",0.921634214484005,112517,98.97037037037036
21,173,79,23501,C,0,168.55994584484702,1.3023870351785247,168.55994584484702,1.3023870351785247,0,0,0,0,0,0,0,0,0.39823687472689917,0,0.0,0.0,"[0.8557193507424874, 0.14428064925751266]",0.6657101393343352,28766,1241.057142857143
22,214,236,23710,T,0,524.5920638551643,0.4077849751344095,0,0,0,0,0,0,524.5920638551643,0.4077849751344095,0,0,0,0,0.0,0.0,"[0.9569230154334344, 0.0430769845665657]",0.03372520196527673,41558,1020.0
23,651,333,23944,C,0,150.2977407078296,0.8743742458188883,150.2977407078296,0.8743742458188883,0,0,0,0,0,0,0,0,0.26736143526557227,0,0.0,0.0,"[0.9900817326620305, 0.009918267337969541]",0.5235787683237914,54465,253.00555555555556
24,1011,113,24021,C,0,105.0892251249365,0.9951786128090573,105.0892251249365,0.9951786128090573,0,0,0,0,0,0,0,0,0.30430034226024427,0,0.0,0.0,"[0.9556848947810147, 0.04431510521898537]",0.5168941230352575,84731,1020.0
25,337,367,24102,C,0,6.881436286655325,0.05636714437548013,6.881436286655325,0.05636714437548013,0,0,0,0,0,0,0,0,0.017235641024554688,0,0.0,0.0,"[0.6686066748592147, 0.3313933251407853]",0.6130727001509164,111548,2985.561111111112
26,923,686,24109,C,0,114.42512187936462,1.1124673837154309,114.42512187936462,1.1124673837154309,0,0,0,0,0,0,0,0,0.3401642692686324,0,0.0,0.0,"[0.9333429760412583, 0.06665702395874182]",0.32970312286760584,107742,1020.0
27,12,329,24164,C,0,132.4406338439492,1.515898370854897,132.4406338439492,1.515898370854897,0,0,0,0,0,0,0,0,0.4635232179888077,0,0.0,0.0,"[0.9999215389798783, 7.846102012168758e-05]",0.8451354681626381,45022,1567.5724867724869
