MGRA,population,emp_5min,emp_10min,emp_15min,weighted_5min,weighted_10min,weighted_15min
948,0,332.75,635.5,4713.966666666665,0.0,0.0,0.0
950,0,332.75,635.5,4713.966666666665,0.0,0.0,0.0
1046,395,235.875,635.5,4716.95357142857,2.694505899705015,7.259601480710279,53.88387589549093
1288,0,314.875,1449.5555555555554,5635.966468253964,0.0,0.0,0.0
1289,0,446.375,895.0,4587.58333333333,0.0,0.0,0.0
1290,76,40.583333333333336,414.43373015873004,6232.642857142857,0.08919929820502438,0.9108960463897126,13.698908471943348
1291,327,7.657407407407409,926.2212742504408,4715.481216931215,0.0724151837070456,8.759163534035924,44.593740468983384
1292,0,631.0,1018.5,2512.9999999999995,0.0,0.0,0.0
1293,0,631.0,1018.5,2512.9999999999995,0.0,0.0,0.0
1294,30,39.199999999999996,1066.6972222222225,6292.134199134197,0.03401006420267221,0.9254704339946404,5.459078777662847
1295,353,23.312345679012346,71.98752204585537,2856.703086419753,0.23799115115655498,0.7349064515642011,29.1635198538427
1296,123,24.84111111111111,937.3921428571427,6156.784025974024,0.0883641814641294,3.3344679730299194,21.900758725050753
1297,44,4.305555555555555,2046.26865079365,6029.817857142848,0.005478756563261161,2.6038469730730696,7.672855159763008
1300,0,30.0,833.6819444444442,4221.791567460313,0.0,0.0,0.0
1334,153,431,5074,6341,1.907079646017699,22.451327433628318,28.057522123893804
1343,162,431,5074,6341,2.019260801665799,23.771993753253515,29.707964601769913
1361,311,431,5074,6341,3.876482156284343,45.63635837815953,57.031956735496564
1362,229,431,5074,6341,2.8543871826016542,33.60362079935219,41.99459193706981
1369,68,431,5074,6341,0.8475909537856441,9.978367748279254,12.470009832841692
1372,99,431,5074,6341,1.2339927121290994,14.527329515877147,18.154867256637168
1386,0,431,5074,6341,0.0,0.0,0.0
1387,135,431,5074,6341,1.6827173347214992,19.80999479437793,24.75663716814159
9031,45,61.77777777777778,803.7460317460315,6085.664622414618,0.08039794088726936,1.0459995207522532,7.919917520060669
9036,20,61.77777777777778,803.7460317460315,6085.664622414618,0.035732418172119716,0.4648886758898904,3.5199633422491865
9039,250,7.916666666666667,865.2529220779222,4917.51892135642,0.057237742688029,6.255805151237219,35.55381254957213
9220,123,46.638888888888886,2691.8047619047625,6308.890824915824,0.16590269342742012,9.575220825793446,22.44182924011355
9221,132,123.81666666666669,3838.4490259740264,6125.83768939394,0.4726647000983285,14.653110978904838,23.385116981896008
9222,235,68.81388888888888,937.5069444444447,5062.542797017795,0.4676749346083894,6.37151171104299,34.406199239377116
9223,211,49.66666666666668,136.8666666666667,2969.5285714285733,0.303073245030559,0.8351803651647486,18.120496517190958
9224,202,7.600000000000001,162.12301587301587,3808.8165945165947,0.044398172248250344,0.9471007347547344,22.250591477018688
9225,178,92.41666666666666,477.0416666666667,2757.9523809523803,0.47574083714114945,2.4557064221952305,14.197337145280922
9226,289,39.43055555555555,319.40277777777777,4052.645262145259,0.3295572489894023,2.6695414071888997,33.87166639944415
9227,199,54.888888888888886,1229.956349206349,5730.709259259255,0.3158912860457195,7.0785271991458,32.980830082497306
9228,187,48.19444444444445,3074.0513708513686,6398.205555555553,0.26063858844094834,16.624663264191277,34.60189828471538
9229,23,94.58333333333334,1563.6952380952375,6271.001587301582,0.06291331675246303,1.0401119346460312,4.171237101854832
9230,122,2.722222222222222,80.27777777777779,2215.9702380952376,0.009604694057236135,0.2832404676062494,7.81850798333099
9231,3,431,5074,6341,0.03739371854936665,0.4402221065417317,0.5501474926253688
9232,378,19.5,109.83333333333334,3675.42380952381,0.21317022384174908,1.200676730869339,40.1790213430505
9233,55,12.285714285714285,158.4047619047619,5801.449603174599,0.01954173999983474,0.2519596825947685,9.227824864786944
9234,265,26.3,1313.7107142857146,4423.452254689754,0.20155879460928916,10.06805886071243,33.900597128023165
9235,208,5.442176870748299,414.6698824984538,4638.25759637188,0.032736791865222,2.49439920063851,27.900907514759417
9236,66,2.6666666666666665,39.74761904761905,1670.7873015873017,0.005089941581352305,0.07586739710633515,3.189078659979233
9237,184,23.816666666666663,532.9595238095237,4404.561231361232,0.12673568935932286,2.8360388796619924,23.438002966350474
9238,133,2.8,72.51190476190474,3923.0596861471845,0.010769853664179535,0.2789080725702276,15.08956383415974
9239,201,47.41666666666667,2878.4575324675325,6359.9205555555545,0.2756304586731448,16.732314304643822,36.96986614803246
9240,135,1.8015873015873014,204.11428571428567,4622.432239057238,0.007033786966113878,0.7969063731687364,18.046976466907488
9241,0,499.5833333333333,1473.9055555555549,5346.212758537757,0.0,0.0,0.0
9242,126,2.0,702.8333333333333,4491.785714285713,0.007287870900572618,2.561079298976227,16.36777719937532
9243,228,8.777777777777777,1759.3214285714284,6132.6335016835,0.057878805406134916,11.600592449369127,40.43728493214871
9244,25,788.6666666666666,1616.3749999999998,5943.888888888892,0.5702084176836909,1.1686440800508993,4.297449887854193
9245,0,788.6666666666666,1616.3749999999998,5943.888888888892,0.0,0.0,0.0
9246,0,498.54166666666663,1357.6999999999994,5386.131746031748,0.0,0.0,0.0
9247,216,397.91666666666663,1626.4583333333333,5577.529112554112,2.4856845393024463,10.160072878709006,34.841410385554056
9248,2,295.83333333333326,804.8833333333337,4868.411904761903,0.017111072550947612,0.04655464939171344,0.2815901385136158
9249,166,331.66666666666663,864.338888888889,4578.047089947089,1.5922455511211366,4.149466584404985,21.97801541243614
9250,130,266.0833333333333,679.7791666666667,4355.635912698412,1.00037114157364,2.555708591204427,16.375518209578157
9251,190,219.91666666666666,685.4833333333332,4281.249999999996,1.2084032236296682,3.766609790425511,23.5247122447799
9252,178,248.75,732.227777777778,4312.571164021162,1.2805107293654925,3.7693488473724472,22.200175464045547
9253,86,47.77777777777777,1644.8102813852809,5966.284259259256,0.11882957050404559,4.090857892276423,14.838927823942855
9254,196,15.238095238095237,68.76190476190477,775.6237012987012,0.0863747662290088,0.3897661326084023,4.3965019797138485
9255,222,17.61904761904762,74.36507936507935,2531.4704906204893,0.11311899391024847,0.47744368150406663,16.25271701422143
9256,318,13.071428571428571,194.09090909090912,4471.341666666663,0.12021268684464936,1.7849762592084302,41.12113627161775
9257,67,431,5074,6341,0.8351263809358552,9.831627046098676,12.286627335299903
9258,168,8.714285714285714,1158.6761904761906,5590.430555555551,0.04233905951761235,5.629521661171844,27.161557445003545
9259,33,431,5074,6341,0.41133090404303313,4.842443171959049,6.051622418879056
