rq_id,origin,dest,dp_time,mode,switch_mode,tt (s),dist (mi),tt_C (s),dist_C (mi),tt_M (s),dist_M (mi),tt_F (s),dist_F (mi),tt_W (s),dist_W (mi),agent_M_tot_wait_time (s),agent_F_tot_wait_time (s),out_of_pock_cost ($),tt_saved_with_micro (s),gen_cost_saved_with_micro,mob_logsum_increased_with_micro,"agent_prob (auto,transit)",agent_ran_num,income (USD),agent_transit_15min_acc
0,742,539,18126,C,0,146.8779082626436,1.15848196467969,146.8779082626436,1.15848196467969,0,0,0,0,0,0,0,0,0.35423435935714637,0,3.0597107993257073,0.815610758403849,"[0.4715214961500652, 0.5284785038499349]",0.5748105299295578,46316,1020.0
1,431,310,18389,T,0,70.13612525556377,0.5262722593032871,0,0,0,0.5262722593032871,0,0,0,0,180.0,0,0.1609206895795589,-274.8761071250651,2.6998830794810353,0.17932503188753107,"[0.876839293352986, 0.12316070664701391]",0.7579544029403025,173364,752.5714285714283
2,585,229,18587,C,0,85.4027795592621,0.7567405326836282,85.4027795592621,0.7567405326836282,0,0,0,0,0,0,0,0,0.23139203368512332,0,0.8199872208503476,0.11539480972833366,"[0.6567214498069338, 0.3432785501930661]",0.420571580830845,23111,1441.5111111111116
3,458,522,18669,T,0,213.93690731910874,0.1346703786314305,0,0,33.93690731910874,0.1346703786314305,0,0,0,0,180.0,0,0.0,0.0,0.0,0.0,"[0.6314652154977207, 0.36853478450227933]",0.21663036085212117,132377,981.3214285714288
4,570,813,18673,C,0,132.42005098460015,1.287418228189526,132.42005098460015,1.287418228189526,0,0,0,0,0,0,0,0,0.39365979375736093,0,3.6000463255942834,0.24272046429288585,"[0.7887374456222388, 0.21126255437776123]",0.5112747213686085,36781,1286.9523809523812
5,467,177,18889,T,1,229.80732525428226,1.66006795578491,0,0,0,1.5862548198370143,0,0,94.05488922525558,0.07311237303540254,180.0,0,0.5076066151529486,629.7926466537875,2.6764046114551467,0.49692123913566744,"[0.718976987734271, 0.2810230122657289]",0.4049341374504143,40155,295.7816578483245
6,644,130,18980,T,1,250.05272325052013,1.929404099235315,0,0,0,1.9294040992353148,0,0,0,0,180.0,0,0.5899627666820387,394.09291274051486,3.9336898153131377,6.215313848492214,"[0.7275534362642264, 0.27244656373577364]",0.7837985890347726,168177,189.17142857142863
7,1021,113,19251,C,0,99.56272110697557,0.8268325896420644,99.56272110697557,0.8268325896420644,0,0,0,0,0,0,0,0,0.25282440436476633,0,2.551202003669798,0.17244999275534884,"[0.40009759712030446, 0.5999024028796957]",0.825988879114443,13466,1020.0
8,658,627,19374,T,1,132.4405194958932,1.0804658278932802,0,0,0,1.03085967681034,0,0,63.81547816452343,0.04960615108294001,180.0,0,0.33037900633773665,90.6427999635448,2.0665238822305376,0.18348483009858765,"[0.765370499907827, 0.23462950009217307]",0.4765969541523558,37760,176.1369047619048
9,475,75,19509,T,1,182.1306501986916,1.370052153068866,0,0,0,1.370052153068866,0,0,0,0,180.0,0,0.41892714908377127,319.3356391086936,5.133893552381821,0.5234286545122547,"[0.7416236494863162, 0.25837635051368374]",0.5833820394550312,134412,860.452380952381
10,927,724,19620,C,0,164.3785859825423,1.1858962397867896,164.3785859825423,1.1858962397867896,0,0,0,0,0,0,0,0,0.36261694836230973,0,4.505635189415494,0.7011399320135729,"[0.4152748928260435, 0.5847251071739565]",0.7841922478525788,53984,176.1369047619048
11,820,251,20326,C,0,206.03209518950456,1.579386084136191,206.03209518950456,1.579386084136191,0,0,0,0,0,0,0,0,0.4829361481223101,0,5.802797860164221,0.633050673457578,"[0.5900110739441521, 0.40998892605584786]",0.4222989743762614,78166,1020.0
12,267,74,21770,C,0,160.1931387823919,1.1750804173582878,160.1931387823919,1.1750804173582878,0,0,0,0,0,0,0,0,0.3593097445855635,0,4.232213610068151,0.3936266995224181,"[0.7765075748681736, 0.22349242513182657]",0.28183784439970383,47611,1124.0857142857144
13,583,838,22004,C,0,168.5602485804041,0.9364466007204251,168.5602485804041,0.9364466007204251,0,0,0,0,0,0,0,0,0.2863415847566477,0,3.074576360984163,0.3918097677485178,"[0.7034185175842924, 0.29658148241570775]",0.7558042041572239,63985,1020.0
14,472,745,22123,T,1,148.66043108986958,1.2548870109523287,0,0,0,1.254887010952329,0,0,0,0,180.0,0,0.3837125738191439,838.8279643584647,6.806255359082356,0.4810061177957561,"[0.608198222534298, 0.39180177746570205]",0.6183689966753316,55150,3554.505952380952
15,570,686,22375,T,1,896.0461186463659,1.1505962144249244,0,0,194.29786194151734,1.1505962144249244,0,0,0,0,701.7482567048486,0,0.0,366.72121624324575,2.117325487604639,0.33280691018606084,"[0.6459766705666736, 0.3540233294333263]",0.25050634136244054,57838,2858.587842712843
16,134,708,22430,C,0,170.5024432363318,1.5870662237577067,170.5024432363318,1.5870662237577067,0,0,0,0,0,0,0,0,0.4852845397430232,0,1.0013375903874477,0.12746907548350367,"[0.698761733880421, 0.3012382661195791]",0.9097462559682401,41595,994.592261904762
17,421,329,22479,C,0,104.21924935262183,0.6747031159117508,104.21924935262183,0.6747031159117508,0,0,0,0,0,0,0,0,0.2063070753866693,0,3.1500062392263746,0.35280883008857666,"[0.5444802537727083, 0.4555197462272918]",0.8626676872316038,30192,129.31829805996472
18,159,533,22918,T,1,244.29913898470053,1.8756455991710883,0,0,0,1.9094367260354392,0,0,43.47035340357699,0.03379112686435111,180.0,0,0.5735247828283001,-185.04956504571783,0.3059346186405669,0.07074857471656261,"[0.8471324984985705, 0.1528675015014295]",0.8102172359965896,61400,623.8750000000002
19,719,759,23075,C,0,64.56488937063357,0.38734955365171553,64.56488937063357,0.38734955365171553,0,0,0,0,0,0,0,0,0.11844165482803184,0,0.6620240031427944,2.2093177497022665,"[0.784542411874057, 0.21545758812594287]",0.9021659504395827,105250,240.0746753246753
20,478,1039,23309,T,1,242.27621277627622,1.7926832080123767,0,0,0,1.7303913370040789,0,0,75.27416532532743,0.058513415948143126,180.0,0,0.5481569908567014,1130.63921412528,3.7893919485359877,0.4492863788182978,"[0.8277689471985471, 0.17223105280145293]",0.3101475693193326,112517,98.97037037037036
21,173,79,23501,C,0,168.55994584484702,1.3023870351785247,168.55994584484702,1.3023870351785247,0,0,0,0,0,0,0,0,0.39823687472689917,0,0.33040197491480705,0.08862634708223292,"[0.618223878481738, 0.3817761215182621]",0.7298317482601286,28766,1241.057142857143
22,214,236,23710,T,1,73.4012347560767,0.4077849751344095,0,0,0,0.4077849751344095,0,0,0,0,180.0,0,0.12469028765773399,-260.60201032706937,2.1947438431744057,0.33858370016571876,"[0.7133836972355083, 0.28661630276449185]",0.8988382879679935,41558,1020.0
23,651,333,23944,T,1,150.2977407078296,0.8743742458188883,0,0,0,0.8743742458188883,0,0,0,0,180.0,0,0.26736143526557227,958.1707123275844,3.706471200224005,0.5716210870685452,"[0.5595949932599521, 0.44040500674004784]",0.6839839319154413,54465,253.00555555555556
24,1011,113,24021,T,1,391.0711063529245,1.084586164741101,0,0,153.56225358461307,1.0398823887750792,0,0,57.50885276831144,0.04470377596602179,180.0,0,0.0,273.29284725496717,0.9668973355206987,0.3187428385527005,"[0.47514243473961765, 0.5248575652603823]",0.3182348428838677,84731,1020.0
25,337,367,24102,C,0,6.881436286655325,0.05636714437548013,6.881436286655325,0.05636714437548013,0,0,0,0,0,0,0,0,0.017235641024554688,0,0.0,0.0,"[0.6239703427654401, 0.37602965723456]",0.4440478106335901,111548,2985.561111111112
26,923,686,24109,C,0,114.42512187936462,1.1124673837154309,114.42512187936462,1.1124673837154309,0,0,0,0,0,0,0,0,0.3401642692686324,0,1.401731373925882,0.7343995489924197,"[0.5431315523720078, 0.4568684476279922]",0.6546787811831107,107742,1020.0
27,12,329,24164,T,1,365.41688738152897,1.515898370854897,0,0,185.41688738152897,1.5158983708548972,0,0,0,0,180.0,0,0.0,773.9083683164463,4.81905770600897,0.5517384610764977,"[0.4738842386386009, 0.5261157613613991]",0.12163499109820297,45022,1567.5724867724869
28,343,498,24428,T,1,61.84031010455187,0.489649736423967,0,0,0,0.48964973642396703,0,0,0,0,180.0,0,0.14972245229514394,-93.3252571814653,1.45136037735901,0.29106461897119407,"[0.8495396431195623, 0.15046035688043768]",0.9130110532378982,80344,2332.380158730159
29,142,950,24491,C,0,205.02231690895323,1.6771553029357305,205.02231690895323,1.6771553029357305,0,0,0,0,0,0,0,0,0.5128314918930518,0,0.8354033584186373,0.36084288026353517,"[0.7325938176287207, 0.2674061823712794]",0.9666063677707588,63384,3774.5595238095234
30,1021,161,25088,T,0,346.1434990671856,0.7256989618171651,0,0,119.6165121735072,0.6895317997482475,0,0,46.526986893678384,0.036167162068917534,180.0,0,0.0,501.9391766553126,2.802640402933883,0.06535103813862424,"[0.00014947443342161376, 0.9998505255665784]",0.9464378388261454,954,1020.0
31,1021,270,25200,T,1,426.0885431689182,1.4112795717765314,0,0,246.0885431689182,1.4112795717765314,0,0,0,0,180.0,0,0.0,844.4645003129498,5.310496219646598,0.5162101369577614,"[0.2610083585847006, 0.7389916414152993]",0.08081153258731766,19741,1020.0
32,642,214,25221,C,0,185.78525610171954,1.3189851800059877,185.78525610171954,1.3189851800059877,0,0,0,0,0,0,0,0,0.40331216582225893,0,2.4836818461909758,0.7417850320980852,"[0.8168983144558258, 0.18310168554417425]",0.2604923103919594,120538,222.39771825396824
33,1056,1042,25384,C,0,92.124072788638,1.3280511597643836,92.124072788638,1.3280511597643836,0,0,0,0,0,0,0,0,0.40608431215649043,0,3.7970567480578374,0.7609243854401205,"[0.5508935673173367, 0.44910643268266326]",0.6169786985678695,101898,1020.0
34,825,171,25450,T,1,670.29047505569,2.4575410970360587,0,0,426.4257138514007,2.4078966364083687,0,0,63.864761204289266,0.04964446062768966,180.0,0,0.0,796.7305705035586,5.964772129899478,1.6084011141673797,"[0.4695878950677047, 0.5304121049322953]",0.285891003594148,122906,1020.0
35,32,75,25580,C,0,22.600147935330497,0.1255564813653186,22.600147935330497,0.1255564813653186,0,0,0,0,0,0,0,0,0.03839198286688775,0,0.0,0.0,"[0.6102891137771745, 0.38971088622282546]",0.8149430100251709,54695,2297.899523809524
36,47,661,25647,T,1,560.6761404148415,1.7559880918943445,0,0,342.91128306235765,1.726632059888704,0,0,37.7648573524838,0.029356032005640343,180.0,0,0.0,465.59388267710824,2.8365190527487716,0.35418288207848264,"[0.2253696249952581, 0.7746303750047419]",0.7197046864039541,11702,3184.343253968255
37,246,839,25747,T,1,231.69796238758337,1.9823875559415445,0,0,0,1.9823875559415447,0,0,0,0,180.0,0,0.6061637619630035,1099.5175157476829,7.882375854907721,4.853139659177296,"[0.8032675287195333, 0.19673247128046673]",0.39882354222426875,311759,1020.0
38,961,80,25783,C,0,181.83144633357284,1.4419171128354258,181.83144633357284,1.4419171128354258,0,0,0,0,0,0,0,0,0.44090162841040714,0,2.4991633185308904,0.3728460071392543,"[0.7739285777820064, 0.22607142221799365]",0.824844977148233,74849,350.67460317460313
39,342,636,25938,T,1,184.49128567704335,1.3158956645660604,0,0,0,1.3158956645660607,0,0,0,0,180.0,0,0.40236747047442123,295.38159758810934,3.5375184070520675,0.2788922767409492,"[0.7663282510151981, 0.23367174898480195]",0.6681532012318508,80344,2332.380158730159
40,734,889,25988,C,0,121.96315350612305,0.7699321199031542,121.96315350612305,0.7699321199031542,0,0,0,0,0,0,0,0,0.23542568599053904,0,3.051673391423803,0.6543230429906232,"[0.5259078854438722, 0.4740921145561277]",0.7899819599476156,52483,1020.0
41,142,486,26037,C,0,174.88881775255712,1.2013397745011318,174.88881775255712,1.2013397745011318,0,0,0,0,0,0,0,0,0.3673391890121737,0,0.5747971952600492,0.10411240264400383,"[0.6324330516994547, 0.3675669483005453]",0.49357786646532464,33425,3774.5595238095234
42,231,936,26189,C,0,213.127871874196,1.6203140932797142,213.127871874196,1.6203140932797142,0,0,0,0,0,0,0,0,0.49545089374696727,0,0.49570440948518946,0.16858951744790646,"[0.5220697676826903, 0.47793023231730974]",0.5178187368717093,166919,3000.7753968253965
43,384,451,26193,C,0,34.07284789895701,0.1892937561528475,34.07284789895701,0.1892937561528475,0,0,0,0,0,0,0,0,0.05788122257013449,0,0.7606323271633464,0.328013369443262,"[0.7675894129977371, 0.23241058700226297]",0.24391087688713198,83755,562.4761904761905
44,952,340,26316,T,1,421.2535251300121,1.175850071242834,0,0,241.25352513001212,1.175850071242834,0,0,0,0,180.0,0,0.0,1288.6240561777768,3.9530083182610243,12.42383003377976,"[0.5128731640467519, 0.487126835953248]",0.1282949415302368,122387,203.49301587301585
45,949,402,26323,T,1,536.6437596252939,1.8795825391674332,0,0,356.6437596252939,1.879582539167433,0,0,0,0,180.0,0,0.0,946.5753133876299,1.935842213909527,0.38195547886867426,"[0.4063918997278459, 0.593608100272154]",0.43671644770611584,25546,314.02579365079373
46,424,190,26339,C,0,169.46859495533744,1.023924669391996,169.46859495533744,1.023924669391996,0,0,0,0,0,0,0,0,0.3130901562134698,0,2.1487331836421384,0.5295313853758203,"[0.8600818603033098, 0.13991813969669029]",0.19106709150239054,102338,1591.6050595238098
47,698,75,26341,T,0,165.44522182815095,1.5582570899309938,0,0,0,1.517158067864105,0,0,52.87154290417778,0.04109902206688854,180.0,0,0.4764754383708136,-282.8201664151994,0.5936166513951076,0.17855532880535854,"[0.6909311392433709, 0.30906886075662915]",0.5675107406206719,123384,994.592261904762
48,701,867,26344,C,0,91.3411623584604,0.8415906188828625,91.3411623584604,0.8415906188828625,0,0,0,0,0,0,0,0,0.2573370348526597,0,0.4610735143604474,0.1775621099100468,"[0.8103210171181909, 0.1896789828818091]",0.23861592861522019,53268,1020.0
49,624,936,26561,T,1,85.09290333020346,0.4727387432096165,0,0,0,0.4963621485935261,0,0,30.390160847754657,0.02362340538390963,180.0,0,0.14455150010942322,-150.67071950837158,2.533322442929211,0.5440414093792403,"[0.7729538382961461, 0.22704616170385392]",0.9675402502901433,78644,146.04761904761904
50,804,625,26786,C,0,242.22586216502052,1.4696279254087115,242.22586216502052,1.4696279254087115,0,0,0,0,0,0,0,0,0.4493748910406786,0,7.367071900298968,0.2038172069245294,"[0.7737287297812087, 0.22627127021879134]",0.5773420854744088,45985,313.715343915344
51,32,659,26806,T,1,247.05643878262532,1.850840988353125,0,0,0,2.5427209508871758,0,0,0,0,180.0,0,0.5659401628772815,716.3888523474241,5.440834454744258,0.30206873634591125,"[0.670175739904312, 0.32982426009568794]",0.44796957143557037,56037,2297.899523809524
52,1006,778,26810,C,0,290.4497790525113,2.4277354754159934,290.4497790525113,2.4277354754159934,0,0,0,0,0,0,0,0,0.742339843901135,0,5.221138143932762,9.78179387192609,"[0.5875414028766844, 0.4124585971233155]",0.7000362578655712,84008,1020.0
53,296,865,26822,T,1,1577.1653000233782,2.200493577930683,0,0,468.1864863405276,2.1372256409045156,0,0,81.3905849509929,0.06326793702616731,1027.5882287318577,0,0.0,798.4290364830786,3.8513303718826535,0.3182018705867009,"[0.16005913410978523, 0.8399408658902149]",0.32005460467254576,7117,1999.5833333333333
54,949,681,26895,T,1,352.86510389291084,0.9205442340053457,0,0,172.86510389291084,0.9205442340053457,0,0,0,0,180.0,0,0.0,832.7756907847343,4.3659334583557925,0.5471440354702541,"[0.48277442297843226, 0.5172255770215678]",0.20588087808576483,41514,314.02579365079373
55,762,637,26915,C,0,126.03683010139765,1.000201575439638,126.03683010139765,1.000201575439638,0,0,0,0,0,0,0,0,0.30583623664942516,0,5.638229759328876,2.980936431354524,"[0.8533727155915211, 0.14662728440847886]",0.46189480329226484,150998,1441.5111111111116
56,229,805,26920,C,0,177.42139625925017,1.612073531457454,177.42139625925017,1.612073531457454,0,0,0,0,0,0,0,0,0.4929311392519904,0,0.15176865280117946,0.0503126064036022,"[0.34439872537554567, 0.6556012746244544]",0.7609642929139838,36475,781.7500000000001
57,694,731,26953,T,1,25.61752547754662,0.14451134879882896,0,0,0,0.11515428843839284,0,0,37.76618027215369,0.029357060360436126,180.0,0,0.044187899874422405,-587.6389477778285,0.5553478854825169,0.038841178212194724,"[0.8457519631392897, 0.15424803686071037]",0.5512672460905512,66368,1020.0
58,165,145,26993,C,0,33.8535669811309,0.18807552782303366,33.8535669811309,0.18807552782303366,0,0,0,0,0,0,0,0,0.05750871928987698,0,0.0,0.0,"[0.7992251170526415, 0.20077488294735843]",0.7065614098668896,151127,3114.1833333333325
