rq_id,origin,dest,dp_time,mode,switch_mode,tt (s),dist (mi),tt_C (s),dist_C (mi),tt_M (s),dist_M (mi),tt_F (s),dist_F (mi),tt_W (s),dist_W (mi),agent_M_tot_wait_time (s),agent_F_tot_wait_time (s),out_of_pock_cost ($),tt_saved_with_micro (s),gen_cost_saved_with_micro,mob_logsum_increased_with_micro,"agent_prob (auto,transit)",agent_ran_num,income (USD),agent_transit_15min_acc
0,742,539,18126,C,0,146.8779082626436,1.15848196467969,146.8779082626436,1.15848196467969,0,0,0,0,0,0,0,0,0.35423435935714637,0,2.461833907557685,0.07833253051615932,"[0.92634937856468, 0.07365062143532003]",0.5546513887794456,46316,1020.0
1,431,310,18389,C,0,70.13612525556377,0.5262722593032871,70.13612525556377,0.5262722593032871,0,0,0,0,0,0,0,0,0.1609206895795589,0,2.2808663105253593,0.11673022977032459,"[0.8969725318582474, 0.10302746814175251]",0.3253454817430902,173364,752.5714285714283
2,585,229,18587,C,0,85.4027795592621,0.7567405326836282,85.4027795592621,0.7567405326836282,0,0,0,0,0,0,0,0,0.23139203368512332,0,1.4118432831432512,0.0037825729164843508,"[0.9908128065925554, 0.00918719340744452]",0.6601980127383736,23111,1441.5111111111116
3,458,522,18669,T,0,213.93690731910874,0.1346703786314305,0,0,33.93690731910874,0.1346703786314305,0,0,0,0,180.0,0,1.2665784253904488,-5.590265756010922,0.22145664238441642,1.5208755203185398,"[0.6460763965151884, 0.3539236034848115]",0.11809659084597113,132377,981.3214285714288
4,570,813,18673,C,0,132.42005098460015,1.287418228189526,132.42005098460015,1.287418228189526,0,0,0,0,0,0,0,0,0.39365979375736093,0,3.6879286457273777,0.024683073528758585,"[0.9759454431191013, 0.02405455688089873]",0.412471650339724,36781,1286.9523809523812
5,467,177,18889,C,0,229.80732525428226,1.66006795578491,229.80732525428226,1.66006795578491,0,0,0,0,0,0,0,0,0.5076066151529486,0,2.1782193571593833,0.07161266789166222,"[0.947617313855612, 0.05238268614438804]",0.1900713857864189,40155,295.7816578483245
6,644,130,18980,T,1,530.0738125507282,1.929404099235315,0,0,350.07381255072823,1.9294040992353148,0,0,0,0,180.0,0,4.819232647467937,820.5456800740485,4.429483481110238,8.539967401015602,"[0.6264798267735623, 0.3735201732264378]",0.038914060338747114,168177,189.17142857142863
7,1021,113,19251,C,0,99.56272110697557,0.8268325896420644,99.56272110697557,0.8268325896420644,0,0,0,0,0,0,0,0,0.25282440436476633,0,0.0,0.0,"[0.9986340213054603, 0.0013659786945396882]",0.9812613475624861,13466,1020.0
8,658,627,19374,C,0,132.4405194958932,1.0804658278932802,132.4405194958932,1.0804658278932802,0,0,0,0,0,0,0,0,0.33037900633773665,0,2.2498853640133385,0.022542225194413536,"[0.9750673115876695, 0.024932688412330564]",0.988750484098095,37760,176.1369047619048
9,475,75,19509,C,0,182.1306501986916,1.370052153068866,182.1306501986916,1.370052153068866,0,0,0,0,0,0,0,0,0.41892714908377127,0,5.183379790542739,0.14892254063327975,"[0.9156287224934464, 0.08437127750655368]",0.564550203316442,134412,860.452380952381
