rq_id,origin,dest,dp_time,mode,switch_mode,tt (s),dist (mi),tt_C (s),dist_C (mi),tt_M (s),dist_M (mi),tt_F (s),dist_F (mi),tt_W (s),dist_W (mi),agent_M_tot_wait_time (s),agent_F_tot_wait_time (s),out_of_pock_cost ($),tt_saved_with_micro (s),gen_cost_saved_with_micro,mob_logsum_increased_with_micro,"agent_prob (auto,transit)",agent_ran_num
0,742,539,18126,C,0,146.8779082626436,1.15848196467969,146.8779082626436,1.15848196467969,0,0,0,0,0,0,0,0,0.35423435935714637,0,0,0,"[0.9966626185456735, 0.003337381454326428]",0.16151622471477423
1,431,310,18389,C,0,70.13612525556377,0.5262722593032871,70.13612525556377,0.5262722593032871,0,0,0,0,0,0,0,0,0.1609206895795589,0,0,0,"[0.9877905656232896, 0.01220943437671043]",0.32920913509828076
2,585,229,18587,C,0,85.4027795592621,0.7567405326836282,85.4027795592621,0.7567405326836282,0,0,0,0,0,0,0,0,0.23139203368512332,0,0,0,"[0.9996965225318006, 0.0003034774681993694]",0.14730302363064418
3,458,522,18669,C,0,24.240648085077666,0.1346703786314305,24.240648085077666,0.1346703786314305,0,0,0,0,0,0,0,0,0.04117878115787421,0,0,0,"[0.6812747321883382, 0.3187252678116618]",0.7981012551350618
4,570,813,18673,C,0,132.42005098460015,1.287418228189526,132.42005098460015,1.287418228189526,0,0,0,0,0,0,0,0,0.39365979375736093,0,0,0,"[0.9993883417410171, 0.0006116582589829704]",0.1742315975963482
5,467,177,18889,C,0,229.80732525428226,1.66006795578491,229.80732525428226,1.66006795578491,0,0,0,0,0,0,0,0,0.5076066151529486,0,0,0,"[0.997062363955585, 0.0029376360444149643]",0.3702620337539487
6,644,130,18980,C,0,250.05272325052013,1.929404099235315,250.05272325052013,1.929404099235315,0,0,0,0,0,0,0,0,0.5899627666820387,0,0,0,"[0.9939156640122222, 0.0060843359877778246]",0.8829105155116489
7,1021,113,19251,C,0,99.56272110697557,0.8268325896420644,99.56272110697557,0.8268325896420644,0,0,0,0,0,0,0,0,0.25282440436476633,0,0,0,"[0.9986340213054603, 0.0013659786945396882]",0.24912837125658838
8,658,627,19374,C,0,132.4405194958932,1.0804658278932802,132.4405194958932,1.0804658278932802,0,0,0,0,0,0,0,0,0.33037900633773665,0,0,0,"[0.9991019821856403, 0.0008980178143597883]",0.42456724014437275
9,475,75,19509,C,0,182.1306501986916,1.370052153068866,182.1306501986916,1.370052153068866,0,0,0,0,0,0,0,0,0.41892714908377127,0,0,0,"[0.9997335495289137, 0.00026645047108632023]",0.47155814032194343
10,927,724,19620,C,0,164.3785859825423,1.1858962397867896,164.3785859825423,1.1858962397867896,0,0,0,0,0,0,0,0,0.36261694836230973,0,0,0,"[0.9997626906063507, 0.00023730939364933457]",0.5929305915464174
11,820,251,20326,C,0,206.03209518950456,1.579386084136191,206.03209518950456,1.579386084136191,0,0,0,0,0,0,0,0,0.4829361481223101,0,0,0,"[0.99990439462426, 9.560537574004821e-05]",0.1819080104820543
12,267,74,21770,C,0,160.1931387823919,1.1750804173582878,160.1931387823919,1.1750804173582878,0,0,0,0,0,0,0,0,0.3593097445855635,0,0,0,"[0.9996125890800377, 0.00038741091996229783]",0.9826637668690068
13,583,838,22004,C,0,168.5602485804041,0.9364466007204251,168.5602485804041,0.9364466007204251,0,0,0,0,0,0,0,0,0.2863415847566477,0,0,0,"[0.9808892098350812, 0.01911079016491884]",0.7824628877112513
14,472,745,22123,C,0,148.66043108986958,1.2548870109523287,148.66043108986958,1.2548870109523287,0,0,0,0,0,0,0,0,0.3837125738191439,0,0,0,"[0.9999622754183398, 3.7724581660197926e-05]",0.42620480895112
15,570,686,22375,C,0,143.59072721810188,0.8010588132360398,143.59072721810188,0.8010588132360398,0,0,0,0,0,0,0,0,0.2449434381937248,0,0,0,"[0.9999429086668707, 5.7091333129150824e-05]",0.23949555114062449
16,134,708,22430,C,0,170.5024432363318,1.5870662237577067,170.5024432363318,1.5870662237577067,0,0,0,0,0,0,0,0,0.4852845397430232,0,0,0,"[0.9996029834611184, 0.0003970165388816359]",0.06621654346819739
17,421,329,22479,C,0,104.21924935262183,0.6747031159117508,104.21924935262183,0.6747031159117508,0,0,0,0,0,0,0,0,0.2063070753866693,0,0,0,"[0.9665492397852814, 0.03345076021471867]",0.5366773672530369
18,159,533,22918,C,0,244.29913898470053,1.8756455991710883,244.29913898470053,1.8756455991710883,0,0,0,0,0,0,0,0,0.5735247828283001,0,0,0,"[0.9849853001197578, 0.01501469988024218]",0.6539939498615048
19,719,759,23075,C,0,64.56488937063357,0.38734955365171553,64.56488937063357,0.38734955365171553,0,0,0,0,0,0,0,0,0.11844165482803184,0,0,0,"[0.8755760967584127, 0.1244239032415873]",0.17099715195569665
20,478,1039,23309,C,0,242.27621277627622,1.7926832080123767,242.27621277627622,1.7926832080123767,0,0,0,0,0,0,0,0,0.5481569908567014,0,0,0,"[0.9989314572490615, 0.0010685427509385039]",0.9106092331557781
21,173,79,23501,T,0,1654.266481451578,1.2859230295002453,0,0,0,0,0,0,1654.266481451578,1.285923029500245,0,0,0,0,0,0,"[0.8557193507424874, 0.14428064925751266]",0.11273391225879248
22,214,236,23710,C,0,73.4012347560767,0.4077849751344095,73.4012347560767,0.4077849751344095,0,0,0,0,0,0,0,0,0.12469028765773399,0,0,0,"[0.9569230154334344, 0.0430769845665657]",0.48681241232398476
23,651,333,23944,C,0,150.2977407078296,0.8743742458188883,150.2977407078296,0.8743742458188883,0,0,0,0,0,0,0,0,0.26736143526557227,0,0,0,"[0.9900817326620305, 0.009918267337969541]",0.7337918952428744
24,1011,113,24021,C,0,105.0892251249365,0.9951786128090573,105.0892251249365,0.9951786128090573,0,0,0,0,0,0,0,0,0.30430034226024427,0,0,0,"[0.9556848947810147, 0.04431510521898537]",0.16795142577598
25,337,367,24102,C,0,6.881436286655325,0.05636714437548013,6.881436286655325,0.05636714437548013,0,0,0,0,0,0,0,0,0.017235641024554688,0,0,0,"[0.6686066748592147, 0.3313933251407853]",0.9322981069702378
26,923,686,24109,C,0,114.42512187936462,1.1124673837154309,114.42512187936462,1.1124673837154309,0,0,0,0,0,0,0,0,0.3401642692686324,0,0,0,"[0.9333429760412583, 0.06665702395874182]",0.28885897870315014
27,12,329,24164,C,0,132.4406338439492,1.515898370854897,132.4406338439492,1.515898370854897,0,0,0,0,0,0,0,0,0.4635232179888077,0,0,0,"[0.999896903388955, 0.00010309661104504497]",0.4137903881857251
28,343,498,24428,C,0,61.84031010455187,0.489649736423967,61.84031010455187,0.489649736423967,0,0,0,0,0,0,0,0,0.14972245229514394,0,0,0,"[0.9851501606847632, 0.014849839315236854]",0.9493145312687986
29,142,950,24491,C,0,205.02231690895323,1.6771553029357305,205.02231690895323,1.6771553029357305,0,0,0,0,0,0,0,0,0.5128314918930518,0,0,0,"[0.9702792123758663, 0.029720787624133667]",0.8739642384469052
30,1021,161,25088,T,0,933.5702375786063,0.7256989618171651,0,0,0,0,0,0,933.5702375786063,0.7256989618171651,0,0,0,0,0,0,"[0.07759966499935925, 0.9224003350006408]",0.8527598790370532
31,1021,270,25200,C,0,182.0140597944548,1.1505403729091301,182.0140597944548,1.1505403729091301,0,0,0,0,0,0,0,0,0.35180602231014013,0,0,0,"[0.9996664535601191, 0.0003335464398808164]",0.6451502160488267
32,642,214,25221,C,0,185.78525610171954,1.3189851800059877,185.78525610171954,1.3189851800059877,0,0,0,0,0,0,0,0,0.40331216582225893,0,0,0,"[0.9923263337793193, 0.00767366622068077]",0.9273947881336564
33,1056,1042,25384,C,0,92.124072788638,1.3280511597643836,92.124072788638,1.3280511597643836,0,0,0,0,0,0,0,0,0.40608431215649043,0,0,0,"[0.998773248711833, 0.0012267512881669093]",0.6255181227773208
34,825,171,25450,C,0,295.65380009317664,2.3582521757806796,295.65380009317664,2.3582521757806796,0,0,0,0,0,0,0,0,0.721093615748467,0,0,0,"[0.9994551773764068, 0.000544822623593198]",0.6856470173001655
35,32,75,25580,C,0,22.600147935330497,0.1255564813653186,22.600147935330497,0.1255564813653186,0,0,0,0,0,0,0,0,0.03839198286688775,0,0,0,"[0.6423107616955611, 0.35768923830443883]",0.7192574923879541
36,47,661,25647,C,0,233.22578309967858,1.5465766233280696,233.22578309967858,1.5465766233280696,0,0,0,0,0,0,0,0,0.4729038483674913,0,0,0,"[0.9999919042621757, 8.09573782432548e-06]",0.7872230342562792
37,246,839,25747,C,0,231.69796238758337,1.9823875559415445,231.69796238758337,1.9823875559415445,0,0,0,0,0,0,0,0,0.6061637619630035,0,0,0,"[0.9999276715350506, 7.232846494954625e-05]",0.517085766176253
38,961,80,25783,C,0,181.83144633357284,1.4419171128354258,181.83144633357284,1.4419171128354258,0,0,0,0,0,0,0,0,0.44090162841040714,0,0,0,"[0.9975229188331483, 0.0024770811668517545]",0.5941143914084414
39,342,636,25938,C,0,184.49128567704335,1.3158956645660604,184.49128567704335,1.3158956645660604,0,0,0,0,0,0,0,0,0.40236747047442123,0,0,0,"[0.9995618672465002, 0.0004381327534997995]",0.9494202026879892
