Transit Fare ($),Micro distance based fare ($/mile),Micro start fare ($),Fleet size,Peak fare factor,Off-Peak fare factor,Fixed to micro factor,Micro to fixed factor,Total subsidy ($),Total mob. Logsum increase with micro,car_users,car_mode_share (%),trsit_mode_users (W_M_F),transit_mode_share (%),pure_M_users,M_mode_share (%),M_trips,pure_F_users,F_mode_share (%),F_trips,pure_walk_users,W_mode_share (%),walk_users,M_pls_F_users,M_pls_F_mode_share (%),F_oper_cost ($),M_oper_cost ($),F_revenue ($),M_revenue ($),Total_T_revenue ($),sub_per_F_trip ($),sub_per_F_rider ($),sub_per_M_trip ($),sub_per_M_rider ($),sub_per_T_trip ($),sub_per_T_rider ($),sub_per_M_pax_mile ($/mi),sub_per_F_pax_mile ($/mi),sub_per_T_pax_mile ($/mi),sub_per_M_VMT ($/mi),sub_per_F_VMT ($/mi),sub_per_T_VMT ($/mi),tt_auto_gas_cost ($),auto_gas_cost_per_mile ($/mi),avg_M_fare,avg_F_fare,avg_T_fare,avg_auto_gas_cost,tt_o_pckt_cost ($),tt_gen_cost,tt_mode_switch,M_avg_wait_time (s),F_avg_wait_time (s),avg_walk_time (s),tt_walk_time (h),car_VMT (mi),M_VMT (mi),M_PMT (mi),M_PMT/M_VMT,F_VMT (mi),F_PMT (mi),F_PMT/F_VMT,tt_VMT (mi),tt_walk_dist (mi),wghted_acc_emp_5_min,wghted_acc_emp_10_min,wghted_acc_emp_15_min,M_util_rate (%),M_veh_occ,M_avg_speed (mph)
3.7,4.2,2.0,4,1.9233626127243042,0.10792212188243866,0.6650616526603699,0.1482965648174286,-9989.014572903256,1744.3068569675181,3407.0,0.905394631942599,356.0,0.09460536805740101,190.0,0.050491629019399416,213.0,12.0,0.0031889449906989105,28.0,138.0,0.03667286739303747,241.0,16.0,0.004251926654265214,3157.5551018271553,7933.659821816982,72.36873588843906,1029.831614852441,1102.20035074088,110.18522735495415,110.18522735495415,32.41233899983352,33.513729160022045,41.448193248561225,45.821167765611264,26.339718309193078,101.75901672364122,34.15915486354832,15.75393094573652,2.0128451612004556,5.068050005627252,1452.0974581928167,0.3057745999999998,4.999182596371073,2.584597710301395,5.055964911655413,0.42620999653443403,2554.2978089336966,4480.288847672836,227.0,295.62407079517436,450.0,555.8607750623864,37.21179077500976,4748.914586734208,438.22892399010556,262.1071389573278,0.5981055211299693,1532.7489791111002,30.318555203,0.01978050914806865,6719.8924898354135,103.01131111263805,260.7296383840073,3833.3920020696223,6263.803449019909,19.86003784216828,0.5965981245511325,28.018612209024518
0.2,2.4000000000000004,0.2,6,2.6451517334207892,0.7721668435260653,0.23473090212792158,0.5856570582836866,-13919.638157260239,1944.5074126864079,3184.0,0.8461334041987776,579.0,0.15386659580122242,209.0,0.05554079192133936,432.0,106.0,0.028169014084507043,286.0,102.0,0.02710603242094074,375.0,162.0,0.04305075737443529,3157.5551018271553,11870.208238099953,59.76971269502816,1048.3554699718406,1108.1251826668688,10.831417444517927,11.558900705716892,25.050585111407667,29.169414469348013,19.386682670278883,29.181631356939704,35.02253243522327,10.225022246393358,22.74606395879719,19.39192327659723,2.0210650480606756,6.657537655272497,1335.6360838482362,0.3057745999999986,2.825755983751592,0.2230213160262245,2.3231135904965803,0.4194836946759536,2443.761266515105,4720.203385958219,287.0,218.32755376175487,470.45454545454544,436.4422159421115,45.46273082730328,4368.041308363227,558.059797049025,308.99686617876415,0.5536984886076987,1532.7489791111002,302.9612370989999,0.19765874336102884,6458.850084523352,126.37682678910329,216.5905377408328,3528.8890619250765,6192.813867185153,18.51829551603289,0.5039347237996811,26.927307312051845
2.1,3.0,2.3000000000000003,2,3.2702424358576536,0.6056966064497828,0.8051407197490335,0.7813988691195846,-6027.806966110225,1301.100941777713,3433.0,0.91230401275578,330.0,0.08769598724422004,126.0,0.03348392240233856,139.0,36.0,0.009566834972096731,47.0,158.0,0.04198777571086899,239.0,10.0,0.0026574541589157587,3157.5551018271553,3988.5646079530466,103.4274966954049,1014.8852469745705,1118.3127436699754,64.98143840705852,66.39407837242936,21.39337669768688,21.865289418959385,32.40756433392594,35.045389337850146,18.29293586478114,58.47462949915026,28.06387261716209,10.240797380137154,1.9925817252234974,3.3063052814201703,1467.2762800995467,0.30577460000000023,7.462391521871842,2.2484238412044544,6.50181827715102,0.4274035188172289,2585.589023769522,4482.307017562632,122.0,236.2501274825019,450.0,658.6093582402424,43.72434350539387,4798.5551451937,290.3757637804811,162.55889065372034,0.5598225159611184,1532.7489791111002,52.229960776,0.03407600428237777,6621.679888085281,122.12193869357817,219.6446768595903,3477.28596486609,6182.01211479768,26.265562700461253,0.5598740486503505,27.967888285672178
4.4,1.2000000000000002,1.5,6,1.0360705787315965,0.26957130059599876,0.3449036069214344,0.46903396118432283,-14362.991030512763,2701.5994590006007,3139.0,0.8341748604836566,624.0,0.16582513951634334,495.0,0.13154398086633007,496.0,1.0,0.00026574541589157585,2.0,127.0,0.033749667818230134,431.0,1.0,0.00026574541589157585,3157.5551018271553,12011.867724103146,8.800000190734863,797.6317952268045,806.4317954175393,1574.3775508182102,1574.3775508182102,22.609346630799077,22.609346630799077,28.84134745082884,28.899378331011597,16.931945089477146,1183.4263657238937,21.5993585431004,10.967284184804102,2.054318837949906,5.620937478635971,1340.7380336533583,0.30577459999999984,1.60812861940888,4.400000095367432,1.6225991859507833,0.4271226612466895,2147.169829070898,4779.030168893863,661.0,371.9369152516522,450.0,353.0480333044573,42.26769509839475,4384.726637377202,1022.5171282070366,662.3123255842447,0.6477273654531305,1532.7489791111002,2.660710622,0.001735907613223822,6939.992744695339,112.87799045481431,198.26779527355652,2854.091923265381,6058.759720022135,31.02915104849977,0.658844396688844,28.040817548619067
4.6000000000000005,3.7,0.7000000000000001,7,1.73068614769727,0.20826330315321684,0.8937937626615167,0.9418508624657989,-15925.303072076282,1988.2190022867042,3357.0,0.8921073611480203,406.0,0.1078926388519798,264.0,0.07015678979537603,266.0,6.0,0.0015944724953494552,8.0,134.0,0.035609885729471165,241.0,2.0,0.0005314908317831517,3157.5551018271553,13814.67016044691,36.79999923706055,1010.122190960725,1046.9221901977855,390.09438782376185,390.09438782376185,48.137398381527014,48.137398381527014,58.12154405867256,58.54890835322163,38.12156881312279,368.3439716628905,46.24613979875797,23.716422696705727,2.036051007125733,7.683542459256942,1436.2984401083402,0.3057745999999985,3.797451845717011,4.599999904632568,3.8489786404330353,0.42785178436352106,2483.2206303061257,4510.713910034053,256.0,212.8592789218707,450.0,595.8275232034184,39.887342525562175,4697.245749347222,539.9021653997072,335.8872252150968,0.6221260938385541,1532.7489791111002,8.472393584999999,0.005527580641360769,6769.896893858029,111.27785832733488,264.2308123324083,3918.29709526738,6290.753565493095,14.329172969055389,0.6215267737999343,27.490378706249007
1.8,0.4,1.5,3,3.9642886612564325,0.91938491538167,0.447654876857996,0.25400536227971315,-8471.132964935126,2204.013642495358,3276.0,0.8705819824608025,487.0,0.12941801753919746,340.0,0.0903534414031358,359.0,13.0,0.0034546904065904864,30.0,118.0,0.03135795907520595,373.0,16.0,0.004251926654265214,3157.5551018271553,6075.593703886066,45.1441922149607,716.8716485631342,762.0158407780948,103.7470303204065,107.32451412455843,14.926802382515131,15.052590043041944,21.776691426568448,22.95699990497324,11.40777119380151,84.70922819781795,16.725324734122395,7.2449283766311945,2.03060706745158,3.7278345463207154,1389.8422571431622,0.3057745999999991,2.0136844060762193,1.5566962832745068,2.06508357934443,0.4242497732427235,2151.858097921257,4659.246869556893,491.0,450.42320466328994,510.0,367.8371405912442,38.1120148445928,4545.316246487335,739.6514881510359,469.74312197238226,0.63508710453167,1532.7489791111002,36.742288601000006,0.02397149768275055,6817.716713749471,101.49737802351208,197.99896859506472,2340.283623113222,5579.191204046777,44.25183641209187,0.5950559024287427,28.147187801692958
1.2000000000000002,4.9,1.0,5,3.076189818792045,0.710916068404913,0.5022489037364721,0.11282549425959587,-11948.17452160424,1352.012508206416,3436.0,0.9131012490034547,327.0,0.08689875099654532,92.0,0.02444857826202498,171.0,44.0,0.011692798299229338,100.0,137.0,0.03640712197714589,237.0,54.0,0.014350252458145097,3157.5551018271553,9816.706322434246,89.33578299028798,936.7511196668706,1026.0869026571586,30.682193188368675,31.308360396294564,51.92956258928289,60.82161097785873,44.08920487676841,62.88512906107495,75.30430598120438,26.646566144461016,51.265204989482775,40.601643712465226,2.0017754770361975,6.821843819353042,1459.276801053616,0.3057745999999994,6.416103559362128,0.9115896223498774,5.400457382406098,0.4247022121809127,2485.3637037107746,4455.069069144225,107.0,185.61507153009975,454.5,720.8342652079098,47.45492245952072,4772.393786317172,218.70925388277112,117.92094870356779,0.5391676237292355,1532.7489791111002,115.14501726799999,0.07512320597647829,6523.8520193110435,132.7985315649257,377.01834328254023,4374.622637649161,6338.389241320093,8.84475666814984,0.4779913153824784,26.68148725149162
2.7,1.6,2.8000000000000003,4,2.353642515838146,0.4216752825304866,0.08894799929112196,0.6756818424910307,-10163.820669944273,2212.5586427047247,3266.0,0.8679245283018868,497.0,0.1320754716981132,331.0,0.08796173266011162,354.0,11.0,0.0029231995748073346,33.0,134.0,0.035609885729471165,350.0,21.0,0.005580653733723093,3157.5551018271553,8012.095948522628,96.68945673994585,909.1409236655658,1005.8303804055116,92.7535043965821,95.6520514089753,20.06484470298605,20.178849502434836,26.26310250631595,27.999505977807914,16.792398447496492,71.8524335182326,21.830183924137952,10.214251133374582,1.996977774444399,4.561560511015489,1395.4110875587912,0.3057745999999997,2.582786714958994,3.021545523123308,2.7708825906487924,0.42725385412087913,2401.241467964303,4648.311445255935,407.0,339.16268348046236,450.0,457.16225563061954,44.446330408532454,4563.528453831001,695.3965525332046,422.986332004051,0.6082663632184944,1532.7489791111002,42.599331647,0.027792764651981685,6791.673985475305,121.05117289663157,218.30226583224865,3291.2342972068473,6078.269548001313,32.23048651965197,0.6041102928134853,27.67791493906164
3.0,2.7,0.9,2,2.8657460436224937,0.3569219820201397,0.9519641194492579,0.8929088385775685,-6285.941755069776,1531.7603255272286,3447.0,0.916024448578262,316.0,0.08397555142173797,161.0,0.042785011958543714,174.0,8.0,0.002125963327132607,19.0,136.0,0.03614137656125432,241.0,11.0,0.0029231995748073346,3157.5551018271553,4020.7477331304876,64.07235860824585,828.2887212796211,892.3610798878669,162.81488122204786,162.81488122204786,18.34746558534981,18.560808208435272,32.569646399325265,34.921898639276534,15.260610874660907,138.74587347764742,27.154028495113867,8.063919490416223,2.0182579048351013,3.2592559372233687,1468.1664563520728,0.3057746000000002,4.8156321004629135,3.372229400433992,4.957561554932594,0.4259258649121186,2360.5275362399398,4427.876185652108,202.0,347.1443505769466,473.6842105263158,630.2765282283145,42.19351202861772,4801.466362320716,395.8942069852047,209.19601699245894,0.5284139381212946,1532.7489791111002,22.296034222000003,0.014546435538929751,6730.109548417021,116.70444832029463,231.04651727565783,3159.9012939506933,5892.47413258727,34.79469273655666,0.5154857408281042,28.444519109164297
0.9,0.6000000000000001,2.9000000000000004,7,2.0969881741330028,0.5208022622391582,0.39803708996623755,0.33030617143958807,-16086.633817052067,2512.6486566624744,3155.0,0.8384267871379218,608.0,0.16157321286207812,397.0,0.10550093010895562,410.0,38.0,0.010098325803879883,52.0,160.0,0.04251926654265214,376.0,13.0,0.0034546904065904864,3157.5551018271553,13901.906192756214,44.35640770709756,928.4710698242038,972.8274775313014,59.86920565615495,61.04311164941289,31.642524690078076,31.642524690078076,34.819553716562915,35.90766477020551,23.77270649084214,51.60376134749644,26.543101104651893,15.707822301627983,2.0311210358303553,6.820211188891144,1339.981058750652,0.3057745999999997,2.2645635849370827,0.8697334844528933,2.171489905203798,0.42471665887500853,2312.8085362819534,4751.302116418574,409.0,239.41187344646588,450.0,523.2607003897124,54.65167315181441,4382.251039656837,825.9219434629983,545.72814954535,0.6607502729097775,1532.7489791111002,60.32891038999998,0.039359941655278105,6740.921962230936,151.67647881051647,199.87394671306456,3439.8861936591748,6222.360898413678,22.001026412250383,0.6598458435759847,27.398253853765965
