,household_id,origin,destination,depart,home_zone_id,income,emp_15min
179,443604,9410.0,1295.0,16.0,1295,60424,98.97037037037036
180,443638,1295.0,9411.0,11.0,1295,103600,98.97037037037036
181,443638,9411.0,1295.0,20.0,1295,103600,98.97037037037036
182,443641,1295.0,9395.0,12.0,1295,53623,98.97037037037036
183,443641,9395.0,1295.0,13.0,1295,53623,98.97037037037036
184,604303,1295.0,948.0,11.0,1295,92102,98.97037037037036
185,604303,948.0,1295.0,11.0,1295,92102,98.97037037037036
186,627372,1295.0,9414.0,14.0,1295,27257,98.97037037037036
187,627372,9414.0,9409.0,16.0,1295,27257,98.97037037037036
188,627372,9409.0,1295.0,17.0,1295,27257,98.97037037037036
189,638208,1295.0,9414.0,16.0,1295,53234,98.97037037037036
190,638208,9414.0,9417.0,16.0,1295,53234,98.97037037037036
191,638208,9417.0,1295.0,16.0,1295,53234,98.97037037037036
192,640324,1295.0,9344.0,8.0,1295,49456,98.97037037037036
193,640324,9344.0,9326.0,16.0,1295,49456,98.97037037037036
194,640324,9326.0,1295.0,17.0,1295,49456,98.97037037037036
195,640324,1295.0,9423.0,16.0,1295,49456,98.97037037037036
196,640324,9423.0,1295.0,18.0,1295,49456,98.97037037037036
197,647802,9409.0,1295.0,16.0,1295,58636,98.97037037037036
198,755300,9321.0,1295.0,22.0,1295,22473,98.97037037037036
199,755300,1295.0,9344.0,8.0,1295,22473,98.97037037037036
200,755300,9344.0,1295.0,9.0,1295,22473,98.97037037037036
201,760952,1295.0,9280.0,10.0,1295,174046,98.97037037037036
202,760952,9280.0,1295.0,10.0,1295,174046,98.97037037037036
203,760952,1295.0,9409.0,16.0,1295,174046,98.97037037037036
204,760952,9409.0,1295.0,16.0,1295,174046,98.97037037037036
205,761592,1295.0,9320.0,9.0,1295,62569,98.97037037037036
206,761592,9320.0,9372.0,9.0,1295,62569,98.97037037037036
207,761592,9372.0,1295.0,9.0,1295,62569,98.97037037037036
208,761592,1295.0,9235.0,14.0,1295,62569,98.97037037037036
209,761592,9235.0,1295.0,14.0,1295,62569,98.97037037037036
210,762228,1295.0,1293.0,10.0,1295,40155,98.97037037037036
211,762228,1293.0,1295.0,12.0,1295,40155,98.97037037037036
212,765209,1295.0,9423.0,12.0,1295,121532,98.97037037037036
213,765209,9423.0,1295.0,14.0,1295,121532,98.97037037037036
214,819690,9249.0,1295.0,19.0,1295,273772,98.97037037037036
215,829885,1295.0,1293.0,18.0,1295,46455,98.97037037037036
216,829885,1293.0,1295.0,18.0,1295,46455,98.97037037037036
217,834848,948.0,9430.0,10.0,1295,33513,98.97037037037036
218,854294,9414.0,1295.0,23.0,1295,96912,98.97037037037036
219,911290,1295.0,9392.0,9.0,1295,7599,98.97037037037036
220,913309,1295.0,9252.0,7.0,1295,32562,98.97037037037036
221,913309,1295.0,9243.0,8.0,1295,32562,98.97037037037036
222,913309,9243.0,9246.0,18.0,1295,32562,98.97037037037036
223,913309,9246.0,1295.0,18.0,1295,32562,98.97037037037036
224,917857,9297.0,1295.0,10.0,1295,161609,98.97037037037036
225,925264,1295.0,9328.0,15.0,1295,2994,98.97037037037036
226,925264,9328.0,1295.0,15.0,1295,2994,98.97037037037036
227,925264,1295.0,1293.0,18.0,1295,2994,98.97037037037036
228,925264,1293.0,1295.0,18.0,1295,2994,98.97037037037036
229,925264,1295.0,9249.0,17.0,1295,2994,98.97037037037036
230,925264,9249.0,1295.0,18.0,1295,2994,98.97037037037036
231,930706,1295.0,9417.0,9.0,1295,7445,98.97037037037036
232,930706,9417.0,1295.0,13.0,1295,7445,98.97037037037036
233,934865,9372.0,1295.0,15.0,1295,52345,98.97037037037036
234,1011011,1295.0,9393.0,8.0,1295,50178,98.97037037037036
235,1017678,1295.0,1295.0,16.0,1295,106299,98.97037037037036
236,1017678,1295.0,1295.0,17.0,1295,106299,98.97037037037036
237,1034925,1295.0,9281.0,8.0,1295,42428,98.97037037037036
238,1034925,9281.0,1295.0,12.0,1295,42428,98.97037037037036
239,1053605,9409.0,1295.0,17.0,1295,166940,98.97037037037036
240,1055028,9411.0,1295.0,18.0,1295,113103,98.97037037037036
241,1085115,9400.0,1295.0,19.0,1295,96208,98.97037037037036
242,1097295,1295.0,9342.0,6.0,1295,66502,98.97037037037036
243,1097295,9342.0,9391.0,13.0,1295,66502,98.97037037037036
244,1097295,9391.0,9446.0,13.0,1295,66502,98.97037037037036
245,1097295,9446.0,1295.0,13.0,1295,66502,98.97037037037036
246,29989,1296.0,9329.0,6.0,1296,12305,274.28809523809525
247,29989,9329.0,1296.0,10.0,1296,12305,274.28809523809525
248,29989,1296.0,9329.0,16.0,1296,12305,274.28809523809525
249,30024,1296.0,9317.0,16.0,1296,101370,274.28809523809525
250,30101,1296.0,9445.0,16.0,1296,118335,274.28809523809525
251,30101,9445.0,1296.0,17.0,1296,118335,274.28809523809525
252,30160,1296.0,9402.0,8.0,1296,257894,274.28809523809525
253,30236,1296.0,9398.0,15.0,1296,140289,274.28809523809525
254,30236,9398.0,1296.0,16.0,1296,140289,274.28809523809525
255,30247,1296.0,9400.0,17.0,1296,61675,274.28809523809525
256,30247,9400.0,1296.0,18.0,1296,61675,274.28809523809525
257,30272,1296.0,9414.0,17.0,1296,18884,274.28809523809525
258,30272,9414.0,1296.0,17.0,1296,18884,274.28809523809525
259,30274,1288.0,1296.0,16.0,1296,19824,274.28809523809525
260,30274,1296.0,9400.0,18.0,1296,19824,274.28809523809525
261,30274,9400.0,1296.0,19.0,1296,19824,274.28809523809525
262,30299,1296.0,9358.0,14.0,1296,56193,274.28809523809525
263,30299,9358.0,1296.0,15.0,1296,56193,274.28809523809525
264,30299,1296.0,9414.0,16.0,1296,56193,274.28809523809525
265,30299,9414.0,1296.0,19.0,1296,56193,274.28809523809525
266,30301,1296.0,9391.0,14.0,1296,48622,274.28809523809525
267,30301,9391.0,9223.0,15.0,1296,48622,274.28809523809525
268,30301,9223.0,9414.0,15.0,1296,48622,274.28809523809525
269,30301,9414.0,1296.0,18.0,1296,48622,274.28809523809525
270,30472,1296.0,1293.0,12.0,1296,95856,274.28809523809525
271,30472,1293.0,1296.0,14.0,1296,95856,274.28809523809525
272,30472,1296.0,9304.0,18.0,1296,95856,274.28809523809525
273,30472,9304.0,1296.0,18.0,1296,95856,274.28809523809525
274,30472,1296.0,9429.0,16.0,1296,95856,274.28809523809525
275,30472,1296.0,9409.0,10.0,1296,95856,274.28809523809525
276,30472,9409.0,1296.0,10.0,1296,95856,274.28809523809525
277,30519,1296.0,9391.0,11.0,1296,32834,274.28809523809525
278,30519,9391.0,1294.0,15.0,1296,32834,274.28809523809525
279,30519,1294.0,1296.0,15.0,1296,32834,274.28809523809525
280,705133,9400.0,1296.0,22.0,1296,68986,274.28809523809525
281,711744,1296.0,9358.0,10.0,1296,53791,274.28809523809525
282,711744,1296.0,1293.0,12.0,1296,53791,274.28809523809525
283,711744,1293.0,1296.0,12.0,1296,53791,274.28809523809525
284,767689,1296.0,1296.0,15.0,1296,77675,274.28809523809525
285,860378,1296.0,9315.0,10.0,1296,49789,274.28809523809525
286,860378,9315.0,1296.0,19.0,1296,49789,274.28809523809525
287,860378,1296.0,9233.0,7.0,1296,49789,274.28809523809525
288,860378,9233.0,1296.0,17.0,1296,49789,274.28809523809525
289,904783,1296.0,9226.0,9.0,1296,48066,274.28809523809525
290,904783,9226.0,1296.0,13.0,1296,48066,274.28809523809525
291,1012819,1296.0,9330.0,6.0,1296,41832,274.28809523809525
292,1012819,9330.0,1296.0,15.0,1296,41832,274.28809523809525
293,1025726,1296.0,9394.0,8.0,1296,11193,274.28809523809525
294,1025726,9394.0,9391.0,9.0,1296,11193,274.28809523809525
295,1025726,9391.0,1296.0,18.0,1296,11193,274.28809523809525
296,1043866,1296.0,9414.0,8.0,1296,186445,274.28809523809525
297,1048543,1296.0,9390.0,8.0,1296,45510,274.28809523809525
298,1048543,9390.0,1296.0,15.0,1296,45510,274.28809523809525
299,1048543,1296.0,9246.0,18.0,1296,45510,274.28809523809525
300,1048543,9246.0,1296.0,21.0,1296,45510,274.28809523809525
301,1048543,9397.0,1296.0,22.0,1296,45510,274.28809523809525
302,1048543,9397.0,1296.0,18.0,1296,45510,274.28809523809525
303,1101525,1296.0,1293.0,9.0,1296,102192,274.28809523809525
304,1101525,9421.0,1296.0,11.0,1296,102192,274.28809523809525
305,1134409,1296.0,1288.0,11.0,1296,129524,274.28809523809525
306,1134409,1288.0,1296.0,11.0,1296,129524,274.28809523809525
307,30018,1291.0,1291.0,10.0,1291,5527,129.31829805996472
308,30018,1291.0,1291.0,18.0,1291,5527,129.31829805996472
309,30018,1291.0,9425.0,16.0,1291,5527,129.31829805996472
310,30018,9425.0,9285.0,16.0,1291,5527,129.31829805996472
311,30018,9285.0,9307.0,17.0,1291,5527,129.31829805996472
312,30018,9307.0,9414.0,17.0,1291,5527,129.31829805996472
313,30018,9414.0,1291.0,17.0,1291,5527,129.31829805996472
314,30023,9225.0,9410.0,10.0,1291,19995,129.31829805996472
315,30023,9246.0,9225.0,10.0,1291,19995,129.31829805996472
316,30023,1291.0,9225.0,6.0,1291,19995,129.31829805996472
317,30023,9225.0,1291.0,16.0,1291,19995,129.31829805996472
318,30023,1291.0,1293.0,14.0,1291,19995,129.31829805996472
319,30023,1293.0,1291.0,14.0,1291,19995,129.31829805996472
320,30048,1291.0,9330.0,8.0,1291,85486,129.31829805996472
321,30092,1291.0,1291.0,8.0,1291,106416,129.31829805996472
322,30092,1291.0,1289.0,17.0,1291,106416,129.31829805996472
323,30092,1289.0,1291.0,17.0,1291,106416,129.31829805996472
324,30092,9374.0,1291.0,18.0,1291,106416,129.31829805996472
325,30092,1291.0,1291.0,13.0,1291,106416,129.31829805996472
326,30092,1291.0,1291.0,21.0,1291,106416,129.31829805996472
327,30109,1291.0,1293.0,14.0,1291,7522,129.31829805996472
328,30109,1293.0,1291.0,14.0,1291,7522,129.31829805996472
329,30188,1291.0,1293.0,15.0,1291,58279,129.31829805996472
330,30200,1291.0,9366.0,10.0,1291,108410,129.31829805996472
331,30200,9366.0,1291.0,11.0,1291,108410,129.31829805996472
332,30200,9225.0,1291.0,10.0,1291,108410,129.31829805996472
333,30200,1291.0,1288.0,12.0,1291,108410,129.31829805996472
334,30200,1288.0,1291.0,12.0,1291,108410,129.31829805996472
335,30212,1291.0,9366.0,8.0,1291,139401,129.31829805996472
336,30212,9366.0,1291.0,15.0,1291,139401,129.31829805996472
337,30212,1291.0,9300.0,20.0,1291,139401,129.31829805996472
338,30212,9300.0,1291.0,20.0,1291,139401,129.31829805996472
339,30212,1291.0,9372.0,7.0,1291,139401,129.31829805996472
340,30292,9398.0,1291.0,19.0,1291,37891,129.31829805996472
341,30292,9414.0,1291.0,12.0,1291,37891,129.31829805996472
342,30302,1291.0,9348.0,9.0,1291,72409,129.31829805996472
343,30302,9348.0,1291.0,14.0,1291,72409,129.31829805996472
344,30302,1291.0,9277.0,11.0,1291,72409,129.31829805996472
345,30302,9277.0,9272.0,17.0,1291,72409,129.31829805996472
346,30302,9272.0,1291.0,20.0,1291,72409,129.31829805996472
347,30328,1288.0,1291.0,15.0,1291,19226,129.31829805996472
348,30328,1291.0,948.0,11.0,1291,19226,129.31829805996472
349,30328,948.0,1291.0,15.0,1291,19226,129.31829805996472
350,30388,1291.0,948.0,10.0,1291,78903,129.31829805996472
351,30388,948.0,1291.0,15.0,1291,78903,129.31829805996472
352,30392,1291.0,9319.0,8.0,1291,62450,129.31829805996472
353,30392,9319.0,1291.0,15.0,1291,62450,129.31829805996472
354,30397,1291.0,9397.0,6.0,1291,4913,129.31829805996472
355,30397,9397.0,1291.0,15.0,1291,4913,129.31829805996472
356,30397,948.0,1291.0,18.0,1291,4913,129.31829805996472
357,30397,1291.0,9348.0,6.0,1291,4913,129.31829805996472
358,30397,9348.0,1291.0,11.0,1291,4913,129.31829805996472
359,30429,1291.0,9371.0,7.0,1291,30192,129.31829805996472
360,30429,9371.0,1291.0,13.0,1291,30192,129.31829805996472
361,30429,1291.0,9319.0,6.0,1291,30192,129.31829805996472
362,30429,9319.0,1291.0,16.0,1291,30192,129.31829805996472
363,30466,9421.0,1291.0,17.0,1291,11536,129.31829805996472
364,30466,1291.0,9410.0,8.0,1291,11536,129.31829805996472
365,30466,9410.0,1291.0,9.0,1291,11536,129.31829805996472
366,30466,948.0,1293.0,8.0,1291,11536,129.31829805996472
367,30466,1293.0,1291.0,8.0,1291,11536,129.31829805996472
368,30504,1291.0,9421.0,9.0,1291,197030,129.31829805996472
369,30504,9421.0,1291.0,14.0,1291,197030,129.31829805996472
370,443616,1291.0,1293.0,11.0,1291,11108,129.31829805996472
371,443622,1291.0,9393.0,11.0,1291,39854,129.31829805996472
372,443622,9393.0,1291.0,11.0,1291,39854,129.31829805996472
373,443629,1293.0,1291.0,10.0,1291,7215,129.31829805996472
374,592100,1291.0,9368.0,15.0,1291,64476,129.31829805996472
375,592100,9368.0,1291.0,15.0,1291,64476,129.31829805996472
376,592100,1293.0,9365.0,15.0,1291,64476,129.31829805996472
377,592100,1291.0,9400.0,18.0,1291,64476,129.31829805996472
378,592100,9400.0,1291.0,19.0,1291,64476,129.31829805996472
379,639636,1291.0,9409.0,8.0,1291,36049,129.31829805996472
380,639636,9409.0,1291.0,9.0,1291,36049,129.31829805996472
381,639636,1291.0,9402.0,15.0,1291,36049,129.31829805996472
382,639636,9402.0,1291.0,18.0,1291,36049,129.31829805996472
383,639636,1291.0,9322.0,8.0,1291,36049,129.31829805996472
384,639636,9322.0,1291.0,14.0,1291,36049,129.31829805996472
385,641801,1291.0,9372.0,11.0,1291,48456,129.31829805996472
386,641801,9372.0,1291.0,17.0,1291,48456,129.31829805996472
387,641801,1291.0,1291.0,8.0,1291,48456,129.31829805996472
388,641801,1291.0,1291.0,13.0,1291,48456,129.31829805996472
389,651882,1291.0,1291.0,9.0,1291,81624,129.31829805996472
390,651882,1291.0,1291.0,16.0,1291,81624,129.31829805996472
391,651882,1291.0,1291.0,8.0,1291,81624,129.31829805996472
392,651882,1291.0,1291.0,17.0,1291,81624,129.31829805996472
393,664198,9308.0,1291.0,13.0,1291,21021,129.31829805996472
394,667373,1291.0,9360.0,7.0,1291,104421,129.31829805996472
395,667373,9360.0,1291.0,16.0,1291,104421,129.31829805996472
396,667373,1293.0,1291.0,7.0,1291,104421,129.31829805996472
397,667373,1291.0,9321.0,17.0,1291,104421,129.31829805996472
398,667373,9409.0,1291.0,12.0,1291,104421,129.31829805996472
399,689509,1291.0,9414.0,8.0,1291,65191,129.31829805996472
400,689509,9414.0,1291.0,11.0,1291,65191,129.31829805996472
401,689509,9430.0,1291.0,13.0,1291,65191,129.31829805996472
402,694819,1291.0,9439.0,15.0,1291,21790,129.31829805996472
403,701483,1288.0,1291.0,10.0,1291,384,129.31829805996472
404,766232,1288.0,1291.0,8.0,1291,20593,129.31829805996472
405,766232,1293.0,1293.0,21.0,1291,20593,129.31829805996472
406,766232,1293.0,1291.0,21.0,1291,20593,129.31829805996472
407,774499,1291.0,9372.0,7.0,1291,72672,129.31829805996472
408,774499,9372.0,1291.0,15.0,1291,72672,129.31829805996472
409,780682,9428.0,1291.0,15.0,1291,80922,129.31829805996472
410,780682,9409.0,1295.0,15.0,1291,80922,129.31829805996472
411,780682,1295.0,1291.0,15.0,1291,80922,129.31829805996472
412,780682,1291.0,9414.0,8.0,1291,80922,129.31829805996472
413,780682,9414.0,9307.0,8.0,1291,80922,129.31829805996472
414,780682,9307.0,9350.0,8.0,1291,80922,129.31829805996472
415,780682,9350.0,1291.0,8.0,1291,80922,129.31829805996472
416,781209,1291.0,9424.0,6.0,1291,123450,129.31829805996472
417,781209,9424.0,1291.0,10.0,1291,123450,129.31829805996472
418,832002,1291.0,9421.0,13.0,1291,133040,129.31829805996472
419,832002,9421.0,1291.0,14.0,1291,133040,129.31829805996472
420,832002,1291.0,1289.0,6.0,1291,133040,129.31829805996472
421,832002,1291.0,9392.0,6.0,1291,133040,129.31829805996472
422,832002,9392.0,1291.0,15.0,1291,133040,129.31829805996472
423,833043,9445.0,1291.0,12.0,1291,5757,129.31829805996472
424,841864,1291.0,9429.0,7.0,1291,98789,129.31829805996472
425,841864,9429.0,1291.0,14.0,1291,98789,129.31829805996472
426,841864,1291.0,1291.0,9.0,1291,98789,129.31829805996472
427,841864,1291.0,1291.0,15.0,1291,98789,129.31829805996472
428,841864,1291.0,9371.0,8.0,1291,98789,129.31829805996472
429,841864,9371.0,1291.0,15.0,1291,98789,129.31829805996472
430,841864,9424.0,1296.0,20.0,1291,98789,129.31829805996472
431,841864,1296.0,1291.0,20.0,1291,98789,129.31829805996472
432,846905,1291.0,9322.0,7.0,1291,81185,129.31829805996472
