Total mob. Logsum increase with micro,Total subsidy ($),trial_index,arm_name,Transit Fare ($),Micro distance based fare ($/mile),Micro start fare ($),Fleet size,Peak fare factor,Micro to fixed factor,trial_status,generation_method
1365.1919544731172,-6004.424199783081,0,0_0,1.0512120760977268,3.975740373134613,0.30972466617822647,2,2.2591830492019653,0.17319604754447937,RUNNING,Sobol
2326.2816426043587,-12046.655248770347,0,0_1,4.636113986372948,0.9105532476678491,2.28380105830729,5,3.284108649007976,0.8313527507707477,RUNNING,Sobol
2840.160352224277,-16363.996902348827,1,1_0,5.0,3.580481353302602e-17,3.0,7,2.240921634610321,1.0,RUNNING,BoTorch
1950.34446851221,-6650.156932848618,2,2_0,5.0,0.0,3.0,2,1.6891074778388657,1.0,RUNNING,BoTorch
