Id,Origin,Destination,Type,Vol
1577,4190,52220,Veh,0.5264755
1578,4190,52238,Veh,0.050348
1579,4190,52733,Veh,39.717571
1580,4190,65137,Veh,42.7616685
1581,4190,113906,Veh,1.621079
1582,4190,118515,Veh,48.36221675
1583,4190,119417,Veh,3.03611875
1584,4190,119547,Veh,0.008517
1585,4190,119548,Veh,0.15775225
1586,4190,126254,Veh,4.9051465
1587,4190,126288,Veh,3.37177725
1588,4190,126823,Veh,0.657316
1589,4190,126857,Veh,0.8601885
1590,4190,127093,Veh,5.73988075
1591,4190,127217,Veh,1.8184725
1592,4190,127589,Veh,1.60159475
1593,4190,128009,Veh,0.00776225
1594,4190,128022,Veh,0.02508575
1595,4190,128299,Veh,8.2910345
1596,4190,128395,Veh,0.0020235
1597,4190,128448,Veh,0.007927
1598,4190,128768,Veh,7.35942225
1599,4190,128917,Veh,3.165365
1600,4190,129085,Veh,1.502153
1601,4190,129233,Veh,89.351309
1602,4190,129456,Veh,73.1712195
1603,4190,140472,Veh,0.00983775
1604,4190,149939,Veh,0.2104425
1605,4190,150019,Veh,3.59234925
1606,4190,150026,Veh,0.01062425
1607,4190,150027,Veh,4.3860085
1608,4190,150033,Veh,0.9854285
1609,4190,151976,Veh,108.3258168
1610,4190,152075,Veh,0.01237375
1611,4191,4032,Veh,1.240059
1612,4191,4080,Veh,3.02635825
1613,4191,4100,Veh,2.21
1614,4191,4101,Veh,0.945
1615,4191,4102,Veh,3.184066
1616,4191,4104,Veh,1.73895125
1617,4191,4105,Veh,0.74264425
1618,4191,4106,Veh,0.371523
1619,4191,4107,Veh,1.36686825
1620,4191,4108,Veh,2.468917
1621,4191,4165,Veh,14.710682
1622,4191,4166,Veh,0.3749165
1623,4191,4167,Veh,5.105
1624,4191,4168,Veh,14.02
1625,4191,4186,Veh,7.17
1626,4191,4187,Veh,8.044278
1627,4191,4188,Veh,13.605
1628,4191,4189,Veh,17.08
1629,4191,4190,Veh,14.825
1630,4191,4192,Veh,9.44
1631,4191,4919,Veh,2.54243675
1632,4191,4920,Veh,6.155
1633,4191,4926,Veh,5.509575
1634,4191,4928,Veh,4.00456525
1635,4191,4929,Veh,3.015
1636,4191,4947,Veh,6.533715
1637,4191,4949,Veh,6.5340665
1638,4191,4950,Veh,8.79
1639,4191,4951,Veh,7.94
1640,4191,4952,Veh,10.37
1641,4191,4954,Veh,3.495
1642,4191,4955,Veh,13.53
1643,4191,4956,Veh,31.30999975
1644,4191,4957,Veh,2.13
1645,4191,4979,Veh,1.236539
1646,4191,4980,Veh,0.88501575
1647,4191,42618,Veh,1.79585025
1648,4191,42620,Veh,4.64966225
1649,4191,42826,Veh,5.2592165
1650,4191,42928,Veh,31.28032625
1651,4191,43348,Veh,0.00463925
1652,4191,43404,Veh,2.9902875
1653,4191,43405,Veh,0.0221875
1654,4191,43407,Veh,0.847441
1655,4191,43500,Veh,2.4487595
1656,4191,43511,Veh,2.7006295
1657,4191,43513,Veh,1.46472325
1658,4191,51251,Veh,1.658058
1659,4191,51271,Veh,67.89756675
1660,4191,52220,Veh,0.18009825
1661,4191,52238,Veh,0.06137875
1662,4191,52733,Veh,30.5907565
1663,4191,65137,Veh,38.07181125
1664,4191,113906,Veh,0.42200525
1665,4191,118515,Veh,100.8571633
1666,4191,119417,Veh,3.85836875
1667,4191,119547,Veh,0.0479125
1668,4191,119548,Veh,0.1268705
1669,4191,126254,Veh,1.54697925
1670,4191,126288,Veh,2.62468925
1671,4191,126823,Veh,0.629072
1672,4191,126857,Veh,0.89096275
1673,4191,127093,Veh,8.44955875
1674,4191,127217,Veh,1.9283285
1675,4191,127589,Veh,2.27054325
1676,4191,128009,Veh,0.03326575
1677,4191,128022,Veh,0.0245925
1678,4191,128299,Veh,6.26287125
1679,4191,128395,Veh,0.001432
1680,4191,128448,Veh,0.010649
1681,4191,128768,Veh,6.22707725
1682,4191,128917,Veh,2.076776
1683,4191,129085,Veh,112.6278628
1684,4191,129233,Veh,20.60382725
1685,4191,129456,Veh,136.8925423
1686,4191,140472,Veh,0.0099175
1687,4191,149939,Veh,0.145206
1688,4191,150019,Veh,2.9776425
1689,4191,150026,Veh,0.008371
1690,4191,150027,Veh,3.724287
1691,4191,150033,Veh,0.8530125
1692,4191,151976,Veh,13.47588275
1693,4191,152075,Veh,3.2772815
1694,4192,4032,Veh,3.553098
1695,4192,4080,Veh,3.5640845
1696,4192,4100,Veh,5.31
1697,4192,4101,Veh,2.905
1698,4192,4102,Veh,4.38
1699,4192,4104,Veh,6.23
1700,4192,4105,Veh,2.492847
1701,4192,4106,Veh,0.31972375
1702,4192,4107,Veh,3.06542575
1703,4192,4108,Veh,4.3742055
1704,4192,4165,Veh,33.665
1705,4192,4166,Veh,3.83
1706,4192,4167,Veh,11.925
1707,4192,4168,Veh,17.405
1708,4192,4186,Veh,3.21
1709,4192,4187,Veh,3.169716
1710,4192,4188,Veh,5.18
1711,4192,4189,Veh,5.83
1712,4192,4190,Veh,7.83
1713,4192,4191,Veh,8.015
1714,4192,4919,Veh,6.34351725
1715,4192,4920,Veh,12.17
1716,4192,4926,Veh,4.64464125
1717,4192,4928,Veh,3.1246615
1718,4192,4929,Veh,2.57
1719,4192,4947,Veh,15.56641725
1720,4192,4949,Veh,8.424597
1721,4192,4950,Veh,9.635
1722,4192,4951,Veh,4.1
1723,4192,4952,Veh,5.41
1724,4192,4954,Veh,2.925
1725,4192,4955,Veh,8.27
1726,4192,4956,Veh,23.86
1727,4192,4957,Veh,10.05
1728,4192,4979,Veh,2.667556
1729,4192,4980,Veh,0.80062625
1730,4192,42618,Veh,1.379938
1731,4192,42620,Veh,3.036286
1732,4192,42826,Veh,3.8293895
1733,4192,42928,Veh,15.734169
1734,4192,43348,Veh,0.1039595
1735,4192,43404,Veh,4.7347885
1736,4192,43405,Veh,0.09227775
1737,4192,43407,Veh,5.63038625
1738,4192,43500,Veh,11.26673375
1739,4192,43511,Veh,4.73060175
1740,4192,43513,Veh,3.7999525
1741,4192,51251,Veh,124.2482753
1742,4192,51271,Veh,122.511057
1743,4192,52220,Veh,0.04782275
1744,4192,52238,Veh,0.1277495
1745,4192,52733,Veh,31.47804875
1746,4192,65137,Veh,34.0761795
1747,4192,113906,Veh,0.3941105
1748,4192,118515,Veh,1.33159425
1749,4192,119417,Veh,13.78346025
1750,4192,119547,Veh,0.05325975
1751,4192,119548,Veh,0.42722375
1752,4192,126254,Veh,5.07986575
1753,4192,126288,Veh,4.70452975
1754,4192,126823,Veh,4.783761
1755,4192,126857,Veh,4.21177875
1756,4192,127093,Veh,18.961797
1757,4192,127217,Veh,2.954579
1758,4192,127589,Veh,99.12064875
1759,4192,127644,Veh,65.41743775
1760,4192,128009,Veh,1.68297075
1761,4192,128022,Veh,0.86334225
1762,4192,128299,Veh,6.26013475
1763,4192,128395,Veh,0.00162325
1764,4192,128448,Veh,0.00637925
1765,4192,128768,Veh,5.64375325
1766,4192,128917,Veh,1.30623325
1767,4192,129085,Veh,71.015147
1768,4192,129233,Veh,8.61498125
1769,4192,129456,Veh,0.1153605
1770,4192,140472,Veh,7.2748835
1771,4192,149939,Veh,1.2200625
1772,4192,150019,Veh,2.81277475
1773,4192,150026,Veh,0.00726175
1774,4192,150027,Veh,3.474352
1775,4192,150033,Veh,0.6375165
1776,4192,151976,Veh,8.9617755
1777,4192,152075,Veh,0.0212965
1778,4919,4032,Veh,3.20922125
1779,4919,4080,Veh,3.61869975
1780,4919,4100,Veh,6.31759175
1781,4919,4101,Veh,2.59690875
1782,4919,4102,Veh,12.115
1783,4919,4103,Veh,0.7247395
1784,4919,4104,Veh,3.60851925
1785,4919,4105,Veh,2.04363575
1786,4919,4106,Veh,1.174322
1787,4919,4107,Veh,2.57851075
1788,4919,4108,Veh,2.54311375
1789,4919,4165,Veh,6.45388425
1790,4919,4166,Veh,1.154401
1791,4919,4167,Veh,2.23923925
1792,4919,4168,Veh,1.184689
1793,4919,4186,Veh,1.885211
1794,4919,4187,Veh,1.61682475
1795,4919,4188,Veh,1.28656425
1796,4919,4189,Veh,1.154123
1797,4919,4190,Veh,0.7055625
1798,4919,4191,Veh,2.0190485
1799,4919,4192,Veh,3.614051
1800,4919,4920,Veh,11.992927
1801,4919,4926,Veh,2.35782575
1802,4919,4928,Veh,0.086575
1803,4919,4929,Veh,0.6679345
1804,4919,4947,Veh,12.585
1805,4919,4949,Veh,5.08923425
1806,4919,4950,Veh,4.29387275
1807,4919,4951,Veh,2.3758065
1808,4919,4952,Veh,1.91718
1809,4919,4954,Veh,0.4191885
1810,4919,4955,Veh,0.0012335
1811,4919,4956,Veh,0.0671665
1812,4919,4957,Veh,2.36959075
1813,4919,4979,Veh,1.1671485
1814,4919,4980,Veh,0.00006275
1815,4919,42618,Veh,0.6891145
1816,4919,42620,Veh,2.35770575
1817,4919,42826,Veh,0.00182525
1818,4919,42928,Veh,1.9273535
1819,4919,43348,Veh,78.19523625
1820,4919,43404,Veh,0.26508325
1821,4919,43405,Veh,0.1126225
1822,4919,43407,Veh,12.94950825
1823,4919,43500,Veh,3.04565225
1824,4919,43503,Veh,0.0012075
1825,4919,43511,Veh,0.20445475
1826,4919,43513,Veh,8.4559925
1827,4919,51251,Veh,48.00147975
1828,4919,51271,Veh,9.909745
1829,4919,52220,Veh,38.07516
1830,4919,52733,Veh,2.15746775
1831,4919,65137,Veh,0.0287375
1832,4919,113906,Veh,0.5903665
1833,4919,118515,Veh,0.02986475
1834,4919,119417,Veh,14.878694
1835,4919,119547,Veh,1.60047225
1836,4919,119548,Veh,4.101594
1837,4919,126254,Veh,5.60707975
1838,4919,126288,Veh,2.224665
1839,4919,126823,Veh,1.657826
1840,4919,126857,Veh,13.32521
1841,4919,127093,Veh,0.74231675
1842,4919,127217,Veh,0.474097
1843,4919,127589,Veh,1.8930525
1844,4919,127644,Veh,39.6218515
1845,4919,128009,Veh,21.95823775
1846,4919,128022,Veh,14.82692625
1847,4919,128299,Veh,0.0384
1848,4919,128395,Veh,3.94750975
1849,4919,128917,Veh,0.03646625
1850,4919,129233,Veh,1.3837065
1851,4919,129456,Veh,0.01261175
1852,4919,140472,Veh,0.24242775
1853,4919,149939,Veh,0.0210185
1854,4919,150012,Veh,7.18278225
1855,4919,152075,Veh,0.00011925
1856,4920,4032,Veh,1.38362425
1857,4920,4080,Veh,2.96423875
1858,4920,4100,Veh,4.3477865
1859,4920,4101,Veh,3.755
1860,4920,4102,Veh,7.055
1861,4920,4103,Veh,0.25
1862,4920,4104,Veh,6.925
1863,4920,4105,Veh,2.964239
1864,4920,4106,Veh,0.89477025
1865,4920,4107,Veh,2.40906025
1866,4920,4108,Veh,6.093642
1867,4920,4165,Veh,13.485
1868,4920,4166,Veh,2.41
1869,4920,4167,Veh,2.1698325
1870,4920,4168,Veh,3.465
1871,4920,4186,Veh,3.335
1872,4920,4187,Veh,1.139898
1873,4920,4188,Veh,1.835
1874,4920,4189,Veh,1.71
1875,4920,4190,Veh,0.52
1876,4920,4191,Veh,0.765
1877,4920,4192,Veh,4.325
1878,4920,4919,Veh,4.28
1879,4920,4926,Veh,1.30989875
1880,4920,4928,Veh,0.8748375
1881,4920,4929,Veh,1.2649025
1882,4920,4947,Veh,6.73523425
1883,4920,4949,Veh,3.196989
1884,4920,4950,Veh,4.745
1885,4920,4951,Veh,3.474732
1886,4920,4952,Veh,1.74970775
1887,4920,4954,Veh,0.945
1888,4920,4955,Veh,2.12941325
1889,4920,4956,Veh,2.505
1890,4920,4957,Veh,2.795
1891,4920,4979,Veh,1.0116685
1892,4920,4980,Veh,0.191604
1893,4920,42618,Veh,0.604461
1894,4920,42620,Veh,2.0190785
1895,4920,42826,Veh,1.5803195
1896,4920,42928,Veh,1.00271325
1897,4920,43348,Veh,16.8094535
1898,4920,43404,Veh,4.5835855
1899,4920,43405,Veh,0.55838875
1900,4920,43407,Veh,24.280213
1901,4920,43500,Veh,11.2898345
1902,4920,43511,Veh,0.72357825
1903,4920,43513,Veh,6.48967
1904,4920,51251,Veh,74.353875
1905,4920,51271,Veh,37.92900775
1906,4920,52220,Veh,1.8267585
1907,4920,52238,Veh,0.07065175
1908,4920,52733,Veh,12.9396225
1909,4920,65137,Veh,12.3904135
1910,4920,113906,Veh,3.58944925
1911,4920,118515,Veh,0.15038875
1912,4920,119417,Veh,13.20335825
1913,4920,119547,Veh,0.0016965
1914,4920,119548,Veh,0.1760645
1915,4920,126254,Veh,6.1708705
1916,4920,126288,Veh,2.66573075
1917,4920,126823,Veh,5.479684
1918,4920,126857,Veh,8.6884005
1919,4920,127093,Veh,27.9001325
1920,4920,127217,Veh,6.3874585
1921,4920,127589,Veh,3.71709775
1922,4920,127644,Veh,25.788254
1923,4920,128009,Veh,9.415055
1924,4920,128022,Veh,8.04547875
1925,4920,128299,Veh,0.10399675
1926,4920,128395,Veh,0.0003865
1927,4920,128448,Veh,0.00015625
1928,4920,128768,Veh,1.14278775
1929,4920,128917,Veh,0.000171
1930,4920,129085,Veh,0.02032975
1931,4920,129233,Veh,1.1548755
1932,4920,129456,Veh,0.0156565
1933,4920,140472,Veh,21.32589
1934,4920,149939,Veh,1.0129855
1935,4920,150019,Veh,1.52930025
1936,4920,150026,Veh,0.0016205
1937,4920,150027,Veh,0.050256
1938,4920,150033,Veh,0.2810595
1939,4920,151976,Veh,0.006581
1940,4920,152075,Veh,0.00183125
1941,4926,4032,Veh,1.42547975
1942,4926,4080,Veh,1.5047875
1943,4926,4100,Veh,0.73353375
1944,4926,4101,Veh,2.00526225
1945,4926,4102,Veh,0.66649725
1946,4926,4104,Veh,2.0682895
1947,4926,4105,Veh,0.91672675
1948,4926,4106,Veh,0.124833
1949,4926,4107,Veh,0.83138425
1950,4926,4108,Veh,1.52424425
1951,4926,4165,Veh,6.4028245
1952,4926,4166,Veh,0.1249575
1953,4926,4167,Veh,1.5697375
1954,4926,4168,Veh,4.5692365
1955,4926,4186,Veh,16.1632465
1956,4926,4187,Veh,10.1882985
1957,4926,4188,Veh,12.5629025
1958,4926,4189,Veh,14.007661
1959,4926,4190,Veh,5.03915875
1960,4926,4191,Veh,4.11431325
1961,4926,4192,Veh,2.349607
1962,4926,4919,Veh,0.57193025
1963,4926,4920,Veh,4.70748875
1964,4926,4928,Veh,14.8
1965,4926,4929,Veh,16.59
1966,4926,4947,Veh,3.78831675
1967,4926,4949,Veh,7.2429815
1968,4926,4950,Veh,5.053283
1969,4926,4951,Veh,25.9306685
1970,4926,4952,Veh,14.867518
1971,4926,4954,Veh,17.265
1972,4926,4955,Veh,1.4231085
1973,4926,4956,Veh,12.65788725
1974,4926,4957,Veh,1.1140785
1975,4926,4979,Veh,12.035
1976,4926,4980,Veh,10.64
1977,4926,42618,Veh,9.708488
1978,4926,42620,Veh,46.58980775
1979,4926,42826,Veh,208.3118045
1980,4926,42928,Veh,6.4240615
1981,4926,43348,Veh,0.00794825
1982,4926,43404,Veh,0.893951
1983,4926,43405,Veh,0.0326135
1984,4926,43407,Veh,2.705155
1985,4926,43500,Veh,1.59392825
1986,4926,43511,Veh,0.2557525
1987,4926,43513,Veh,1.6186705
1988,4926,51251,Veh,9.393689
1989,4926,51271,Veh,20.35808975
1990,4926,52220,Veh,10.59241
1991,4926,52238,Veh,0.02753975
1992,4926,52733,Veh,15.13601525
1993,4926,65137,Veh,0.10793875
1994,4926,113906,Veh,20.731164
1995,4926,118515,Veh,12.398885
1996,4926,119417,Veh,0.62989575
1997,4926,119547,Veh,0.00118125
1998,4926,119548,Veh,0.0662215
1999,4926,126254,Veh,4.74849725
2000,4926,126288,Veh,2.2465915
2001,4926,126823,Veh,0.000476
2002,4926,126857,Veh,1.44283725
2003,4926,127093,Veh,5.16821025
2004,4926,127217,Veh,0.889805
2005,4926,127589,Veh,0.63372675
2006,4926,128009,Veh,0.0032495
2007,4926,128299,Veh,0.374685
2008,4926,128395,Veh,34.94004725
2009,4926,128448,Veh,0.0219465
2010,4926,128768,Veh,1.11013425
2011,4926,128917,Veh,38.454394
2012,4926,129233,Veh,12.6546675
2013,4926,129456,Veh,10.15759025
2014,4926,140472,Veh,0.000223
2015,4926,150012,Veh,49.97482175
2016,4926,150019,Veh,81.111459
2017,4926,150026,Veh,0.08633925
2018,4926,150027,Veh,2.40587975
2019,4926,150033,Veh,23.28179875
2020,4928,4032,Veh,0.6167875
2021,4928,4080,Veh,0.76176275
2022,4928,4100,Veh,0.586033
2023,4928,4101,Veh,1.8478035
2024,4928,4102,Veh,0.5681965
2025,4928,4103,Veh,0.373604
2026,4928,4104,Veh,0.819199
2027,4928,4105,Veh,0.51309025
2028,4928,4107,Veh,0.75992675
2029,4928,4108,Veh,0.705695
2030,4928,4165,Veh,5.40196025
2031,4928,4166,Veh,0.12493875
2032,4928,4167,Veh,3.22446175
2033,4928,4168,Veh,2.73954275
2034,4928,4186,Veh,19.09793075
2035,4928,4187,Veh,8.2286255
2036,4928,4188,Veh,6.96883675
2037,4928,4189,Veh,5.70904725
2038,4928,4190,Veh,2.37960275
2039,4928,4191,Veh,2.559572
2040,4928,4192,Veh,3.18446775
2041,4928,4919,Veh,0.62696425
2042,4928,4920,Veh,1.38905
2043,4928,4926,Veh,21.045
2044,4928,4929,Veh,15.665
2045,4928,4947,Veh,2.016203
2046,4928,4949,Veh,2.490778
2047,4928,4950,Veh,3.61322825
2048,4928,4951,Veh,9.3926825
2049,4928,4952,Veh,4.36444375
2050,4928,4954,Veh,6.14952475
2051,4928,4955,Veh,4.5326845
2052,4928,4956,Veh,4.8234695
2053,4928,4957,Veh,1.123901
2054,4928,4979,Veh,20.875
2055,4928,4980,Veh,7.38
2056,4928,42618,Veh,5.28403725
2057,4928,42620,Veh,44.850476
2058,4928,42826,Veh,0.12517425
2059,4928,42928,Veh,3.65261025
2060,4928,43348,Veh,0.00749925
2061,4928,43404,Veh,1.03176475
2062,4928,43405,Veh,0.03695125
2063,4928,43407,Veh,3.16318575
2064,4928,43500,Veh,1.9511765
2065,4928,43511,Veh,0.21672475
2066,4928,43513,Veh,1.12235225
2067,4928,51251,Veh,7.9868725
2068,4928,51271,Veh,23.2018305
2069,4928,52220,Veh,10.3802725
2070,4928,52238,Veh,0.014903
2071,4928,52733,Veh,84.673187
2072,4928,113906,Veh,21.13441875
2073,4928,118515,Veh,12.612204
2074,4928,119417,Veh,2.43659375
2075,4928,119547,Veh,0.000579
2076,4928,119548,Veh,0.07617875
2077,4928,126254,Veh,4.93370025
2078,4928,126288,Veh,1.72878975
2079,4928,126823,Veh,0.00042625
2080,4928,126857,Veh,1.6837785
2081,4928,127093,Veh,5.78028625
2082,4928,127217,Veh,0.96659875
2083,4928,127589,Veh,0.4599355
2084,4928,128009,Veh,0.00197075
2085,4928,128299,Veh,0.01967
2086,4928,128395,Veh,46.77786575
2087,4928,128448,Veh,6.45817525
2088,4928,128768,Veh,0.13757225
2089,4928,128917,Veh,16.82047025
2090,4928,129233,Veh,8.24794775
2091,4928,129456,Veh,7.437132
2092,4928,140472,Veh,0.0001045
2093,4928,150012,Veh,64.451307
2094,4928,150019,Veh,0.24675525
2095,4928,150026,Veh,146.7312295
2096,4928,150027,Veh,30.42107875
2097,4928,150033,Veh,36.5106625
2098,4929,4032,Veh,0.86363375
2099,4929,4080,Veh,1.4979965
2100,4929,4100,Veh,0.74631375
2101,4929,4101,Veh,0.62434425
2102,4929,4102,Veh,0.77405975
2103,4929,4104,Veh,1.319296
2104,4929,4105,Veh,0.1942
2105,4929,4106,Veh,0.294511
2106,4929,4107,Veh,0.2474915
2107,4929,4108,Veh,1.21775675
2108,4929,4165,Veh,3.45882525
2109,4929,4166,Veh,0.19493375
2110,4929,4167,Veh,1.5697375
2111,4929,4168,Veh,4.01433025
2112,4929,4186,Veh,16.96316175
2113,4929,4187,Veh,11.0381575
2114,4929,4188,Veh,8.79353125
2115,4929,4189,Veh,11.02815825
2116,4929,4190,Veh,3.19946575
2117,4929,4191,Veh,3.1294775
2118,4929,4192,Veh,1.50474875
2119,4929,4919,Veh,0.386224
2120,4929,4920,Veh,2.334207
2121,4929,4926,Veh,23.18500025
2122,4929,4928,Veh,17.445
2123,4929,4947,Veh,2.650539
2124,4929,4949,Veh,3.61156825
2125,4929,4950,Veh,2.65455675
2126,4929,4951,Veh,11.15313825
2127,4929,4952,Veh,5.4540895
2128,4929,4954,Veh,13.245
2129,4929,4955,Veh,4.19102525
2130,4929,4956,Veh,7.313779
2131,4929,4957,Veh,0.62478775
2132,4929,4979,Veh,6.11
2133,4929,4980,Veh,4.065
2134,4929,42618,Veh,11.89334575
2135,4929,42620,Veh,53.94891325
2136,4929,42826,Veh,8.81335475
2137,4929,42928,Veh,3.4613905
2138,4929,43348,Veh,0.00698075
2139,4929,43404,Veh,0.814295
2140,4929,43405,Veh,0.01174125
2141,4929,43407,Veh,1.147947
2142,4929,43500,Veh,1.36076975
2143,4929,43511,Veh,0.249143
2144,4929,43513,Veh,0.97053175
2145,4929,51251,Veh,6.10094225
2146,4929,51271,Veh,15.23136175
2147,4929,52220,Veh,8.02653425
2148,4929,52238,Veh,0.0230775
2149,4929,52733,Veh,59.379971
2150,4929,65137,Veh,40.9369675
2151,4929,113906,Veh,16.43071725
2152,4929,118515,Veh,10.0422195
2153,4929,119417,Veh,2.91946825
2154,4929,119547,Veh,0.00058325
2155,4929,119548,Veh,0.05804425
2156,4929,126254,Veh,3.646238
2157,4929,126288,Veh,2.351373
2158,4929,126823,Veh,0.19189875
2159,4929,126857,Veh,1.2029855
2160,4929,127093,Veh,3.935616
2161,4929,127217,Veh,0.78423275
2162,4929,127589,Veh,0.5480145
2163,4929,128009,Veh,0.0015955
2164,4929,128022,Veh,0.00206925
2165,4929,128299,Veh,1.54129975
2166,4929,128395,Veh,0.05292125
2167,4929,128448,Veh,0.428055
2168,4929,128768,Veh,2.63725575
2169,4929,128917,Veh,21.125259
2170,4929,129233,Veh,9.168739
2171,4929,129456,Veh,6.9082265
2172,4929,140472,Veh,0.00114625
2173,4929,150012,Veh,0.023376
2174,4929,150019,Veh,127.491932
2175,4929,150026,Veh,0.072535
2176,4929,150027,Veh,1.5453765
2177,4929,150033,Veh,14.47462875
2178,4947,4032,Veh,1.87284225
2179,4947,4080,Veh,1.40506275
2180,4947,4100,Veh,1.36579125
2181,4947,4101,Veh,1.37885725
2182,4947,4102,Veh,4.66772175
2183,4947,4103,Veh,0.40476875
2184,4947,4104,Veh,3.08612425
2185,4947,4105,Veh,1.007363
2186,4947,4106,Veh,0.864128
2187,4947,4107,Veh,1.71908
2188,4947,4108,Veh,1.93728325
2189,4947,4165,Veh,8.4874395
2190,4947,4166,Veh,1.00770825
2191,4947,4167,Veh,3.968941
2192,4947,4168,Veh,3.49687675
2193,4947,4186,Veh,4.5800075
2194,4947,4187,Veh,1.6810595
2195,4947,4188,Veh,0.64696425
2196,4947,4189,Veh,2.34701025
2197,4947,4190,Veh,2.36949925
2198,4947,4191,Veh,2.439027
2199,4947,4192,Veh,8.1909735
2200,4947,4919,Veh,8.07
2201,4947,4920,Veh,4.38452575
2202,4947,4926,Veh,2.75886375
2203,4947,4928,Veh,0.181308
2204,4947,4929,Veh,1.6312905
2205,4947,4949,Veh,14.025
2206,4947,4950,Veh,6.16223225
2207,4947,4951,Veh,4.390834
2208,4947,4952,Veh,2.57831075
2209,4947,4954,Veh,0.863704
2210,4947,4955,Veh,0.0026015
2211,4947,4956,Veh,0.1323465
2212,4947,4957,Veh,5.86736425
2213,4947,4979,Veh,1.518852
2214,4947,4980,Veh,0.00020875
2215,4947,42618,Veh,0.68125425
2216,4947,42620,Veh,2.42361875
2217,4947,42826,Veh,0.00447575
2218,4947,42928,Veh,2.51953
2219,4947,43348,Veh,0.03979925
2220,4947,43404,Veh,0.712919
2221,4947,43405,Veh,0.170728
2222,4947,43407,Veh,10.4923155
2223,4947,43500,Veh,2.712763
2224,4947,43511,Veh,0.14394275
2225,4947,43513,Veh,10.86501075
2226,4947,51251,Veh,60.67841525
2227,4947,51271,Veh,6.514984
2228,4947,52220,Veh,21.46800375
2229,4947,52733,Veh,2.890978
2230,4947,65137,Veh,0.046341
2231,4947,113906,Veh,5.34405775
2232,4947,118515,Veh,0.39134875
2233,4947,119417,Veh,2.79227625
2234,4947,119547,Veh,0.9867485
2235,4947,119548,Veh,3.926986
2236,4947,126254,Veh,5.0734305
2237,4947,126288,Veh,1.08527975
2238,4947,126823,Veh,0.018192
2239,4947,126857,Veh,4.09896025
2240,4947,127093,Veh,1.382303
2241,4947,127217,Veh,0.90394875
2242,4947,127589,Veh,25.9714175
2243,4947,127644,Veh,102.8493045
2244,4947,128009,Veh,18.698991
2245,4947,128022,Veh,13.6704725
2246,4947,128299,Veh,0.04301075
2247,4947,128395,Veh,6.42761175
2248,4947,128917,Veh,0.04370825
2249,4947,129233,Veh,2.2283215
2250,4947,129456,Veh,0.065904
2251,4947,140472,Veh,0.00015525
2252,4947,149939,Veh,0.00201775
2253,4947,150012,Veh,10.25992625
2254,4949,4032,Veh,3.35608525
2255,4949,4080,Veh,3.82073225
2256,4949,4100,Veh,0.497022
2257,4949,4101,Veh,2.0605335
2258,4949,4102,Veh,3.8795185
2259,4949,4103,Veh,0.10698425
2260,4949,4104,Veh,2.454743
2261,4949,4105,Veh,1.1966535
2262,4949,4106,Veh,0.335432
2263,4949,4107,Veh,0.95627725
2264,4949,4108,Veh,2.79346825
2265,4949,4165,Veh,13.199487
2266,4949,4166,Veh,1.23693425
2267,4949,4167,Veh,5.65957925
2268,4949,4168,Veh,9.3241375
2269,4949,4186,Veh,5.431265
2270,4949,4187,Veh,1.68569525
2271,4949,4188,Veh,1.23805825
2272,4949,4189,Veh,3.1103415
2273,4949,4190,Veh,3.3195405
2274,4949,4191,Veh,4.05513625
2275,4949,4192,Veh,6.72193575
2276,4949,4919,Veh,6.770669
2277,4949,4920,Veh,11.981233
2278,4949,4926,Veh,4.790989
2279,4949,4928,Veh,0.328364
2280,4949,4929,Veh,2.485203
2281,4949,4947,Veh,29.5405895
2282,4949,4950,Veh,14.07605325
2283,4949,4951,Veh,9.055
2284,4949,4952,Veh,8.88
2285,4949,4954,Veh,3.0398755
2286,4949,4955,Veh,0.00755425
2287,4949,4956,Veh,0.167952
2288,4949,4957,Veh,6.114302
2289,4949,4979,Veh,3.4095055
2290,4949,4980,Veh,0.0004985
2291,4949,42618,Veh,1.716038
2292,4949,42620,Veh,6.111989
2293,4949,42826,Veh,0.00613875
2294,4949,42928,Veh,3.6987735
2295,4949,43348,Veh,0.02155975
2296,4949,43404,Veh,0.914483
2297,4949,43405,Veh,0.14512875
2298,4949,43407,Veh,12.6947745
2299,4949,43500,Veh,4.80673225
2300,4949,43511,Veh,0.251288
2301,4949,43513,Veh,13.11918525
2302,4949,51251,Veh,91.968529
2303,4949,51271,Veh,10.55292975
2304,4949,52220,Veh,33.837874
2305,4949,52733,Veh,6.55325125
2306,4949,65137,Veh,0.076113
2307,4949,113906,Veh,13.8527155
2308,4949,118515,Veh,15.604415
2309,4949,119417,Veh,3.426798
2310,4949,119547,Veh,1.27625825
2311,4949,119548,Veh,5.600247
2312,4949,126254,Veh,8.50432075
2313,4949,126288,Veh,1.75213175
2314,4949,126823,Veh,0.006875
2315,4949,126857,Veh,6.4088055
2316,4949,127093,Veh,3.72813225
2317,4949,127217,Veh,0.73918075
2318,4949,127589,Veh,11.18223925
2319,4949,128009,Veh,280.3904798
2320,4949,128022,Veh,59.445782
2321,4949,128299,Veh,0.07253025
2322,4949,128395,Veh,13.3421625
2323,4949,128917,Veh,0.07033525
2324,4949,129233,Veh,5.02846275
2325,4949,129456,Veh,49.10054825
2326,4949,140472,Veh,0.00026225
2327,4949,149939,Veh,0.001519
2328,4949,150012,Veh,18.75917475
2329,4950,4032,Veh,3.5070635
