Id,Origin,Destination,Type,Vol
265,4101,4929,Veh,0.87254175
266,4101,4947,Veh,3.5632335
267,4101,4949,Veh,1.9473895
268,4101,4950,Veh,0.989302
269,4101,4951,Veh,1.301149
270,4101,4952,Veh,1.15329125
271,4101,4954,Veh,0.5845875
272,4101,4955,Veh,0.002295
273,4101,4956,Veh,1.26410825
274,4101,4957,Veh,0.74947125
275,4101,4979,Veh,0.64326125
276,4101,42618,Veh,0.3198675
277,4101,42620,Veh,1.0687115
278,4101,42826,Veh,0.0017065
279,4101,42928,Veh,0.87696525
280,4101,43348,Veh,12.043296
281,4101,43404,Veh,3.950198
282,4101,43405,Veh,30.658196
283,4101,43407,Veh,3.430582
284,4101,43500,Veh,10.648705
285,4101,43503,Veh,0.08881125
286,4101,43511,Veh,6.93084175
287,4101,43513,Veh,12.58541325
288,4101,51251,Veh,7.3818525
289,4101,51271,Veh,13.62175725
290,4101,52220,Veh,61.415999
291,4101,52456,Veh,0.0856165
292,4101,52733,Veh,6.8210995
293,4101,65137,Veh,4.64003725
294,4101,118515,Veh,0.00098475
295,4101,119417,Veh,157.957699
296,4101,119547,Veh,65.60583075
297,4101,119548,Veh,5.95645775
298,4101,126254,Veh,13.01101975
299,4101,126288,Veh,6.75292475
300,4101,126823,Veh,119.7304728
301,4101,126857,Veh,23.14189025
302,4101,127093,Veh,0.04079725
303,4101,127217,Veh,18.26287375
304,4101,127589,Veh,2.7699825
305,4101,128009,Veh,0.0050905
306,4101,128022,Veh,0.0031945
307,4101,128299,Veh,0.14301475
308,4101,129233,Veh,1.6330285
309,4101,129456,Veh,0.00508325
310,4101,149939,Veh,5.84781
311,4101,150019,Veh,0.00055625
312,4101,150026,Veh,0.00009525
313,4101,150027,Veh,0.00015625
314,4101,150033,Veh,0.00039
315,4101,152075,Veh,0.0015775
316,4102,4032,Veh,4.53001575
317,4102,4080,Veh,13.0738275
318,4102,4100,Veh,34.03499975
319,4102,4101,Veh,10.775
320,4102,4103,Veh,1.39
321,4102,4104,Veh,13.5
322,4102,4105,Veh,6.46942
323,4102,4106,Veh,3.0397275
324,4102,4107,Veh,4.485
325,4102,4108,Veh,8.3240965
326,4102,4165,Veh,5.71438
327,4102,4166,Veh,1.75480975
328,4102,4167,Veh,2.6688035
329,4102,4168,Veh,1.73965525
330,4102,4186,Veh,0.88982375
331,4102,4187,Veh,1.584686
332,4102,4188,Veh,2.905
333,4102,4189,Veh,1.599683
334,4102,4190,Veh,1.39
335,4102,4191,Veh,1.629677
336,4102,4192,Veh,2.73970275
337,4102,4919,Veh,7.53
338,4102,4920,Veh,10.8
339,4102,4926,Veh,1.49650575
340,4102,4928,Veh,1.20883725
341,4102,4929,Veh,1.63878925
342,4102,4947,Veh,4.686662
343,4102,4949,Veh,3.0711815
344,4102,4950,Veh,3.39
345,4102,4951,Veh,2.48689525
346,4102,4952,Veh,1.010004
347,4102,4954,Veh,0.6
348,4102,4955,Veh,2.26892825
349,4102,4956,Veh,3.46
350,4102,4957,Veh,2.25975475
351,4102,4979,Veh,0.45822825
352,4102,4980,Veh,0.00256875
353,4102,42618,Veh,0.53422875
354,4102,42620,Veh,1.78468675
355,4102,42826,Veh,0.002717
356,4102,42928,Veh,1.109088
357,4102,43348,Veh,115.8204733
358,4102,43404,Veh,5.19624375
359,4102,43405,Veh,19.276594
360,4102,43407,Veh,15.78742175
361,4102,43500,Veh,10.3802435
362,4102,43503,Veh,0.0048285
363,4102,43511,Veh,5.01349275
364,4102,43513,Veh,19.52559475
365,4102,51251,Veh,28.12153725
366,4102,51271,Veh,22.76277025
367,4102,52220,Veh,126.0085975
368,4102,52238,Veh,0.15754775
369,4102,52733,Veh,9.42689625
370,4102,65137,Veh,8.22119325
371,4102,113906,Veh,0.0595025
372,4102,118515,Veh,0.02526725
373,4102,119417,Veh,26.51487075
374,4102,119547,Veh,0.58336275
375,4102,119548,Veh,0.96137725
376,4102,126254,Veh,8.85671525
377,4102,126288,Veh,5.690141
378,4102,126823,Veh,13.5688175
379,4102,126857,Veh,68.81578375
380,4102,127093,Veh,0.0745985
381,4102,127217,Veh,21.56013975
382,4102,127589,Veh,4.34631875
383,4102,127644,Veh,0.04598075
384,4102,128022,Veh,0.021464
385,4102,128299,Veh,0.3170185
386,4102,128395,Veh,0.00029825
387,4102,128768,Veh,0.00108275
388,4102,128917,Veh,0.00019
389,4102,129085,Veh,0.000914
390,4102,129233,Veh,1.30644375
391,4102,129456,Veh,0.01612025
392,4102,140472,Veh,75.178188
393,4102,149939,Veh,5.70881675
394,4102,150026,Veh,0.000107
395,4102,150027,Veh,0.0003125
396,4102,150033,Veh,0.0006635
397,4102,151976,Veh,0.00632
398,4102,152075,Veh,0.001967
399,4103,4032,Veh,0.97375775
400,4103,4080,Veh,0.905
401,4103,4100,Veh,1.14
402,4103,4101,Veh,0.32
403,4103,4102,Veh,0.515
404,4103,4104,Veh,0.795
405,4103,4105,Veh,0.14
406,4103,4107,Veh,0.39
407,4103,4108,Veh,0.1249865
408,4103,4165,Veh,0.74991875
409,4103,4167,Veh,0.124944
410,4103,4168,Veh,0.2249555
411,4103,4188,Veh,0.07
412,4103,4189,Veh,0.3199365
413,4103,4191,Veh,0.12497525
414,4103,4192,Veh,0.249973
415,4103,4919,Veh,0.25
416,4103,4920,Veh,0.32
417,4103,4929,Veh,0.22490425
418,4103,4947,Veh,0.35175675
419,4103,4949,Veh,0.0645245
420,4103,4954,Veh,0.07
421,4103,4955,Veh,0.2485305
422,4103,4956,Veh,0.195
423,4103,42618,Veh,0.02878375
424,4103,42620,Veh,0.09613675
425,4103,42826,Veh,0.0000465
426,4103,42928,Veh,0.0005055
427,4103,43348,Veh,2.1806855
428,4103,43404,Veh,0.36710075
429,4103,43405,Veh,2.80652875
430,4103,43407,Veh,0.20020775
431,4103,43500,Veh,0.83064225
432,4103,43503,Veh,0.005032
433,4103,43511,Veh,0.7064585
434,4103,43513,Veh,1.2286815
435,4103,51251,Veh,0.39497075
436,4103,51271,Veh,0.45414025
437,4103,52220,Veh,0.559097
438,4103,52238,Veh,0.0621005
439,4103,52733,Veh,0.30376525
440,4103,65137,Veh,0.3459385
441,4103,113906,Veh,0.00165025
442,4103,118515,Veh,0.0000165
443,4103,119417,Veh,3.69119575
444,4103,119547,Veh,0.14380925
445,4103,119548,Veh,0.87841975
446,4103,126254,Veh,0.8050045
447,4103,126288,Veh,0.3912265
448,4103,126823,Veh,3.1492355
449,4103,126857,Veh,2.1316305
450,4103,127093,Veh,0.00156875
451,4103,127217,Veh,1.12869425
452,4103,127589,Veh,0.3673585
453,4103,127644,Veh,0.00170225
454,4103,128009,Veh,0.000531
455,4103,128022,Veh,0.00125475
456,4103,128768,Veh,0.00008625
457,4103,129456,Veh,0.00032075
458,4103,140472,Veh,0.20430525
459,4103,149939,Veh,1.43713075
460,4103,150019,Veh,0.0003125
461,4103,150026,Veh,0.00004175
462,4103,152075,Veh,0.00007
463,4104,4032,Veh,3.94257375
464,4104,4080,Veh,9.5591435
465,4104,4100,Veh,16.99
466,4104,4101,Veh,6.42
467,4104,4102,Veh,21.34000025
468,4104,4103,Veh,0.07
469,4104,4105,Veh,6.48441875
470,4104,4106,Veh,2.2192815
471,4104,4107,Veh,8.97
472,4104,4108,Veh,23.01999975
473,4104,4165,Veh,12.9019825
474,4104,4166,Veh,5.045
475,4104,4167,Veh,3.2137115
476,4104,4168,Veh,4.949556
477,4104,4186,Veh,3.19471275
478,4104,4187,Veh,1.51486425
479,4104,4188,Veh,3.135
480,4104,4189,Veh,2.364788
481,4104,4190,Veh,2.035
482,4104,4191,Veh,2.53477225
483,4104,4192,Veh,5.155
484,4104,4919,Veh,4.21
485,4104,4920,Veh,12.425
486,4104,4926,Veh,2.02966075
487,4104,4928,Veh,1.18467375
488,4104,4929,Veh,1.5697375
489,4104,4947,Veh,4.268346
490,4104,4949,Veh,2.4996465
491,4104,4950,Veh,4.72
492,4104,4951,Veh,2.839218
493,4104,4952,Veh,1.8644865
494,4104,4954,Veh,0.96
495,4104,4955,Veh,3.8539385
496,4104,4956,Veh,5.925
497,4104,4957,Veh,4
498,4104,4979,Veh,1.3724775
499,4104,4980,Veh,0.38544775
500,4104,42618,Veh,0.56108675
501,4104,42620,Veh,1.6461495
502,4104,42826,Veh,3.80553975
503,4104,42928,Veh,1.991627
504,4104,43348,Veh,22.67353825
505,4104,43404,Veh,39.01619625
506,4104,43405,Veh,19.82825775
507,4104,43407,Veh,30.9349415
508,4104,43500,Veh,21.5196635
509,4104,43511,Veh,4.4678405
510,4104,43513,Veh,5.26104425
511,4104,51251,Veh,34.6262835
512,4104,51271,Veh,28.49180925
513,4104,52220,Veh,0.5126125
514,4104,52238,Veh,0.124129
515,4104,52733,Veh,16.94559025
516,4104,65137,Veh,17.863418
517,4104,113906,Veh,0.107855
518,4104,118515,Veh,0.010609
519,4104,119417,Veh,24.91613575
520,4104,119547,Veh,0.08224575
521,4104,119548,Veh,0.430271
522,4104,126254,Veh,5.24100675
523,4104,126288,Veh,5.0267135
524,4104,126823,Veh,11.13630575
525,4104,126857,Veh,10.0910185
526,4104,127093,Veh,96.200225
527,4104,127217,Veh,67.46487975
528,4104,127589,Veh,18.67036125
529,4104,127644,Veh,0.025712
530,4104,128009,Veh,0.03241275
531,4104,128022,Veh,0.03879
532,4104,128299,Veh,0.65777375
533,4104,128395,Veh,0.00018925
534,4104,128448,Veh,0.000722
535,4104,128768,Veh,1.844458
536,4104,129085,Veh,0.01966375
537,4104,129233,Veh,1.52020875
538,4104,129456,Veh,0.0016375
539,4104,140472,Veh,61.94450075
540,4104,149939,Veh,2.15953225
541,4104,150019,Veh,1.25285525
542,4104,150026,Veh,0.00248475
543,4104,150027,Veh,1.2691155
544,4104,150033,Veh,0.4484315
545,4104,151976,Veh,0.003713
546,4104,152075,Veh,0.00253425
547,4105,4032,Veh,4.9540125
548,4105,4080,Veh,8.77826025
549,4105,4100,Veh,11.175
550,4105,4101,Veh,5.575
551,4105,4102,Veh,12.35366
552,4105,4103,Veh,0.53
553,4105,4104,Veh,6.76926525
554,4105,4106,Veh,3.05
555,4105,4107,Veh,14.365
556,4105,4108,Veh,16.0782565
557,4105,4165,Veh,10.7776445
558,4105,4166,Veh,1.15468175
559,4105,4167,Veh,2.36158325
560,4105,4168,Veh,1.6384095
561,4105,4186,Veh,0.99962925
562,4105,4187,Veh,1.25887475
563,4105,4188,Veh,1.15430175
564,4105,4189,Veh,0.47367725
565,4105,4190,Veh,0.38914025
566,4105,4191,Veh,0.57482025
567,4105,4192,Veh,2.44374075
568,4105,4919,Veh,1.79449525
569,4105,4920,Veh,7.582868
570,4105,4926,Veh,0.9443555
571,4105,4928,Veh,0.599591
572,4105,4929,Veh,0.74948875
573,4105,4947,Veh,3.2068275
574,4105,4949,Veh,2.26156775
575,4105,4950,Veh,1.698972
576,4105,4951,Veh,1.06927025
577,4105,4952,Veh,0.819441
578,4105,4954,Veh,0.444731
579,4105,4955,Veh,1.074267
580,4105,4956,Veh,1.918839
581,4105,4957,Veh,0.97472575
582,4105,4979,Veh,0.80068575
583,4105,4980,Veh,0.2680075
584,4105,42618,Veh,0.58825275
585,4105,42620,Veh,1.743242
586,4105,42826,Veh,1.43898725
587,4105,42928,Veh,0.0017745
588,4105,43348,Veh,4.74030025
589,4105,43404,Veh,34.1793675
590,4105,43405,Veh,0.52881625
591,4105,43407,Veh,0.1017445
592,4105,43500,Veh,22.041301
593,4105,43511,Veh,47.18295025
594,4105,43513,Veh,140.8128108
595,4105,51251,Veh,0.4783485
596,4105,51271,Veh,10.286981
597,4105,52220,Veh,0.15929625
598,4105,52238,Veh,32.22194775
599,4105,52733,Veh,9.510055
600,4105,65137,Veh,10.36506525
601,4105,119417,Veh,21.92655575
602,4105,119547,Veh,0.134222
603,4105,119548,Veh,1.2431405
604,4105,126254,Veh,2.11550975
605,4105,126288,Veh,22.64033325
606,4105,126823,Veh,12.54033325
607,4105,126857,Veh,6.5854735
608,4105,127093,Veh,69.627512
609,4105,127217,Veh,140.2925623
610,4105,127589,Veh,13.9240915
611,4105,127644,Veh,9.21205425
612,4105,128009,Veh,5.38377675
613,4105,128022,Veh,4.71625425
614,4105,128299,Veh,0.67714525
615,4105,128395,Veh,0.0001295
616,4105,128448,Veh,0.00015625
617,4105,128768,Veh,0.96674575
618,4105,129085,Veh,0.00106275
619,4105,140472,Veh,17.243959
620,4105,149939,Veh,1.528273
621,4105,150019,Veh,0.38857325
622,4105,150026,Veh,0.00094375
623,4105,150027,Veh,0.74304225
624,4105,150033,Veh,0.2527125
625,4105,151976,Veh,0.00278325
626,4105,152075,Veh,0.0067935
627,4106,4032,Veh,6.12123025
628,4106,4080,Veh,11.175
629,4106,4100,Veh,8.6784995
630,4106,4101,Veh,3.119461
631,4106,4102,Veh,10.53385725
632,4106,4104,Veh,3.05407775
633,4106,4105,Veh,12.185
634,4106,4107,Veh,4.34
635,4106,4108,Veh,6.99788625
636,4106,4165,Veh,4.6509245
637,4106,4166,Veh,0.57473025
638,4106,4167,Veh,2.5783905
639,4106,4168,Veh,0.354177
640,4106,4186,Veh,0.749722
641,4106,4187,Veh,0.6134525
642,4106,4188,Veh,0.91944375
643,4106,4189,Veh,1.7773735
644,4106,4190,Veh,0.6968105
645,4106,4191,Veh,0.1928
646,4106,4192,Veh,1.6141685
647,4106,4919,Veh,0.80977225
648,4106,4920,Veh,1.724515
649,4106,4926,Veh,0.63956375
650,4106,4928,Veh,0.56961125
651,4106,4947,Veh,1.75617475
652,4106,4949,Veh,1.11527225
653,4106,4950,Veh,0.47471275
654,4106,4951,Veh,0.694526
655,4106,4952,Veh,0.99931825
656,4106,4954,Veh,0.49969775
657,4106,4955,Veh,0.3896755
658,4106,4956,Veh,1.34918375
659,4106,4957,Veh,0.19494525
660,4106,4979,Veh,0.67863025
661,4106,4980,Veh,0.1046905
662,4106,42618,Veh,0.46540925
663,4106,42620,Veh,1.51017325
664,4106,42826,Veh,1.01672825
665,4106,42928,Veh,0.001081
666,4106,43348,Veh,5.0441435
667,4106,43404,Veh,11.74833975
668,4106,43405,Veh,0.1231425
669,4106,43407,Veh,0.02936375
670,4106,43500,Veh,24.83916775
671,4106,43511,Veh,262.4276015
672,4106,43513,Veh,0.11703375
673,4106,51251,Veh,0.13379225
674,4106,51271,Veh,5.11102225
675,4106,52220,Veh,0.11795825
676,4106,52238,Veh,18.3017205
677,4106,52733,Veh,6.635407
678,4106,65137,Veh,6.37315925
679,4106,119417,Veh,14.661437
680,4106,119547,Veh,0.1132125
681,4106,119548,Veh,1.0537175
682,4106,126254,Veh,1.23092275
683,4106,126288,Veh,16.46927325
684,4106,126823,Veh,8.50136675
685,4106,126857,Veh,15.5556355
686,4106,127093,Veh,0.053019
687,4106,127217,Veh,8.36359925
688,4106,127589,Veh,6.918905
689,4106,127644,Veh,0.0354325
690,4106,128009,Veh,0.38841575
691,4106,128022,Veh,0.32777575
692,4106,128299,Veh,0.17085575
693,4106,128395,Veh,0.0001295
694,4106,128448,Veh,0.0002265
695,4106,128768,Veh,0.4408985
696,4106,129085,Veh,0.00125025
697,4106,140472,Veh,21.6985185
698,4106,149939,Veh,1.5803315
699,4106,150019,Veh,0.509598
700,4106,150026,Veh,0.001143
701,4106,150027,Veh,0.820316
702,4106,150033,Veh,0.06133225
703,4106,151976,Veh,0.0017675
704,4106,152075,Veh,0.0037455
705,4107,4032,Veh,3.42933225
706,4107,4080,Veh,7.286851
707,4107,4100,Veh,9.89
708,4107,4101,Veh,7.295
709,4107,4102,Veh,7.465
710,4107,4103,Veh,0.585
711,4107,4104,Veh,5.91
712,4107,4105,Veh,21.345
713,4107,4106,Veh,2.9393125
714,4107,4108,Veh,20.68
715,4107,4165,Veh,11.188579
716,4107,4166,Veh,0.7798695
717,4107,4167,Veh,4.85140475
718,4107,4168,Veh,3.05644325
719,4107,4186,Veh,1.41962725
720,4107,4187,Veh,1.37449
721,4107,4188,Veh,0.779613
722,4107,4189,Veh,2.4593545
723,4107,4190,Veh,1.31934475
724,4107,4191,Veh,0.72464025
725,4107,4192,Veh,1.45940675
726,4107,4919,Veh,2.244612
727,4107,4920,Veh,5.89760225
728,4107,4926,Veh,1.654051
729,4107,4928,Veh,0.694526
730,4107,4929,Veh,0.12492825
731,4107,4947,Veh,3.92062925
732,4107,4949,Veh,2.25248875
733,4107,4950,Veh,3.01877225
734,4107,4951,Veh,2.4236095
735,4107,4952,Veh,1.00442375
736,4107,4954,Veh,0.20989575
737,4107,4955,Veh,1.65387175
738,4107,4956,Veh,4.4477915
739,4107,4957,Veh,1.96420125
740,4107,4979,Veh,0.800809
741,4107,4980,Veh,0.6408205
742,4107,42618,Veh,0.901737
743,4107,42620,Veh,2.641354
744,4107,42826,Veh,2.407056
745,4107,42928,Veh,0.0018795
746,4107,43348,Veh,5.71155625
747,4107,43404,Veh,162.4443445
748,4107,43405,Veh,5.49133525
749,4107,43407,Veh,0.70940725
750,4107,43500,Veh,15.39084
751,4107,43511,Veh,26.07168125
752,4107,43513,Veh,38.3946405
753,4107,51251,Veh,5.06190125
754,4107,51271,Veh,24.45090575
755,4107,52220,Veh,0.030994
756,4107,52238,Veh,24.5276305
757,4107,52733,Veh,10.0081655
758,4107,65137,Veh,11.96810675
759,4107,119417,Veh,18.03903375
760,4107,119547,Veh,0.16376275
761,4107,119548,Veh,1.04583625
762,4107,126254,Veh,1.62309675
763,4107,126288,Veh,20.45532475
764,4107,126823,Veh,10.6056965
765,4107,126857,Veh,4.162639
766,4107,127093,Veh,135.9375833
767,4107,127217,Veh,131.3946088
768,4107,127589,Veh,12.975519
769,4107,127644,Veh,9.309491
770,4107,128009,Veh,5.14652225
771,4107,128022,Veh,4.51995075
772,4107,128299,Veh,1.9109665
773,4107,128395,Veh,0.00058975
774,4107,128448,Veh,0.00034375
775,4107,128768,Veh,0.79742525
776,4107,129085,Veh,0.00033125
777,4107,140472,Veh,16.24994275
778,4107,149939,Veh,1.06124975
779,4107,150019,Veh,0.33512725
780,4107,150026,Veh,0.000714
781,4107,150027,Veh,0.87785125
782,4107,150033,Veh,0.15859425
783,4107,151976,Veh,0.00336475
784,4107,152075,Veh,0.008385
785,4108,4032,Veh,2.6367065
786,4108,4080,Veh,5.6
787,4108,4100,Veh,5.3274885
788,4108,4101,Veh,3.647649
789,4108,4102,Veh,5.375
790,4108,4103,Veh,0.124941
791,4108,4104,Veh,10.925
792,4108,4105,Veh,9.0241905
