,trip_id,person_id,household_id,primary_purpose,trip_num,outbound,trip_count,destination,origin,tour_id,purpose,destination_logsum,depart,trip_mode,mode_choice_logsum,atap,btap,path_set
1760598,189246805,576971,190441,work,1,False,1,95213,94424,23655850,home,,16.0,SHARED3FREE,0.865672851048298,,,
1760640,189250325,576982,190444,othmaint,1,False,1,99656,97620,23656290,home,,10.0,SHARED3FREE,-0.0292518106457665,,,
1760817,189268877,577039,190461,escort,1,False,1,97321,96168,23658609,home,,23.0,SHARED3FREE,0.0156866916808369,,,
1760992,189290101,577103,190482,work,1,False,1,96386,94270,23661262,home,,16.0,SHARED3FREE,0.0823584415877377,,,
1762092,189407829,577462,190596,social,1,False,1,176059,98109,23675978,home,,20.0,SHARED3FREE,1.036538248243579,,,
1762168,189418021,577493,190609,work,1,False,1,96661,96865,23677252,home,,16.0,SHARED3FREE,1.1832937098978655,,,
1762707,189473061,577661,190662,school,1,False,1,97124,97853,23684132,home,,19.0,SHARED3FREE,0.5038127097061038,,,
1764737,189684421,578306,190884,eatout,1,False,1,96401,96886,23710552,home,,16.0,SHARED3FREE,0.5624602386010386,,,
1765338,189755861,578523,190951,work,1,False,1,95258,93721,23719482,home,,16.0,SHARED3FREE,0.2383230915623206,,,
1765413,189764066,578548,190959,work,2,True,4,95004,95934,23720508,othmaint,17.571852076914794,18.0,SHARED3FREE,1.3369154942791732,,,
1766345,189867645,578864,191062,school,1,False,2,96127,181957,23733455,social,15.853501411871772,13.0,SHARED3FREE,1.3253590679683358,,,
1766582,189893009,578942,191088,atwork,1,True,1,98319,96174,23736626,atwork,,10.0,SHARED3FREE,1.7817024903633385,,,
1767009,189940501,579086,191128,social,1,False,1,98994,97831,23742562,home,,18.0,SHARED3FREE,0.8155724472392638,,,
1767704,190016506,579318,191208,othdiscr,2,True,2,98102,97136,23752063,othdiscr,,9.0,SHARED3FREE,0.4446344585880743,,,
1768754,190128469,579659,191322,work,1,False,1,95288,93447,23766058,home,,13.0,SHARED3FREE,0.8011954777510851,,,
1770292,190291389,580156,191480,othdiscr,1,False,1,97631,96107,23786423,home,,17.0,SHARED3FREE,-0.2923502852850954,,,
1770926,190358637,580361,191546,othmaint,1,False,3,97081,97144,23794829,eatout,17.426354484381562,19.0,SHARED3FREE,1.4024781161633668,,,
1771017,190371845,580401,191557,work,1,False,1,176058,96654,23796480,home,,17.0,SHARED3FREE,0.3788240524795666,,,
1771436,190416781,580538,191601,work,1,False,1,98542,97129,23802097,home,,18.0,SHARED3FREE,1.0303615582138264,,,
1773954,190696893,581392,191881,work,1,False,1,97616,97132,23837111,home,,20.0,SHARED3FREE,-5.539435523523236,,,
1775142,190829777,581798,191998,atwork,1,True,1,97402,97178,23853722,atwork,,12.0,SHARED3FREE,2.0538452002373013,,,
1775521,190870077,581920,192037,work,1,False,4,98937,97195,23858759,shopping,11.018902952221584,16.0,SHARED3FREE,-0.0927580562075287,,,
1775646,190880901,581953,192048,work,1,False,1,98937,99153,23860112,home,,20.0,SHARED3FREE,0.691988625122679,,,
1775906,190906792,582032,192071,social,4,False,4,99025,95448,23863348,home,,14.0,SHARED3FREE,0.5833125184546399,,,
1776139,190926821,582093,192088,work,1,False,1,95182,95420,23865852,home,,23.0,SHARED3FREE,0.8988110838803042,,,
1776638,190976941,582246,192136,univ,1,False,1,98128,97633,23872117,home,,18.0,SHARED3FREE,0.2799566040019468,,,
1776724,190988485,582281,192147,work,1,False,2,96141,96881,23873560,othdiscr,13.220957743950876,17.0,SHARED3FREE,-0.0976744580562826,,,
1777410,191061845,582505,192216,othdiscr,1,False,1,97129,97859,23882730,home,,19.0,SHARED3FREE,-0.7581045808717203,,,
1777469,191067205,582521,192219,work,1,False,1,99358,95447,23883400,home,,15.0,SHARED3FREE,0.0849297127604177,,,
1777562,191077325,582552,192229,shopping,1,False,1,97563,97526,23884665,home,,13.0,SHARED3FREE,0.7900397232869341,,,
1777689,191088318,582586,192239,eatout,2,False,2,97426,95127,23886039,home,,21.0,SHARED3FREE,-0.1843124112527884,,,
1777917,191107877,582645,192258,work,1,False,1,96891,96123,23888484,home,,17.0,SHARED3FREE,-2.962311955305975,,,
1778888,191202669,582934,192341,work,1,False,2,96395,97141,23900333,work,13.152452482671103,11.0,SHARED3FREE,-0.6334120491267458,,,
1779336,191245309,583064,192383,work,1,False,3,98536,92145,23905663,shopping,12.519333784322534,16.0,SHARED3FREE,0.361222411817768,,,
1779445,191257445,583101,192392,work,1,False,2,92852,96657,23907180,shopping,16.0876209937838,17.0,SHARED3FREE,1.0261470197188225,,,
1780751,191386677,583495,192502,work,1,False,1,95444,96189,23923334,home,,16.0,SHARED3FREE,0.3712885774538427,,,
1781603,191479189,583778,192582,atwork,1,False,1,97130,95252,23934898,work,,14.0,SHARED3FREE,2.081397143605744,,,
1782565,191576805,584075,192677,othdiscr,1,False,2,98095,98260,23947100,social,13.65210256664206,15.0,SHARED3FREE,0.3121728123693154,,,
1783046,191632117,584244,192728,escort,1,False,1,99039,97400,23954014,home,,17.0,SHARED3FREE,-0.1307263349562103,,,
1784025,191735885,584560,192832,othdiscr,1,False,1,97635,98802,23966985,home,,10.0,SHARED3FREE,0.7424480588113654,,,
1784270,191761953,584640,192858,atwork,1,True,1,94916,96183,23970244,atwork,,13.0,SHARED3FREE,1.662227161560225,,,
1784289,191765533,584651,192862,atwork,1,False,1,97621,97386,23970691,work,,14.0,SHARED3FREE,2.3832601258628543,,,
1784477,191781146,584698,192878,othdiscr,2,True,2,98588,98125,23972643,othdiscr,,11.0,SHARED3FREE,2.7363343260327806,,,
1784497,191783273,584705,192880,atwork,1,True,1,96168,94201,23972909,atwork,,10.0,SHARED3FREE,2.323587661911315,,,
1784659,191802582,584763,192900,work,2,False,3,95513,93707,23975322,work,16.800630431684134,20.0,SHARED3FREE,0.1902034417750633,,,
1784998,191833678,584858,192935,school,2,False,2,91740,177896,23979209,home,,14.0,SHARED3FREE,-3.4500770845935933,,,
1785864,191921053,585125,193033,eatout,1,False,1,97161,96406,23990131,home,,20.0,SHARED3FREE,1.172430232655458,,,
1786131,191949413,585211,193059,othdiscr,1,False,2,98801,97417,23993676,shopping,10.1664439573094,21.0,SHARED3FREE,-0.9356450174979644,,,
1786581,191994462,585348,193105,work,2,False,4,98127,162615,23999307,escort,6.006216149370439,11.0,SHARED3FREE,-2.7579997719780835,,,
1786960,192034415,585470,193150,school,3,False,3,180831,96648,24004301,home,,17.0,SHARED3FREE,-2.904097264398633,,,
1787641,192099373,585668,193221,shopping,1,False,1,96346,95268,24012421,home,,14.0,SHARED3FREE,0.3777723129557488,,,
1787651,192100405,585671,193222,work,1,False,1,94954,177897,24012550,home,,15.0,SHARED3FREE,-0.7638412764204512,,,
1787901,192127629,585754,193252,work,1,False,3,99612,94233,24015953,othmaint,17.408742401810873,15.0,SHARED3FREE,1.339437541900995,,,
1789104,192264405,586171,193384,work,1,False,1,95436,97102,24033050,home,,17.0,SHARED3FREE,0.8474617435130304,,,
1789297,192284677,586233,193400,school,1,False,2,99399,97399,24035584,escort,15.984508593578688,14.0,SHARED3FREE,1.1457954376283763,,,
1789821,192338861,586398,193462,work,1,False,1,96647,170329,24042357,home,,17.0,SHARED3FREE,0.6610636062735952,,,
1790643,192421237,586650,193542,atwork,1,False,1,96416,94182,24052654,work,,10.0,SHARED3FREE,1.860560375789008,,,
1790983,192456878,586758,193576,school,2,False,2,97140,95052,24057109,home,,17.0,SHARED3FREE,1.3328232898374854,,,
1791141,192472573,586806,193591,othdiscr,1,False,2,94904,94070,24059071,social,17.455254864053437,17.0,SHARED3FREE,2.8070882274676734,,,
1791591,192521117,586954,193641,othdiscr,1,False,1,96178,97130,24065139,home,,16.0,SHARED3FREE,0.8555975859123657,,,
1792049,192570757,587105,193693,work,1,False,1,96110,97141,24071344,home,,15.0,SHARED3FREE,0.8752405567075234,,,
1792140,192579657,587133,193702,atwork,1,True,1,98536,95254,24072457,atwork,,14.0,SHARED3FREE,2.071246421467332,,,
1792141,192579661,587133,193702,atwork,1,False,1,96167,96162,24072457,work,,14.0,SHARED3FREE,2.082319755470797,,,
1792146,192579941,587133,193702,work,1,False,1,169713,95670,24072492,home,,15.0,SHARED3FREE,0.963541917263225,,,
1792169,192581517,587138,193704,school,1,False,1,96097,96640,24072689,home,,15.0,SHARED3FREE,0.7109400585345311,,,
1792361,192599949,587194,193721,work,1,False,1,98544,98834,24074993,home,,17.0,SHARED3FREE,-2.79461449720264,,,
1792522,192615781,587243,193738,escort,1,False,1,95641,98802,24076972,home,,8.0,SHARED3FREE,0.0581647617623314,,,
1793543,192720325,587561,193841,work,1,False,1,94943,96661,24090040,home,,17.0,SHARED3FREE,0.9167334284869924,,,
1795013,192883385,588059,193999,atwork,1,True,1,97563,96634,24110423,atwork,,11.0,SHARED3FREE,2.395390171280291,,,
1795276,192917341,588162,194031,othdiscr,1,False,2,97636,97393,24114667,othmaint,18.075132523433798,23.0,SHARED3FREE,1.5941194505685328,,,
1796464,193042137,588543,194153,atwork,1,True,1,95643,95938,24130267,atwork,,11.0,SHARED3FREE,2.122343135924185,,,
1796480,193043542,588547,194154,othdiscr,2,False,2,93990,96892,24130442,home,,7.0,SHARED3FREE,-2.348980788291874,,,
1796519,193047277,588558,194157,school,1,False,1,94419,96170,24130909,home,,16.0,SHARED3FREE,0.4377777483532834,,,
1798116,193221225,589089,194319,atwork,1,True,1,95004,98665,24152653,atwork,,10.0,SHARED3FREE,2.476703588837121,,,
1798117,193221229,589089,194319,atwork,1,False,1,98306,96269,24152653,work,,10.0,SHARED3FREE,2.476703588837121,,,
1798136,193222493,589092,194320,work,1,False,1,91664,96653,24152811,home,,17.0,SHARED3FREE,0.5589579520790694,,,
1799370,193350410,589482,194431,work,2,True,2,96881,97861,24168801,work,,9.0,SHARED3FREE,0.7083153443116535,,,
1799424,193355705,589499,194439,atwork,1,True,1,96887,96420,24169463,atwork,,13.0,SHARED3FREE,2.027990077268388,,,
1803326,193747301,590692,194811,work,1,False,1,92302,170329,24218412,home,,22.0,SHARED3FREE,1.3423807843880795,,,
1803749,193791573,590827,194853,work,1,False,1,97834,95785,24223946,home,,16.0,SHARED3FREE,0.8040483560553137,,,
1804326,193851597,591010,194909,work,1,False,1,95184,96269,24231449,home,,17.0,SHARED3FREE,0.9813208541688124,,,
1804496,193869197,591064,194926,othdiscr,1,False,1,97831,97606,24233649,home,,21.0,SHARED3FREE,0.7873732976561235,,,
1804779,193894357,591141,194950,eatout,1,False,1,97898,95195,24236794,home,,9.0,SHARED3FREE,-0.7384733569074291,,,
1804797,193896421,591147,194951,othdiscr,1,False,1,97426,97407,24237052,home,,14.0,SHARED3FREE,-0.3677755193885065,,,
1805052,193924413,591232,194976,work,1,False,1,95221,95258,24240551,home,,18.0,SHARED3FREE,1.090434955917739,,,
1805365,193961805,591346,195012,work,1,False,1,97399,94780,24245225,home,,18.0,SHARED3FREE,0.4883522270083852,,,
1805619,193992901,591441,195039,school,1,False,2,98296,97596,24249112,social,15.740000366166166,14.0,SHARED3FREE,1.0487862246629842,,,
1806113,194040525,591586,195083,work,1,False,1,93465,98537,24255065,home,,18.0,SHARED3FREE,0.5168213510778727,,,
1807712,194205181,592088,195241,work,1,False,1,95641,97632,24275647,home,,16.0,SHARED3FREE,0.8250021745000667,,,
1808545,194288493,592342,195327,work,1,False,2,96390,99028,24286061,social,14.894866128786614,17.0,SHARED3FREE,1.310753610701833,,,
1808736,194312349,592415,195350,othmaint,1,False,1,99577,95182,24289043,home,,6.0,SHARED3FREE,0.1042805937245761,,,
1811822,194625917,593371,195668,othmaint,1,False,1,96161,99229,24328239,home,,14.0,SHARED3FREE,0.8988460761152788,,,
1812348,194678485,593531,195725,work,1,False,1,98661,97735,24334810,home,,17.0,SHARED3FREE,0.5387373384999599,,,
1812536,194698865,593594,195750,atwork,1,True,1,94433,93002,24337358,atwork,,14.0,SHARED3FREE,2.0784500580273764,,,
1812897,194735821,593706,195787,school,1,False,1,96635,97858,24341977,home,,16.0,SHARED3FREE,0.4692658233871778,,,
1812955,194740477,593720,195792,work,1,False,1,96183,96855,24342559,home,,18.0,SHARED3FREE,0.7535616533818613,,,
1813596,194813621,593943,195865,work,1,False,1,97416,94182,24351702,home,,18.0,SHARED3FREE,0.7309205429204892,,,
1814628,194923829,594279,195978,work,1,False,1,99048,97861,24365478,home,,17.0,SHARED3FREE,0.6693086082731498,,,
1814673,194928682,594294,195983,school,2,True,2,98812,96641,24366085,school,,8.0,SHARED3FREE,1.2427121089299171,,,
1815184,194975981,594438,196025,work,1,False,1,94914,96641,24371997,home,,17.0,SHARED3FREE,1.0203086371941448,,,
1816349,195093074,594795,196137,work,2,True,2,97150,178488,24386634,work,,8.0,SHARED3FREE,-0.230598487696837,,,
1816617,195121941,594883,196164,work,1,False,1,93391,95015,24390242,home,,14.0,SHARED3FREE,0.7376865369004494,,,
1816647,195124237,594890,196166,work,1,False,1,96062,96861,24390529,home,,16.0,SHARED3FREE,0.8177026941701322,,,
1816975,195157581,594992,196202,othdiscr,1,False,1,97412,95007,24394697,home,,12.0,SHARED3FREE,-0.1298240035543281,,,
1817441,195211157,595155,196252,work,1,False,1,95239,95439,24401394,home,,19.0,SHARED3FREE,-0.7654528411007131,,,
1817595,195229525,595211,196266,work,1,False,1,99306,94987,24403690,home,,16.0,SHARED3FREE,0.7913746189504439,,,
1818050,195276805,595356,196311,atwork,1,False,1,99284,97268,24409600,work,,9.0,SHARED3FREE,1.3433280241972525,,,
1818146,195287909,595389,196321,work,1,False,1,97845,97860,24410988,home,,20.0,SHARED3FREE,0.9605798715899776,,,
1818223,195294797,595410,196328,work,1,False,1,162615,94911,24411849,home,,18.0,SHARED3FREE,0.2722853906125376,,,
1818684,195341680,595553,196371,social,4,False,4,95029,97432,24417709,home,,17.0,SHARED3FREE,1.2824114559834463,,,
1820074,195495533,596022,196521,work,1,False,4,94233,97877,24436941,escort,16.63191647611674,21.0,SHARED3FREE,0.087096612240666,,,
1820196,195509134,596064,196535,othmaint,2,False,2,96389,94974,24438641,home,,21.0,SHARED3FREE,-0.8436832395109364,,,
1820386,195530957,596130,196556,work,1,False,1,99071,96418,24441369,home,,21.0,SHARED3FREE,0.4852130109920663,,,
1821366,195640849,596466,196660,atwork,1,True,1,98295,97691,24455106,atwork,,12.0,SHARED3FREE,2.128819877652079,,,
1821579,195664783,596538,196682,work,3,False,4,96892,97599,24458097,othmaint,16.81121876763019,17.0,SHARED3FREE,1.366035713156913,,,
1823357,195849117,597100,196860,work,1,False,1,93323,94995,24481139,home,,14.0,SHARED3FREE,1.181563112935917,,,
1823359,195849125,597100,196860,work,1,False,1,95206,98098,24481140,home,,18.0,SHARED3FREE,0.9633670451812634,,,
1824984,196022973,597631,197028,atwork,1,False,2,97616,96045,24502871,eatout,21.08635245056112,14.0,SHARED3FREE,2.683238230057325,,,
1825331,196058925,597740,197063,othdiscr,1,False,1,98308,97410,24507365,home,,21.0,SHARED3FREE,-0.0853839726949121,,,
1828900,196416861,598831,197372,social,1,False,1,99236,99153,24552107,home,,23.0,SHARED3FREE,1.107371306606433,,,
1830369,196567154,599290,197508,atwork,2,True,2,97858,99228,24570894,atwork,,10.0,SHARED3FREE,1.3844036336358745,,,
1830543,196584165,599341,197524,work,1,False,1,97620,99102,24573020,home,,18.0,SHARED3FREE,0.6732148600368904,,,
1830661,196598269,599384,197537,work,1,False,1,99358,96861,24574783,home,,18.0,SHARED3FREE,0.7573599965697742,,,
1831954,196725205,599771,197648,work,1,False,1,95188,97437,24590650,home,,18.0,SHARED3FREE,0.9410231411849296,,,
1832335,196768545,599904,197687,atwork,1,True,1,179186,92402,24596068,atwork,,14.0,SHARED3FREE,2.2678876016833613,,,
1832336,196768549,599904,197687,atwork,1,False,1,96045,95443,24596068,work,,14.0,SHARED3FREE,2.227442919486372,,,
1832338,196768829,599904,197687,work,1,False,1,96001,97852,24596103,home,,16.0,SHARED3FREE,-1.463808166257661,,,
1832461,196782649,599947,197700,atwork,1,True,1,97835,93024,24597831,atwork,,12.0,SHARED3FREE,1.9495078108725403,,,
1832528,196787989,599964,197704,othdiscr,1,False,1,97141,95029,24598498,home,,21.0,SHARED3FREE,-4.086743035859527,,,
1833058,196848905,600149,197756,atwork,1,True,1,96649,96899,24606113,atwork,,12.0,SHARED3FREE,2.2876135308081484,,,
1833888,196931189,600399,197827,work,1,False,1,96189,97400,24616398,home,,16.0,SHARED3FREE,-0.6250531410450444,,,
1834326,196977813,600542,197869,atwork,1,False,1,97147,96435,24622226,work,,10.0,SHARED3FREE,2.1181083857883904,,,
1834707,197018106,600664,197907,work,2,True,2,97132,92505,24627263,work,,12.0,SHARED3FREE,0.0312648613654433,,,
1835042,197053861,600773,197936,work,1,False,1,93707,96647,24631732,home,,16.0,SHARED3FREE,0.756148205506071,,,
1835060,197055829,600779,197938,work,1,False,1,97859,93198,24631978,home,,17.0,SHARED3FREE,-2.0475818041416813,,,
1835738,197134765,601020,198001,othdiscr,1,False,1,98115,95058,24641845,home,,12.0,SHARED3FREE,0.973682848483884,,,
1835814,197145650,601053,198010,shopping,2,True,2,181954,95433,24643206,shopping,,11.0,SHARED3FREE,0.5390296099251305,,,
1836092,197181125,601161,198039,work,1,False,1,94433,95428,24647640,home,,15.0,SHARED3FREE,0.5764264967882354,,,
1837022,197275197,601448,198126,school,1,False,1,99102,97574,24659399,home,,14.0,SHARED3FREE,0.3126233478266862,,,
1837219,197295157,601509,198143,othdiscr,1,False,4,97127,94974,24661894,othmaint,11.391716166828935,14.0,SHARED3FREE,-0.0241040403961183,,,
1837596,197335613,601632,198177,work,1,False,2,96632,96155,24666951,work,13.359573237447089,21.0,SHARED3FREE,0.0154824088365363,,,
1838055,197383829,601779,198216,work,1,False,2,97637,97627,24672978,work,15.695466455468749,14.0,SHARED3FREE,1.447380140828276,,,
1838168,197394061,601811,198226,eatout,1,False,1,98125,99144,24674257,home,,23.0,SHARED3FREE,0.5723827020204669,,,
1838295,197404709,601843,198236,othdiscr,1,False,1,98306,97849,24675588,home,,20.0,SHARED3FREE,-0.5871067593708339,,,
1838361,197412037,601865,198242,work,1,False,1,98354,94228,24676504,home,,18.0,SHARED3FREE,-0.4845926660670986,,,
1838428,197419909,601889,198249,work,1,False,1,97849,94737,24677488,home,,18.0,SHARED3FREE,0.9126842917195284,,,
1838503,197429093,601917,198257,work,1,False,1,95428,98106,24678636,home,,19.0,SHARED3FREE,0.8372585508643166,,,
1839034,197488789,602099,198312,work,1,False,4,97876,96885,24686098,othdiscr,12.378139182984391,16.0,SHARED3FREE,-0.3821202848890317,,,
1840011,197588437,602403,198403,school,1,False,1,96657,95646,24698554,home,,16.0,SHARED3FREE,1.1887091815811617,,,
1840456,197641962,602566,198447,work,2,True,2,97400,94947,24705245,work,,9.0,SHARED3FREE,2.198130666340683,,,
1841148,197715701,602791,198514,school,1,False,1,98544,95195,24714462,home,,15.0,SHARED3FREE,0.5973653528620697,,,
1841172,197719045,602801,198518,work,1,False,1,97423,96055,24714880,home,,17.0,SHARED3FREE,0.5560053471257078,,,
1842964,197896070,603341,198679,othdiscr,2,False,2,97124,98136,24737008,home,,20.0,SHARED3FREE,-0.1222425215219192,,,
1843006,197898789,603349,198681,work,1,False,2,92505,96896,24737348,work,18.398614627738223,11.0,SHARED3FREE,1.0746961657778802,,,
1843375,197938149,603469,198716,work,1,False,1,99153,98102,24742268,home,,18.0,SHARED3FREE,0.9018156904243902,,,
1843440,197944709,603489,198722,work,1,False,1,169790,96398,24743088,home,,19.0,SHARED3FREE,0.5382088516443443,,,
1843552,197959733,603535,198737,school,1,False,1,96390,95644,24744966,home,,13.0,SHARED3FREE,0.2448532046559965,,,
1844501,198055289,603827,198828,atwork,1,True,1,94410,97574,24756911,atwork,,8.0,SHARED3FREE,2.071191465381516,,,
1844847,198093621,603943,198862,work,1,False,1,98018,97408,24761702,home,,21.0,SHARED3FREE,0.935751601166224,,,
1844899,198100049,603963,198867,atwork,1,True,1,95654,96421,24762506,atwork,,11.0,SHARED3FREE,1.8096057948658992,,,
1845519,198170270,604177,198927,othdiscr,2,False,2,95288,97769,24771283,home,,23.0,SHARED3FREE,-0.0646761815957461,,,
1845566,198178585,604203,198935,atwork,1,True,2,96650,95670,24772323,eatout,20.824346429412422,11.0,SHARED3FREE,2.06996878711811,,,
1845572,198178901,604203,198935,work,1,False,1,95912,94967,24772362,home,,13.0,SHARED3FREE,-0.3088606689416244,,,
1846501,198279597,604510,199028,work,1,False,1,98627,97565,24784949,home,,17.0,SHARED3FREE,1.2316852913321297,,,
1847125,198344869,604709,199092,work,1,False,1,98322,95097,24793108,home,,19.0,SHARED3FREE,0.9627113304258716,,,
1848033,198432773,604977,199171,work,1,False,1,98095,94457,24804096,home,,16.0,SHARED3FREE,-0.7571944730997441,,,
1848059,198435205,604987,199175,othdiscr,1,False,1,99026,96071,24804400,home,,17.0,SHARED3FREE,-4.403917883330377,,,
1848164,198444582,605013,199182,work,2,False,4,97430,96632,24805572,escort,12.4253683244223,20.0,SHARED3FREE,-0.4192015807838138,,,
1848478,198478693,605117,199215,work,1,False,1,93198,96639,24809836,home,,17.0,SHARED3FREE,0.6861376712530104,,,
1848518,198482673,605130,199220,atwork,1,True,1,96886,99048,24810334,atwork,,10.0,SHARED3FREE,1.5007789773427134,,,
1849152,198549257,605333,199281,atwork,1,True,1,98984,98113,24818657,atwork,,13.0,SHARED3FREE,1.9124723380545607,,,
1849600,198593773,605468,199320,shopping,1,False,1,93721,97137,24824221,home,,19.0,SHARED3FREE,0.7418926441986472,,,
1850183,198659027,605667,199380,school,3,True,3,97413,98994,24832378,school,,8.0,SHARED3FREE,0.8093551006713219,,,
1850670,198706917,605813,199428,school,1,False,1,96869,178487,24838364,home,,18.0,SHARED3FREE,0.7093928409829044,,,
1850849,198725893,605871,199447,othdiscr,1,False,2,94410,96182,24840736,eatout,16.993888756550064,19.0,SHARED3FREE,1.2273552710226827,,,
1850883,198731186,605887,199452,school,2,True,2,95641,99329,24841398,school,,10.0,SHARED3FREE,1.103231076792181,,,
1851049,198746341,605933,199470,work,1,False,1,97411,99306,24843292,home,,20.0,SHARED3FREE,1.006041627833426,,,
1851427,198789309,606064,199516,work,1,False,1,96107,99028,24848663,home,,18.0,SHARED3FREE,0.7470379043572629,,,
1851690,198815470,606144,199539,othmaint,2,False,2,97641,99335,24851933,home,,13.0,SHARED3FREE,1.430559788966971,,,
1851844,198829369,606187,199553,atwork,1,True,1,95010,95650,24853671,atwork,,14.0,SHARED3FREE,1.4154215476686989,,,
1851847,198829653,606187,199553,work,1,False,1,96657,98319,24853706,home,,18.0,SHARED3FREE,0.8303629018012965,,,
1852099,198856877,606270,199578,work,1,False,3,95918,93783,24857109,escort,17.131624883166186,18.0,SHARED3FREE,0.8560796458914552,,,
1852706,198924357,606476,199648,othmaint,1,False,1,95672,97860,24865544,home,,19.0,SHARED3FREE,1.180225470850652,,,
1852973,198949046,606551,199672,work,2,False,3,98955,95416,24868630,othmaint,12.446664733482743,21.0,SHARED3FREE,-0.3114961356425387,,,
1853268,198980533,606647,199704,work,1,False,2,187448,97653,24872566,shopping,11.683528165428475,23.0,SHARED3FREE,-0.8566981435271065,,,
1853331,198986914,606668,199712,othmaint,2,True,2,96394,97841,24873364,othmaint,,21.0,SHARED3FREE,0.6000250466086559,,,
1853476,198999797,606706,199725,othmaint,1,False,1,181954,97878,24874974,home,,14.0,SHARED3FREE,-0.1991249007493501,,,
1853525,199005797,606724,199732,work,1,False,1,95066,180589,24875724,home,,16.0,SHARED3FREE,0.5177927753337371,,,
1854127,199075213,606936,199800,othdiscr,1,False,2,96060,94954,24884401,shopping,13.913770632902857,16.0,SHARED3FREE,0.3433036638809064,,,
1854406,199106093,607030,199831,school,1,False,1,97844,95440,24888261,home,,15.0,SHARED3FREE,0.0438202370190029,,,
1854838,199159269,607192,199883,social,1,False,1,96435,98772,24894908,home,,16.0,SHARED3FREE,0.7412042883110104,,,
1855054,199183781,607267,199904,othdiscr,1,False,1,95420,93765,24897972,home,,19.0,SHARED3FREE,-1.999627246715613,,,
1855315,199210789,607349,199935,work,1,False,1,97161,95416,24901348,home,,13.0,SHARED3FREE,1.1599762804592129,,,
1855343,199214287,607360,199940,othdiscr,3,False,4,97769,96407,24901785,eatout,16.159424858845863,19.0,SHARED3FREE,0.99879166861902,,,
1855593,199243525,607449,199972,school,1,False,3,98539,96176,24905440,othdiscr,18.197760947098764,20.0,SHARED3FREE,0.9404435515699214,,,
1855952,199284591,607574,200015,work,3,False,4,99243,95255,24910573,othdiscr,15.34214658805694,17.0,SHARED3FREE,0.7590623457673596,,,
1857674,199461502,608114,200200,eatout,2,False,2,97859,93041,24932687,home,,20.0,SHARED3FREE,-0.6836737697924278,,,
1859414,199647949,608682,200385,school,1,False,1,91928,93721,24955993,home,,15.0,SHARED3FREE,0.7809736066644128,,,
1859864,199692949,608819,200427,work,1,False,1,148428,96644,24961618,home,,18.0,SHARED3FREE,0.4987678841806358,,,
1860130,199723133,608911,200458,work,1,False,1,94661,96161,24965391,home,,17.0,SHARED3FREE,-0.0608529421719931,,,
1860433,199755861,609011,200490,school,1,False,1,98294,97844,24969482,home,,19.0,SHARED3FREE,0.5458838218877321,,,
1860647,199777837,609078,200513,school,1,False,1,96173,95440,24972229,home,,14.0,SHARED3FREE,0.7903237193969966,,,
1860917,199807421,609168,200542,work,1,False,2,97413,97127,24975927,work,17.90504558497354,18.0,SHARED3FREE,0.991060083138762,,,
1862654,200004853,609770,200752,social,1,False,1,93878,94457,25000606,home,,15.0,SHARED3FREE,0.6993647830101081,,,
1862799,200018589,609812,200764,school,1,False,1,95154,99237,25002323,home,,15.0,SHARED3FREE,0.3638906724462615,,,
1864063,200159693,610242,200921,work,1,False,1,97399,97878,25019961,home,,15.0,SHARED3FREE,0.7714265041707248,,,
1865428,200297781,610663,201072,work,1,False,1,97321,95919,25037222,home,,20.0,SHARED3FREE,0.588514609252313,,,
1865904,200347309,610814,201125,work,1,False,1,96143,98803,25043413,home,,19.0,SHARED3FREE,0.9483612320889612,,,
1866095,200363753,610865,201144,atwork,1,True,1,96640,177897,25045469,atwork,,11.0,SHARED3FREE,1.8615985786224305,,,
1867320,200492589,611257,201282,social,1,False,1,93954,96155,25061573,home,,21.0,SHARED3FREE,0.3472617354136458,,,
1868495,200616861,611636,201414,school,1,False,1,94163,97851,25077107,home,,18.0,SHARED3FREE,0.5303144359106661,,,
1868756,200643733,611718,201440,othmaint,1,False,1,97574,97612,25080466,home,,15.0,SHARED3FREE,0.9174954081637894,,,
1869201,200697286,611881,201491,work,2,False,2,97131,95192,25087160,home,,18.0,SHARED3FREE,0.9528887119690218,,,
1869322,200715981,611938,201507,work,1,False,1,97735,98632,25089497,home,,18.0,SHARED3FREE,0.7059889269306828,,,
1869355,200718742,611947,201510,othdiscr,2,False,3,91817,180811,25089842,shopping,10.37667584107318,16.0,SHARED3FREE,-0.8682114064993925,,,
1870171,200805661,612212,201586,othdiscr,1,False,1,96232,95654,25100707,home,,14.0,SHARED3FREE,-0.3189772249986342,,,
1870710,200863581,612388,201638,work,1,False,1,95420,95649,25107947,home,,18.0,SHARED3FREE,-0.4342907667837061,,,
1871135,200910134,612530,201687,social,2,False,2,98296,94954,25113766,home,,23.0,SHARED3FREE,0.9457572810936838,,,
1871416,200940989,612624,201716,work,1,False,1,93041,96867,25117623,home,,20.0,SHARED3FREE,-2.087400757897789,,,
1871469,200946629,612642,201721,eatout,1,False,1,96648,97867,25118328,home,,18.0,SHARED3FREE,-0.9275087763257714,,,
1874369,201256525,613586,202063,work,1,False,4,96648,96661,25157065,work,18.091030646408647,18.0,SHARED3FREE,1.0341829632300188,,,
