,trip_id,person_id,household_id,primary_purpose,trip_num,outbound,trip_count,destination,origin,tour_id,purpose,destination_logsum,depart,trip_mode,mode_choice_logsum,atap,btap,path_set
4946780,525256781,1601392,642511,othdiscr,1,False,1,98319,99128,65657097,home,,17.0,SHARED3FREE,1.682617053892067,,,
4947033,525300845,1601526,642529,work,1,False,1,97150,95254,65662605,home,,15.0,SHARED3FREE,-0.1743656490860614,,,
4947932,525388089,1601792,642630,work,1,True,1,96411,180809,65673511,work,,8.0,SHARED3FREE,1.32379174654385,,,
4948630,525467417,1602034,642704,shopping,1,True,1,96155,99052,65683427,shopping,,14.0,SHARED3FREE,0.3777810523727902,,,
4948634,525467553,1602035,642704,escort,1,True,1,97383,93611,65683444,escort,,13.0,SHARED3FREE,-0.290218208315691,,,
4948640,525468077,1602036,642704,shopping,1,False,1,96900,98543,65683509,home,,10.0,SHARED3FREE,2.6199420227347336,,,
4949694,525598817,1602435,642813,othmaint,1,True,1,95380,96189,65699852,othmaint,,15.0,SHARED3FREE,0.0366399039855972,,,
4951483,525796633,1603038,642943,social,1,True,1,96346,95937,65724579,social,,9.0,SHARED3FREE,0.4666751946246936,,,
4951552,525803010,1603057,642951,work,2,True,2,99229,94270,65725376,work,,8.0,SHARED3FREE,1.277579009248333,,,
4951972,525843821,1603183,642991,othdiscr,1,False,1,98325,98309,65730477,home,,21.0,SHARED3FREE,1.1927968811817655,,,
4953124,525986365,1603616,643082,work,1,False,3,96859,96269,65748295,work,18.3519663377659,14.0,SHARED3FREE,1.370775073465572,,,
4953605,526036549,1603769,643142,work,1,False,2,181956,94185,65754568,work,19.428530357889144,17.0,SHARED3FREE,0.9297782555056812,,,
4954022,526080497,1603903,643181,work,1,True,1,94991,96632,65760062,work,,8.0,SHARED3FREE,1.204343753817193,,,
4954157,526094933,1603947,643191,work,1,False,1,95192,162555,65761866,home,,17.0,SHARED3FREE,1.033242257568963,,,
4954287,526108925,1603990,643201,othdiscr,1,False,1,96001,95182,65763615,home,,20.0,SHARED3FREE,1.317440225206463,,,
4954306,526109917,1603993,643201,othdiscr,1,False,1,98997,96641,65763739,home,,21.0,SHARED3FREE,1.3693792556345166,,,
4955161,526209997,1604298,643282,univ,1,False,1,96411,97877,65776249,home,,19.0,SHARED3FREE,0.8318943674930582,,,
4955169,526210801,1604301,643283,escort,1,True,1,94938,95644,65776350,escort,,14.0,SHARED3FREE,0.0425978328318833,,,
4955171,526211129,1604302,643283,escort,1,True,1,98953,95644,65776391,escort,,14.0,SHARED3FREE,0.4975822386915531,,,
4955175,526211461,1604303,643283,escort,1,False,2,97428,91800,65776432,escort,19.757607106078986,8.0,SHARED3FREE,-0.5132474054101341,,,
4955189,526212945,1604307,643285,school,1,True,1,93323,95658,65776618,school,,6.0,SHARED3FREE,0.894907705254138,,,
4955192,526213098,1604308,643285,escort,2,True,2,181954,95268,65776637,escort,,7.0,SHARED3FREE,1.1528783929045126,,,
4955548,526249029,1604417,643323,school,1,False,1,94963,98928,65781128,home,,16.0,SHARED3FREE,-3.6247600540969938,,,
4956327,526350114,1604725,643384,work,2,True,2,98295,95265,65793764,work,,11.0,SHARED3FREE,1.345346165870672,,,
4956397,526357050,1604747,643394,atwork,2,True,2,97871,97622,65794631,atwork,,11.0,SHARED3FREE,1.5372612980710911,,,
4956721,526389389,1604845,643436,othmaint,1,False,1,97566,95186,65798673,home,,20.0,SHARED3FREE,1.3711188755286698,,,
4956880,526408325,1604903,643453,othmaint,1,False,2,97632,97145,65801040,social,9.797645689892365,15.0,SHARED3FREE,-0.3247887229225223,,,
4957620,526485189,1605137,643505,school,1,False,1,96056,98114,65810648,home,,14.0,SHARED3FREE,0.9963392441126954,,,
4957732,526495189,1605168,643510,escort,1,False,1,98588,95004,65811898,home,,8.0,SHARED3FREE,0.5505923839565668,,,
4958177,526560365,1605366,643537,work,1,False,1,96184,98128,65820045,home,,14.0,SHARED3FREE,1.2624501276918152,,,
4958204,526563861,1605377,643539,othdiscr,1,False,1,170329,98588,65820482,home,,19.0,SHARED3FREE,0.3322658557208138,,,
4958693,526622773,1605557,643607,escort,1,False,2,97604,97862,65827846,shopping,12.02308390000914,7.0,SHARED3FREE,-0.5975373676489142,,,
4959134,526667009,1605692,643662,atwork,1,True,1,96900,97844,65833376,atwork,,10.0,SHARED3FREE,2.193818496165012,,,
4960108,526790709,1606069,643740,escort,1,False,1,94211,97851,65848838,home,,8.0,SHARED3FREE,0.468104214725296,,,
4960696,526854917,1606264,643782,work,1,False,2,95939,96412,65856864,eatout,7.103815375156462,17.0,SHARED3FREE,-2.4748559712198688,,,
4962047,527015957,1606755,643911,work,1,False,1,98953,98154,65876994,home,,18.0,SHARED3FREE,0.9416426297098748,,,
4962805,527110433,1607044,643978,atwork,1,True,1,99335,97613,65888804,atwork,,12.0,SHARED3FREE,1.9919163514319231,,,
4963705,527216629,1607367,644062,univ,1,False,1,97151,97617,65902078,home,,21.0,SHARED3FREE,0.919324155107867,,,
4963982,527242882,1607447,644095,shopping,2,True,2,96037,98801,65905360,shopping,,21.0,SHARED3FREE,0.6376750613469311,,,
4965231,527382593,1607873,644194,school,1,True,1,97144,94270,65922824,school,,8.0,SHARED3FREE,0.9378454978688252,,,
4965234,527383253,1607875,644194,school,1,False,1,97609,96097,65922906,home,,14.0,SHARED3FREE,2.0473520107840666,,,
4965290,527390029,1607899,644197,othmaint,1,False,1,97383,96632,65923753,home,,17.0,SHARED3FREE,-0.1482562569932927,,,
4965298,527391453,1607900,644197,univ,1,False,1,98543,96164,65923931,home,,11.0,SHARED3FREE,1.2742700686418518,,,
4965564,527424729,1608002,644226,escort,1,True,1,98113,98260,65928091,escort,,11.0,SHARED3FREE,0.6914337267534165,,,
4966465,527514781,1608276,644329,school,1,False,1,96662,95443,65939347,home,,15.0,SHARED3FREE,-1.7510103811741862,,,
4966472,527515825,1608279,644329,work,1,True,1,97121,96081,65939478,work,,14.0,SHARED3FREE,1.2622762535600291,,,
4966480,527516089,1608280,644329,school,1,True,1,96047,98354,65939511,school,,7.0,SHARED3FREE,1.9733247763604556,,,
4966773,527548561,1608379,644353,school,1,True,1,99045,96143,65943570,school,,8.0,SHARED3FREE,1.1957187664369695,,,
4966870,527557812,1608407,644358,work,4,True,4,92402,187448,65944726,work,,17.0,SHARED3FREE,1.148465367831348,,,
4967026,527579789,1608474,644371,work,1,False,1,96881,98588,65947473,home,,19.0,SHARED3FREE,1.322027180318247,,,
4967456,527630565,1608629,644399,school,1,False,1,97405,98539,65953820,home,,15.0,SHARED3FREE,4.120002803972775,,,
4967583,527650897,1608691,644407,school,1,True,1,95670,98135,65956362,school,,7.0,SHARED3FREE,0.9623200596726366,,,
4968269,527727390,1608924,644472,work,2,False,2,98632,98994,65965923,home,,16.0,SHARED3FREE,1.8110918099479487,,,
4969744,527899017,1609448,644576,escort,1,True,1,95656,96883,65987377,escort,,8.0,SHARED3FREE,0.5260019627802036,,,
4969895,527917605,1609504,644583,social,1,False,1,98109,94228,65989700,home,,20.0,SHARED3FREE,1.3205688563230282,,,
4969915,527921249,1609516,644584,atwork,1,True,1,98553,95449,65990156,atwork,,12.0,SHARED3FREE,1.8599059602182295,,,
4970000,527928121,1609536,644602,work,1,True,1,95648,175617,65991015,work,,5.0,SHARED3FREE,1.0365568568599155,,,
4970568,527988561,1609721,644666,escort,1,True,1,93954,98136,65998570,escort,,8.0,SHARED3FREE,0.5780928111448017,,,
4970780,528009881,1609786,644682,escort,1,True,1,95426,176059,66001235,escort,,18.0,SHARED3FREE,0.7627964587937632,,,
4970781,528009885,1609786,644682,escort,1,False,1,97831,94211,66001235,home,,18.0,SHARED3FREE,0.7411217198669667,,,
4970783,528010034,1609786,644682,othmaint,2,True,2,97424,97141,66001254,othmaint,,11.0,SHARED3FREE,0.7405803437821736,,,
4971831,528141869,1610188,644814,othdiscr,1,False,1,98543,93024,66017733,home,,20.0,SHARED3FREE,1.1570108652597937,,,
4971941,528153021,1610222,644830,othdiscr,1,False,1,96386,96389,66019127,home,,23.0,SHARED3FREE,-2.3055227548112933,,,
4972805,528247925,1610511,644950,work,1,False,1,96045,98803,66030990,home,,13.0,SHARED3FREE,0.1603050680117283,,,
4973075,528276789,1610599,644981,work,1,False,1,99047,97534,66034598,home,,19.0,SHARED3FREE,0.7603879509351689,,,
4975023,528483758,1611230,645157,work,2,False,2,97603,180809,66060469,home,,19.0,SHARED3FREE,-0.5153672013212283,,,
4975026,528483878,1611231,645158,eatout,2,False,2,98125,99102,66060484,home,,20.0,SHARED3FREE,0.9803493665599518,,,
4976883,528687707,1611852,645291,school,3,True,3,95132,98632,66085963,school,,10.0,SHARED3FREE,1.081110218624128,,,
4977308,528732973,1611990,645317,school,1,False,1,99048,97412,66091621,home,,14.0,SHARED3FREE,1.4873816173149603,,,
4977358,528739861,1612011,645321,school,1,False,2,98116,96383,66092482,othdiscr,17.801671820506655,15.0,SHARED3FREE,0.9956230026290736,,,
4977363,528740517,1612013,645321,school,1,False,1,99039,94457,66092564,home,,15.0,SHARED3FREE,0.6316904238516152,,,
4977901,528808477,1612220,645356,work,1,False,1,97850,97526,66101059,home,,10.0,SHARED3FREE,0.4221418196092234,,,
4978251,528847837,1612340,645376,work,1,False,2,96759,93756,66105979,othmaint,7.248521076055378,18.0,SHARED3FREE,-2.300662037533075,,,
4978567,528885117,1612454,645395,othdiscr,1,False,1,98113,97145,66110639,home,,21.0,SHARED3FREE,-0.0263607872641558,,,
4979310,528993401,1612784,645436,school,1,True,1,97140,97606,66124175,school,,8.0,SHARED3FREE,-1.927184694859414,,,
4979613,529040373,1612927,645452,work,1,False,1,96394,96900,66130046,home,,19.0,SHARED3FREE,-4.87220139677885,,,
4979704,529055725,1612974,645458,school,1,False,1,94270,95641,66131965,home,,15.0,SHARED3FREE,0.7188080491367248,,,
4980058,529094821,1613093,645520,work,1,False,1,96421,95175,66136852,home,,19.0,SHARED3FREE,1.0525072944536773,,,
4980594,529148829,1613258,645595,othdiscr,1,False,4,95193,98552,66143603,social,14.418845297556445,16.0,SHARED3FREE,0.0425590770753886,,,
4981808,529275485,1613644,645735,school,1,False,1,98494,99237,66159435,home,,18.0,SHARED3FREE,0.7324866926724148,,,
4982041,529301789,1613724,645759,work,1,False,1,98882,96061,66162723,home,,23.0,SHARED3FREE,-4.606874884485855,,,
4982811,529385561,1613980,645832,othdiscr,1,True,1,94030,93611,66173195,othdiscr,,15.0,SHARED3FREE,0.4072632209032289,,,
4982812,529385565,1613980,645832,othdiscr,1,False,3,95938,95709,66173195,escort,24.58792443020712,18.0,SHARED3FREE,0.0345835849708133,,,
4983278,529436533,1614135,645868,school,1,False,1,99612,94861,66179566,home,,12.0,SHARED3FREE,1.1947641871489836,,,
4983835,529492029,1614304,645907,work,1,False,1,95221,96894,66186503,home,,18.0,SHARED3FREE,-1.4904489711015152,,,
4984112,529521829,1614395,645929,shopping,1,False,1,169713,95206,66190228,home,,19.0,SHARED3FREE,1.3394153930498431,,,
4984268,529538493,1614446,645940,othdiscr,1,False,1,98794,96640,66192311,home,,19.0,SHARED3FREE,0.8838045144634783,,,
4984485,529559857,1614511,645956,school,1,True,1,94410,97832,66194982,school,,8.0,SHARED3FREE,-2.3798022962022585,,,
4984493,529560913,1614514,645956,work,1,True,1,98588,98997,66195114,work,,14.0,SHARED3FREE,1.2112579167365247,,,
4984699,529581573,1614577,645971,work,1,False,1,99164,93002,66197696,home,,18.0,SHARED3FREE,0.9073321604360622,,,
4984981,529612025,1614670,645993,shopping,1,True,1,94191,95934,66201503,shopping,,11.0,SHARED3FREE,1.2263910543452503,,,
4985763,529704835,1614953,646046,school,3,True,3,98355,187448,66213104,school,,15.0,SHARED3FREE,0.7450852882517324,,,
4986240,529762957,1615130,646079,work,1,False,1,97161,97399,66220369,home,,15.0,SHARED3FREE,-2.9045889704175667,,,
4986719,529816749,1615294,646110,work,1,False,1,98134,99550,66227093,home,,17.0,SHARED3FREE,0.7395440417150226,,,
4987854,529959033,1615728,646179,school,1,True,1,93990,94191,66244879,school,,7.0,SHARED3FREE,1.4307261183333968,,,
4989873,530190386,1616434,646400,atwork,2,True,2,96172,94147,66273798,atwork,,10.0,SHARED3FREE,1.7186756999634645,,,
4990053,530208318,1616488,646412,school,2,False,4,96413,94991,66276039,escort,19.12136465780097,17.0,SHARED3FREE,1.1737327192393934,,,
4990401,530242757,1616593,646437,school,1,False,1,94191,94847,66280344,home,,15.0,SHARED3FREE,1.42218891884356,,,
4990432,530246365,1616604,646440,school,1,False,1,93235,92955,66280795,home,,15.0,SHARED3FREE,0.926150022326895,,,
4990988,530308029,1616792,646472,school,1,False,1,99306,96416,66288503,home,,14.0,SHARED3FREE,0.4190443578267057,,,
4991030,530315897,1616816,646475,school,1,True,1,179186,98098,66289487,school,,8.0,SHARED3FREE,1.3803440127731712,,,
4991313,530354401,1616934,646510,eatout,1,True,1,98299,96396,66294300,eatout,,18.0,SHARED3FREE,1.1063028285052183,,,
4991323,530355257,1616936,646510,school,1,True,1,98428,97596,66294407,school,,6.0,SHARED3FREE,1.980267858453436,,,
4992818,530507845,1617401,646625,work,1,False,1,95447,96175,66313480,home,,15.0,SHARED3FREE,1.3642741107891605,,,
4994200,530669926,1617896,646749,atwork,2,False,2,96861,162615,66333740,work,,11.0,SHARED3FREE,1.9053971361042428,,,
4994235,530674381,1617909,646752,othmaint,1,False,1,97410,98428,66334297,home,,20.0,SHARED3FREE,1.0502595094988445,,,
4994915,530737421,1618101,646796,social,1,False,3,98018,98139,66342177,shopping,16.75820638984387,19.0,SHARED3FREE,0.9808529389511952,,,
4995068,530755165,1618155,646805,work,1,False,1,96057,97831,66344395,home,,19.0,SHARED3FREE,0.939251110863354,,,
4995151,530767899,1618194,646811,shopping,3,True,3,98536,97149,66345987,shopping,,13.0,SHARED3FREE,0.578867637712599,,,
4995484,530810853,1618325,646827,school,1,False,1,96898,96662,66351356,home,,15.0,SHARED3FREE,1.088082231912003,,,
4995623,530824373,1618366,646845,work,1,False,1,95007,178488,66353046,home,,16.0,SHARED3FREE,1.78056116943747,,,
4995746,530838749,1618410,646882,shopping,1,False,1,98325,151877,66354843,home,,18.0,SHARED3FREE,1.3839936314618757,,,
4995865,530852242,1618451,646899,work,2,True,2,96407,181957,66356530,work,,5.0,SHARED3FREE,1.3101053157040377,,,
4996420,530906301,1618616,646974,school,1,False,1,95448,98937,66363287,home,,12.0,SHARED3FREE,0.6626742027838137,,,
4996494,530916469,1618647,646985,univ,1,False,1,99656,99387,66364558,home,,9.0,SHARED3FREE,1.2702653089470606,,,
4996612,530927357,1618680,646994,work,1,False,1,98588,96407,66365919,home,,16.0,SHARED3FREE,1.2321670669936031,,,
4996757,530943097,1618728,647005,work,1,True,1,97426,96043,66367887,work,,7.0,SHARED3FREE,1.3058888095607384,,,
4996982,530967586,1618803,647022,othdiscr,2,True,2,96403,97146,66370948,othdiscr,,7.0,SHARED3FREE,0.051475553018614,,,
4996983,530967589,1618803,647022,othdiscr,1,False,1,97291,95513,66370948,home,,18.0,SHARED3FREE,-0.2402697127561301,,,
4996985,530968029,1618804,647022,work,1,False,1,97628,97292,66371003,home,,18.0,SHARED3FREE,1.002454446933364,,,
4997397,531020133,1618963,647047,shopping,1,False,1,99024,95255,66377516,home,,16.0,SHARED3FREE,1.370701318385642,,,
4997529,531035925,1619011,647052,work,1,False,1,94804,97138,66379490,home,,17.0,SHARED3FREE,1.2243500824845357,,,
4997891,531074625,1619129,647089,work,1,True,1,95132,97606,66384328,work,,7.0,SHARED3FREE,1.4327430956533085,,,
4998144,531098463,1619202,647118,othdiscr,3,False,3,96001,98994,66387307,home,,15.0,SHARED3FREE,1.3660120605092594,,,
4999116,531198218,1619506,647207,school,2,True,2,99227,97609,66399777,school,,7.0,SHARED3FREE,-2.7351887755290494,,,
4999344,531221837,1619578,647225,school,1,False,1,99045,95923,66402729,home,,15.0,SHARED3FREE,1.7625948822146458,,,
5000315,531349629,1619970,647293,othdiscr,1,False,2,97291,95644,66418703,eatout,14.036654590790995,21.0,SHARED3FREE,0.0020968959632431,,,
5000848,531411099,1620155,647341,school,3,True,3,97850,97861,66426387,school,,14.0,SHARED3FREE,-3.172764475698829,,,
5000937,531420057,1620183,647349,atwork,1,True,1,180832,95012,66427507,atwork,,14.0,SHARED3FREE,2.568687557246504,,,
5001112,531436087,1620231,647364,work,3,False,4,93024,99025,66429510,shopping,18.90749569376864,18.0,SHARED3FREE,2.525740017510108,,,
5002018,531543617,1620559,647427,shopping,1,True,1,95212,97603,66442952,shopping,,10.0,SHARED3FREE,1.3141204578558747,,,
5002470,531594069,1620713,647499,othdiscr,1,False,1,95923,179858,66449258,home,,13.0,SHARED3FREE,0.5636147894575417,,,
5002819,531628229,1620817,647529,school,1,False,1,93193,178487,66453528,home,,15.0,SHARED3FREE,1.016630422709724,,,
5002932,531641269,1620858,647539,social,1,False,1,96653,94211,66455158,home,,21.0,SHARED3FREE,-0.8766512165055942,,,
5003058,531653305,1620894,647548,escort,1,True,1,98978,96904,66456663,escort,,9.0,SHARED3FREE,0.6317688362712112,,,
5004669,531846061,1621481,647667,social,1,False,1,96638,97606,66480757,home,,22.0,SHARED3FREE,1.2389118394931038,,,
5005198,531900793,1621648,647709,school,1,True,1,95416,97146,66487599,school,,7.0,SHARED3FREE,0.8083063095346698,,,
5005259,531905453,1621662,647712,work,1,False,1,180831,96895,66488181,home,,17.0,SHARED3FREE,1.2816129809497556,,,
5005780,531961869,1621834,647749,work,1,False,1,96097,98798,66495233,home,,22.0,SHARED3FREE,1.0277342343806044,,,
5006034,531994685,1621935,647763,atwork,1,False,1,95433,97954,66499335,work,,13.0,SHARED3FREE,1.3808956328891604,,,
5006715,532082005,1622201,647833,escort,1,False,1,98105,96859,66510250,home,,9.0,SHARED3FREE,0.5446718490922097,,,
5006821,532095081,1622241,647845,atwork,1,True,3,95912,96632,66511885,eatout,20.1948433189396,10.0,SHARED3FREE,1.6328689076439935,,,
5008001,532217973,1622615,647931,univ,1,False,1,98306,97606,66527246,home,,15.0,SHARED3FREE,1.3789030022693387,,,
5008405,532282697,1622813,647972,atwork,1,True,1,97653,93954,66535337,atwork,,11.0,SHARED3FREE,2.1631891393046043,,,
5008570,532298661,1622861,647996,school,1,False,1,95940,96167,66537332,home,,15.0,SHARED3FREE,0.91963544776766,,,
5008601,532302989,1622874,648002,work,1,False,1,98136,94191,66537873,home,,17.0,SHARED3FREE,1.8489292973193063,,,
5009101,532350765,1623020,648066,othdiscr,1,False,1,94896,98098,66543845,home,,14.0,SHARED3FREE,0.6352686454919884,,,
5009200,532359337,1623046,648074,school,1,True,1,93893,95659,66544917,school,,6.0,SHARED3FREE,2.7722983409616377,,,
5009402,532381053,1623112,648089,work,1,False,1,180832,180588,66547631,home,,18.0,SHARED3FREE,0.972566103838512,,,
5009579,532400289,1623171,648103,othdiscr,1,True,1,98428,93721,66550036,othdiscr,,17.0,SHARED3FREE,1.0136601770031457,,,
5010044,532446261,1623311,648135,univ,1,False,1,180809,96644,66555782,home,,15.0,SHARED3FREE,1.020790963849023,,,
5010557,532505953,1623493,648169,school,1,True,1,96665,97564,66563244,school,,8.0,SHARED3FREE,1.2644207435300243,,,
5010563,532506937,1623496,648169,univ,1,True,1,96883,96435,66563367,univ,,7.0,SHARED3FREE,1.373652631963856,,,
5010565,532506945,1623496,648169,univ,1,True,1,98984,96037,66563368,univ,,16.0,SHARED3FREE,1.376543737060771,,,
5010888,532552921,1623636,648198,work,1,True,1,94223,98812,66569115,work,,9.0,SHARED3FREE,1.053200275176114,,,
5012341,532698493,1624080,648343,school,1,False,1,97619,188425,66587311,home,,15.0,SHARED3FREE,-3.457223378106078,,,
5012662,532737982,1624201,648367,eatout,2,False,2,96026,96162,66592247,home,,22.0,SHARED3FREE,0.3986070935280568,,,
5016664,533226853,1625691,648679,othdiscr,1,False,1,97503,98559,66653356,home,,21.0,SHARED3FREE,1.5754689100753914,,,
5017260,533297093,1625905,648719,school,1,False,1,97141,98218,66662136,home,,13.0,SHARED3FREE,1.0391286158594597,,,
5017351,533309885,1625944,648724,univ,1,False,1,96660,98306,66663735,home,,21.0,SHARED3FREE,1.0563197007423433,,,
5019203,533529381,1626613,648895,work,1,False,1,98324,96905,66691172,home,,10.0,SHARED3FREE,0.7158383294670897,,,
5019221,533531954,1626621,648897,shopping,2,True,2,96878,95258,66691494,shopping,,11.0,SHARED3FREE,1.7800762098862977,,,
5019529,533575762,1626757,648923,othdiscr,2,True,2,180831,94914,66696970,othdiscr,,15.0,SHARED3FREE,-0.0492348268193757,,,
5020363,533686177,1627092,649008,atwork,1,True,1,96155,179186,66710772,atwork,,12.0,SHARED3FREE,3.023158067754224,,,
5020364,533686181,1627092,649008,atwork,1,False,1,95251,96656,66710772,work,,13.0,SHARED3FREE,2.932880806244402,,,
5020633,533711746,1627169,649038,work,2,True,3,94466,97426,66713968,escort,21.786935663676065,10.0,SHARED3FREE,1.59696622817232,,,
5021392,533800393,1627440,649103,escort,1,True,1,99577,97426,66725049,escort,,14.0,SHARED3FREE,0.5648316655606961,,,
5022324,533914734,1627788,649159,shopping,2,False,2,95243,97847,66739341,home,,15.0,SHARED3FREE,0.5481972004255322,,,
5022408,533923446,1627816,649172,othdiscr,2,False,2,98794,99360,66740430,home,,14.0,SHARED3FREE,-0.9158386695512344,,,
5023276,534020725,1628111,649244,work,1,False,1,98588,98543,66752590,home,,16.0,SHARED3FREE,0.79791210149193,,,
5023307,534024922,1628124,649247,school,2,True,2,97874,96859,66753115,school,,8.0,SHARED3FREE,0.3356339918726329,,,
5023332,534029845,1628139,649250,school,1,False,1,97409,97835,66753730,home,,14.0,SHARED3FREE,0.9828367777587764,,,
5024312,534147001,1628496,649319,work,1,True,1,99550,94916,66768375,work,,6.0,SHARED3FREE,0.97309830158798,,,
5024550,534173617,1628578,649339,atwork,1,True,1,95254,96649,66771702,atwork,,12.0,SHARED3FREE,2.111686675750472,,,
5025154,534242453,1628787,649379,work,1,False,1,94935,179186,66780306,home,,17.0,SHARED3FREE,1.6515187833994596,,,
5026748,534431269,1629363,649581,othdiscr,1,False,1,98994,96123,66803908,home,,18.0,SHARED3FREE,-0.0762167600207793,,,
5026984,534455321,1629436,649600,work,1,True,1,98294,97410,66806915,work,,13.0,SHARED3FREE,1.6521672600776756,,,
5027415,534502821,1629581,649636,univ,1,False,1,95243,95914,66812852,home,,13.0,SHARED3FREE,1.2401028395320164,,,
5027662,534527934,1629658,649655,eatout,2,False,2,97393,91896,66815991,home,,21.0,SHARED3FREE,-1.4338660832404364,,,
5028071,534571573,1629791,649686,othdiscr,1,False,1,97612,95709,66821446,home,,10.0,SHARED3FREE,-0.6727128580022743,,,
5028428,534610469,1629909,649709,work,1,False,1,93198,94991,66826308,home,,14.0,SHARED3FREE,0.2802789365258685,,,
5029912,534814109,1630530,649846,shopping,1,False,2,97898,97268,66851763,othmaint,17.69363702118811,11.0,SHARED3FREE,0.7382664850918639,,,
5030462,534875817,1630718,649903,work,1,True,1,93992,96410,66859477,work,,6.0,SHARED3FREE,1.339536011620113,,,
5031524,535006957,1631118,649978,school,1,False,1,96856,98308,66875869,home,,15.0,SHARED3FREE,1.1249347688236573,,,
5031619,535020353,1631159,649983,othdiscr,1,True,2,98994,96057,66877544,shopping,15.872028837559652,10.0,SHARED3FREE,0.6876664721550863,,,
5031761,535043377,1631229,649992,shopping,1,True,1,94983,97137,66880422,shopping,,17.0,SHARED3FREE,1.357947164675133,,,
5032182,535111325,1631436,650036,work,1,False,1,96651,95673,66888915,home,,20.0,SHARED3FREE,-1.597818349681846,,,
5032352,535129689,1631492,650064,work,1,True,1,99045,97195,66891211,work,,7.0,SHARED3FREE,1.3208743967235694,,,
5032577,535155211,1631570,650101,univ,3,True,3,95255,94972,66894401,univ,,17.0,SHARED3FREE,1.3670349486303626,,,
5033856,535311338,1632046,650206,school,2,True,2,96632,180831,66913917,school,,8.0,SHARED3FREE,0.7169268405489682,,,
5033973,535323753,1632084,650211,othdiscr,1,True,1,96174,97388,66915469,othdiscr,,20.0,SHARED3FREE,1.1981917933880668,,,
5034515,535380941,1632258,650284,work,1,False,1,97609,97834,66922617,home,,17.0,SHARED3FREE,1.813137896431808,,,
5035398,535469922,1632530,650362,escort,2,True,2,98299,96639,66933740,escort,,20.0,SHARED3FREE,0.3757186060401471,,,
5035505,535480133,1632561,650370,othdiscr,1,False,1,98299,96406,66935016,home,,17.0,SHARED3FREE,-1.5929259270410407,,,
5035901,535523837,1632694,650396,othdiscr,1,False,1,96634,94288,66940479,home,,22.0,SHARED3FREE,0.472213441228255,,,
5036058,535543905,1632755,650408,shopping,1,True,1,96640,96045,66942988,shopping,,15.0,SHARED3FREE,1.3179735424871075,,,
5036758,535641418,1633053,650453,atwork,2,True,2,94257,178487,66955177,atwork,,9.0,SHARED3FREE,1.998017381385752,,,
5037497,535736753,1633343,650514,school,1,True,1,99287,97604,66967094,school,,7.0,SHARED3FREE,1.1776485755827892,,,
5037906,535793233,1633515,650538,work,1,True,1,94163,95212,66974154,work,,8.0,SHARED3FREE,1.3706301940594134,,,
5038305,535838716,1633654,650588,othdiscr,4,True,4,96640,97623,66979839,othdiscr,,16.0,SHARED3FREE,0.4031627024979877,,,
5038965,535911905,1633877,650637,school,1,True,1,94948,98824,66988988,school,,7.0,SHARED3FREE,1.611002816139689,,,
5039180,535944061,1633975,650649,univ,1,False,1,98102,94733,66993007,home,,18.0,SHARED3FREE,1.2452963682396023,,,
5039685,536009761,1634176,650690,atwork,1,True,1,96043,180589,67001220,atwork,,11.0,SHARED3FREE,1.0043385141342067,,,
5039882,536029724,1634236,650709,work,4,True,4,98354,97426,67003715,work,,10.0,SHARED3FREE,1.4765232301388378,,,
5041149,536188477,1634720,650808,work,1,False,1,96401,98105,67023559,home,,21.0,SHARED3FREE,1.181660030999582,,,
5041456,536232490,1634855,650826,eatout,2,True,2,99287,97867,67029061,eatout,,6.0,SHARED3FREE,0.2610806151009321,,,
5042275,536332141,1635158,650919,work,1,False,1,97415,94182,67041517,home,,15.0,SHARED3FREE,1.0513334356738504,,,
5043778,536510666,1635703,651048,escort,2,True,2,97136,97604,67063833,escort,,14.0,SHARED3FREE,0.3269839568189502,,,
5044016,536549945,1635823,651065,atwork,1,True,1,99229,96644,67068743,atwork,,12.0,SHARED3FREE,1.2446661562131986,,,
5045282,536707309,1636302,651177,univ,1,False,1,94223,98322,67088413,home,,20.0,SHARED3FREE,2.01896084176568,,,
5046777,536875901,1636816,651309,school,1,False,1,94943,96395,67109487,home,,14.0,SHARED3FREE,1.165909288242124,,,
5047874,537009069,1637222,651424,school,1,False,1,94896,98799,67126133,home,,14.0,SHARED3FREE,0.316121541784526,,,
5048395,537062925,1637386,651468,work,1,False,1,97641,96179,67132865,home,,19.0,SHARED3FREE,-0.4543875886041926,,,
5049550,537216053,1637853,651548,shopping,1,False,2,96398,94804,67152006,othmaint,20.0313720907553,9.0,SHARED3FREE,1.9449971289008088,,,
5049929,537253773,1637968,651582,shopping,1,False,1,96097,95052,67156721,home,,14.0,SHARED3FREE,0.3158993749698284,,,
5050201,537285245,1638064,651603,school,1,False,1,175617,97835,67160655,home,,14.0,SHARED3FREE,1.1652154130449892,,,
5050286,537293133,1638088,651608,shopping,1,False,1,95288,98101,67161641,home,,11.0,SHARED3FREE,0.2453393412610425,,,
5050331,537297549,1638102,651611,escort,1,False,1,95097,169790,67162193,home,,15.0,SHARED3FREE,-0.8240846269262664,,,
5051787,537471697,1638633,651712,escort,1,True,1,95196,95741,67183962,escort,,8.0,SHARED3FREE,0.1222533542541768,,,
5054699,537804533,1639647,651962,work,1,False,1,95097,94337,67225566,home,,16.0,SHARED3FREE,1.0150085504368684,,,
