op_module,scenario_name,rq_file,op_fleet_composition,op_max_VR_con,forecast_f,op_repo_method,op_repo_horizons,op_repo_timestep
PoolingIRSOnly,example_pool_repo_AM_sc_1,lemon_grove_debug_False_fleetpy_demand.csv,default_vehtype:6,3,,AlonsoMoraRepositioning,60,300
